user_id,apartment_id,viewed_at,is_wishlisted,call_to_action
230,5668609656,2024-05-21 19:41:14,y,contact_agent
1904,5509155275,2024-05-20 04:49:41,n,contact_agent
4520,5664571005,2024-05-25 10:18:21,y,shortlisted
2256,5508791658,2024-05-26 18:41:06,y,reported
3285,5508807998,2024-05-21 11:39:49,y,contact_agent
4937,5509057896,2024-05-20 05:53:29,n,contact_agent
2294,5668633273,2024-05-28 09:08:32,y,reported
1496,5668632109,2024-05-25 06:44:33,n,shortlisted
3560,5668638665,2024-05-18 00:12:02,y,contact_agent
1861,5508724092,2024-05-18 15:41:03,n,shortlisted
1565,5668635883,2024-05-27 08:21:01,n,shortlisted
4591,5668632345,2024-05-28 13:09:21,n,shortlisted
615,5664579108,2024-05-27 15:04:22,y,shortlisted
3354,5668638108,2024-05-17 15:29:44,n,contact_agent
3521,5508759978,2024-05-24 07:03:56,y,reported
2226,5667220522,2024-05-25 23:25:09,n,shortlisted
553,5509268715,2024-05-22 07:27:02,n,reported
1575,5668634944,2024-05-22 08:14:38,y,shortlisted
1540,5668631879,2024-05-26 03:06:50,n,shortlisted
2408,5668617104,2024-05-24 05:12:10,n,reported
3008,5668634054,2024-05-22 10:21:29,n,contact_agent
4237,5668620097,2024-05-22 19:34:33,y,contact_agent
1516,5668614373,2024-05-26 11:08:54,y,reported
1172,5668612659,2024-05-18 08:27:39,y,contact_agent
2860,5508801679,2024-05-21 08:02:41,y,contact_agent
3302,5509198566,2024-05-28 08:26:16,y,shortlisted
2356,5664594935,2024-05-22 01:29:44,n,reported
4514,5668632677,2024-05-19 14:51:02,n,contact_agent
3381,5509242910,2024-05-21 22:15:23,n,reported
3102,5667221519,2024-05-24 05:42:39,y,contact_agent
3259,5630239255,2024-05-19 14:24:05,n,reported
4375,5509052629,2024-05-24 04:39:29,y,reported
3608,5668625948,2024-05-25 04:31:04,y,reported
4587,5668640527,2024-05-26 10:21:58,n,contact_agent
2123,5668611637,2024-05-17 07:53:56,y,reported
4088,5668642180,2024-05-22 11:52:20,y,shortlisted
216,5509030369,2024-05-23 00:30:42,n,shortlisted
4000,5509026965,2024-05-26 22:34:22,y,reported
3524,5509098426,2024-05-22 11:06:46,y,reported
413,5668634356,2024-05-23 03:39:37,y,reported
1824,5664576721,2024-05-28 08:24:11,y,contact_agent
4415,5668628691,2024-05-28 13:06:13,n,shortlisted
4185,5668620596,2024-05-26 12:53:13,y,contact_agent
4637,5664573233,2024-05-29 00:39:54,y,contact_agent
1970,5668622082,2024-05-24 05:18:32,n,contact_agent
1979,5668637452,2024-05-17 11:08:16,n,reported
883,5664569591,2024-05-18 23:42:30,y,reported
4028,5653585299,2024-05-24 15:56:24,n,contact_agent
492,5668614362,2024-05-19 02:49:03,n,shortlisted
1680,5668633193,2024-05-28 02:32:38,y,contact_agent
4017,5668621142,2024-05-21 11:37:39,n,contact_agent
4955,5508683651,2024-05-25 07:14:22,n,shortlisted
2864,5668253157,2024-05-20 22:56:28,n,shortlisted
2460,5668609372,2024-05-21 08:44:55,n,contact_agent
2014,5508750979,2024-05-22 20:57:58,y,reported
4393,5509157205,2024-05-24 17:11:31,n,shortlisted
4308,5668634632,2024-05-26 23:54:44,y,reported
722,5508678684,2024-05-20 12:09:28,y,contact_agent
4259,5664594432,2024-05-27 09:58:54,y,contact_agent
2940,5668621219,2024-05-17 11:30:56,n,shortlisted
2703,5668616678,2024-05-17 14:16:20,y,shortlisted
2407,5668619269,2024-05-20 07:33:07,n,shortlisted
4191,5668637762,2024-05-27 18:35:29,n,shortlisted
4575,5668636287,2024-05-27 13:58:17,y,shortlisted
4126,5668635810,2024-05-18 19:12:58,y,reported
267,5668638042,2024-05-23 09:08:30,n,shortlisted
1401,5668641067,2024-05-27 15:44:51,y,shortlisted
2567,5509132250,2024-05-23 20:27:10,n,contact_agent
3836,5509182836,2024-05-25 19:14:28,n,contact_agent
313,5668623195,2024-05-24 19:16:41,y,reported
1638,5664594951,2024-05-18 17:40:23,y,reported
3599,5642309996,2024-05-18 21:55:19,n,reported
3684,5668621346,2024-05-24 08:57:43,y,reported
2650,5664576826,2024-05-20 15:53:24,y,contact_agent
4180,5668611579,2024-05-21 15:56:11,n,shortlisted
1849,5668620400,2024-05-22 16:52:48,n,shortlisted
304,5664579792,2024-05-18 17:04:57,n,shortlisted
1401,5509016419,2024-05-29 05:52:05,y,contact_agent
3300,5668615301,2024-05-22 07:35:05,y,reported
4660,5509087441,2024-05-20 11:37:39,n,contact_agent
3571,5668632393,2024-05-27 00:42:55,y,shortlisted
2378,5509277311,2024-05-19 13:10:38,n,shortlisted
2707,5509027816,2024-05-22 16:44:57,n,reported
4037,5668619924,2024-05-21 11:37:11,y,reported
2574,5668642996,2024-05-18 20:25:25,y,reported
433,5668628987,2024-05-18 09:51:20,n,reported
4285,5668622620,2024-05-24 13:37:08,n,contact_agent
2959,5668639601,2024-05-23 10:59:04,n,reported
1208,5668633603,2024-05-18 05:00:07,y,reported
614,5668628440,2024-05-27 21:58:24,n,contact_agent
2001,5668611944,2024-05-23 20:15:16,n,reported
2462,5509175713,2024-05-19 08:38:22,y,reported
2325,5508808528,2024-05-24 02:51:31,n,shortlisted
1343,5668622121,2024-05-29 13:08:06,y,reported
3107,5668618361,2024-05-17 18:05:34,y,contact_agent
409,5664575871,2024-05-27 04:15:39,y,shortlisted
535,5664568838,2024-05-28 23:19:45,y,shortlisted
657,5653576212,2024-05-26 19:38:57,n,reported
3304,5668609608,2024-05-26 21:24:30,n,reported
1822,5509153338,2024-05-27 07:18:49,n,shortlisted
4455,5668619245,2024-05-21 17:52:48,y,contact_agent
1025,5509201929,2024-05-18 05:17:58,y,shortlisted
3091,5664578726,2024-05-27 04:07:43,n,reported
1254,5664596815,2024-05-24 08:54:55,y,contact_agent
1370,5668619702,2024-05-18 17:26:58,n,contact_agent
1933,5508797879,2024-05-18 22:32:40,n,reported
2423,5668618370,2024-05-18 06:25:53,n,shortlisted
4778,5648139511,2024-05-26 10:47:05,n,contact_agent
3258,5668624866,2024-05-19 23:33:09,y,reported
3271,5509178577,2024-05-20 10:11:17,n,reported
2550,5668616428,2024-05-22 16:37:59,n,contact_agent
1964,5508855092,2024-05-26 01:20:19,n,shortlisted
4611,5509174732,2024-05-25 13:11:36,n,contact_agent
3485,5668620241,2024-05-20 22:56:33,n,shortlisted
2595,5668638422,2024-05-27 00:11:55,n,contact_agent
3008,5668616061,2024-05-24 09:52:49,n,reported
2763,5668611338,2024-05-20 12:16:10,n,contact_agent
3211,5659916287,2024-05-26 01:42:03,n,reported
3878,5509077582,2024-05-28 03:51:33,n,reported
4506,5664576880,2024-05-18 18:57:18,y,shortlisted
2323,5664597171,2024-05-23 09:36:48,n,shortlisted
1109,5508864245,2024-05-18 04:17:14,n,contact_agent
1917,5664575858,2024-05-22 03:24:42,y,shortlisted
258,5668633198,2024-05-16 18:49:23,n,contact_agent
1867,5642367491,2024-05-20 00:59:43,n,shortlisted
2447,5668633557,2024-05-25 18:51:49,y,contact_agent
533,5509127925,2024-05-27 10:53:40,n,contact_agent
1238,5668225509,2024-05-23 11:33:24,n,reported
1247,5668619281,2024-05-27 22:13:33,y,contact_agent
2563,5664568190,2024-05-19 12:34:55,y,contact_agent
2057,5668612848,2024-05-22 17:07:39,y,shortlisted
3898,5668638086,2024-05-23 23:24:26,n,reported
3376,5668640393,2024-05-20 17:01:25,n,shortlisted
609,5668629766,2024-05-26 10:25:06,n,shortlisted
500,5667516568,2024-05-25 01:05:59,y,shortlisted
1178,5668632171,2024-05-21 12:04:41,n,shortlisted
2790,5664592561,2024-05-24 21:09:40,n,shortlisted
3341,5668630744,2024-05-19 06:59:16,y,contact_agent
3026,5664594634,2024-05-20 12:12:28,y,shortlisted
1394,5509061733,2024-05-26 08:45:58,n,shortlisted
4477,5668622425,2024-05-21 18:08:55,y,contact_agent
1259,5664573154,2024-05-22 16:44:47,n,reported
426,5668620890,2024-05-27 09:08:30,y,reported
4918,5668624702,2024-05-22 10:35:55,y,reported
109,5508808145,2024-05-27 01:26:17,y,reported
893,5668225407,2024-05-21 15:03:45,n,reported
4590,5668624385,2024-05-28 04:50:54,n,contact_agent
3164,5648137399,2024-05-26 07:00:26,y,shortlisted
4741,5668614073,2024-05-16 22:45:42,y,shortlisted
758,5641785233,2024-05-27 08:34:46,n,reported
902,5509049483,2024-05-20 12:54:51,y,shortlisted
3417,5509133319,2024-05-22 16:36:02,n,shortlisted
1858,5664579755,2024-05-27 01:56:30,y,reported
3305,5508942181,2024-05-17 01:57:49,n,shortlisted
3646,5668635523,2024-05-23 19:38:40,n,reported
2391,5668620286,2024-05-24 18:22:07,y,shortlisted
1018,5668629615,2024-05-20 22:40:59,y,reported
1167,5668629849,2024-05-26 07:55:55,n,reported
1595,5668615851,2024-05-28 15:47:45,n,reported
2360,5668633855,2024-05-23 13:44:45,y,shortlisted
402,5509144563,2024-05-20 18:11:26,n,contact_agent
1882,5508721924,2024-05-18 14:50:05,n,reported
1226,5668627192,2024-05-23 08:15:53,n,contact_agent
1091,5668610970,2024-05-21 00:46:38,n,reported
4007,5508955020,2024-05-25 07:23:49,n,reported
3770,5668627711,2024-05-17 23:58:36,y,shortlisted
4878,5664597657,2024-05-20 16:56:26,y,reported
2061,5508655471,2024-05-17 19:26:00,y,shortlisted
865,5668627555,2024-05-18 20:19:13,n,reported
670,5668623854,2024-05-25 23:21:34,y,shortlisted
1741,5668616902,2024-05-22 08:56:44,y,reported
767,5668641986,2024-05-21 01:51:33,n,contact_agent
2330,5668637836,2024-05-20 13:47:07,y,shortlisted
2904,5668643363,2024-05-21 07:18:49,n,reported
542,5668631657,2024-05-17 19:47:40,n,contact_agent
2838,5668618085,2024-05-22 08:07:09,y,shortlisted
258,5668619613,2024-05-22 00:24:33,n,contact_agent
3024,5509236560,2024-05-17 20:12:25,n,contact_agent
1322,5668625140,2024-05-27 20:42:55,y,reported
914,5509209465,2024-05-19 20:22:40,y,contact_agent
1523,5508702256,2024-05-23 18:32:14,n,shortlisted
4297,5668625444,2024-05-26 15:55:50,n,shortlisted
257,5659895837,2024-05-18 23:27:45,y,reported
4193,5668610269,2024-05-26 08:09:01,y,reported
4967,5664573737,2024-05-23 05:08:31,y,reported
4802,5668619341,2024-05-19 13:44:46,n,shortlisted
411,5659911845,2024-05-17 21:23:53,n,contact_agent
3043,5509168594,2024-05-28 06:06:20,n,contact_agent
2268,5668629731,2024-05-22 16:10:56,n,shortlisted
464,5668638793,2024-05-27 11:41:53,y,shortlisted
2671,5668614420,2024-05-25 17:44:00,n,reported
2599,5668612252,2024-05-27 09:00:26,y,contact_agent
4717,5509267739,2024-05-19 03:49:21,n,reported
862,5509268840,2024-05-25 01:21:36,n,reported
2045,5668613472,2024-05-21 09:45:37,y,shortlisted
2099,5668623227,2024-05-29 02:13:13,y,reported
108,5668625516,2024-05-24 05:32:02,y,shortlisted
4360,5509033140,2024-05-27 23:38:52,n,shortlisted
1196,5509179105,2024-05-24 18:31:16,y,reported
3525,5664597326,2024-05-17 22:58:35,y,reported
768,5668633733,2024-05-24 21:45:22,n,contact_agent
44,5509275946,2024-05-22 08:29:53,n,shortlisted
4453,5664595284,2024-05-24 01:02:55,n,shortlisted
4565,5659895413,2024-05-23 11:44:02,n,contact_agent
3423,5668615566,2024-05-18 18:26:51,n,contact_agent
1476,5668615157,2024-05-22 08:51:16,n,contact_agent
2308,5668616595,2024-05-20 18:13:11,y,reported
2871,5659914415,2024-05-24 12:01:07,n,reported
3266,5668611436,2024-05-28 00:32:53,y,reported
370,5653584812,2024-05-26 04:17:22,n,reported
2401,5508763810,2024-05-23 23:34:40,y,contact_agent
3487,5668628481,2024-05-24 08:39:08,n,shortlisted
3382,5668617073,2024-05-25 14:49:43,n,reported
92,5509064078,2024-05-22 17:50:37,n,contact_agent
3897,5509146255,2024-05-29 10:28:45,y,reported
3946,5668618295,2024-05-20 10:54:27,n,shortlisted
4023,5668625665,2024-05-20 11:21:11,y,contact_agent
2215,5668623295,2024-05-26 07:26:12,n,shortlisted
3123,5508809087,2024-05-21 06:51:45,n,reported
4493,5668639286,2024-05-20 13:29:28,y,reported
2430,5659918835,2024-05-23 13:04:31,n,reported
800,5509119833,2024-05-20 06:01:19,n,contact_agent
334,5508857220,2024-05-25 15:10:15,n,shortlisted
1499,5509193096,2024-05-22 12:11:59,n,contact_agent
3983,5668627134,2024-05-19 14:45:38,n,reported
4938,5668609108,2024-05-19 20:13:55,n,reported
3823,5668629708,2024-05-24 04:44:21,y,reported
3089,5668628928,2024-05-28 11:49:06,y,contact_agent
1106,5509044161,2024-05-26 04:30:08,y,shortlisted
3154,5508696201,2024-05-21 06:41:54,y,shortlisted
2160,5668613891,2024-05-21 14:00:38,y,contact_agent
1711,5668620308,2024-05-21 12:23:55,n,reported
1610,5668640658,2024-05-19 13:20:19,y,shortlisted
2701,5668225117,2024-05-20 21:51:12,n,shortlisted
372,5508761622,2024-05-19 18:50:31,y,reported
203,5653574378,2024-05-22 11:40:20,n,shortlisted
1302,5668637995,2024-05-26 21:05:52,n,contact_agent
177,5509215846,2024-05-22 18:57:23,y,contact_agent
3007,5668618390,2024-05-20 11:54:32,y,reported
4783,5509031313,2024-05-18 16:06:16,y,contact_agent
1501,5509000078,2024-05-20 06:59:15,y,contact_agent
170,5668627696,2024-05-26 16:12:33,y,contact_agent
3645,5668615165,2024-05-20 07:35:16,n,shortlisted
4695,5668632840,2024-05-20 08:13:51,n,reported
785,5664579785,2024-05-17 15:45:23,n,reported
4243,5668624273,2024-05-24 11:05:30,n,reported
1634,5668624921,2024-05-19 14:27:02,n,reported
1122,5664577919,2024-05-26 19:14:55,y,reported
4383,5668609174,2024-05-26 20:39:35,y,contact_agent
4084,5509217631,2024-05-23 00:02:16,y,shortlisted
3384,5664596790,2024-05-28 00:27:30,n,reported
2466,5668224445,2024-05-28 16:27:13,y,contact_agent
1881,5668623198,2024-05-21 14:36:13,y,reported
1116,5668621025,2024-05-23 17:42:18,n,contact_agent
2538,5508966472,2024-05-17 02:02:21,y,reported
3457,5668613672,2024-05-24 14:51:17,n,reported
2147,5668611549,2024-05-22 19:48:40,y,contact_agent
178,5668625267,2024-05-29 17:49:24,y,contact_agent
918,5659918254,2024-05-21 19:31:52,y,shortlisted
621,5509215477,2024-05-21 02:01:51,n,contact_agent
4814,5509230914,2024-05-24 03:54:34,n,shortlisted
2372,5642354615,2024-05-22 13:34:15,n,reported
2757,5659898660,2024-05-22 14:30:04,n,shortlisted
4184,5509234935,2024-05-28 17:06:38,n,reported
1593,5509082204,2024-05-21 02:53:43,n,reported
3964,5508808528,2024-05-26 19:18:22,y,reported
193,5668631146,2024-05-18 06:17:16,y,contact_agent
340,5668614608,2024-05-28 00:43:25,y,shortlisted
3031,5668621868,2024-05-19 11:18:40,n,shortlisted
3725,5508818200,2024-05-27 10:00:54,y,reported
3759,5668615662,2024-05-17 23:59:58,y,shortlisted
4201,5509159833,2024-05-27 18:13:15,y,shortlisted
2059,5664596359,2024-05-27 16:57:36,n,contact_agent
4889,5509013218,2024-05-22 08:40:05,n,reported
1055,5668623133,2024-05-25 18:11:36,n,reported
1087,5508752884,2024-05-24 20:34:15,n,reported
4288,5668621601,2024-05-19 08:21:00,n,reported
1412,5668618073,2024-05-21 19:07:18,n,contact_agent
1662,5642367434,2024-05-20 16:28:40,n,shortlisted
396,5668619081,2024-05-27 02:20:26,n,contact_agent
3968,5508802515,2024-05-19 10:10:00,y,contact_agent
2941,5652497473,2024-05-18 08:13:03,y,contact_agent
1140,5668621292,2024-05-25 08:49:35,n,reported
1463,5668619451,2024-05-17 11:34:48,y,contact_agent
4536,5508905682,2024-05-17 21:57:12,y,shortlisted
4195,5668297747,2024-05-20 02:22:05,n,shortlisted
2170,5509140353,2024-05-26 00:01:18,y,reported
2551,5668627506,2024-05-25 19:15:23,n,reported
530,5668642857,2024-05-23 09:51:33,n,reported
2492,5668620802,2024-05-19 04:06:45,y,reported
4613,5509133176,2024-05-25 17:33:36,n,contact_agent
2913,5668612986,2024-05-21 06:35:37,y,contact_agent
250,5509263771,2024-05-22 03:21:55,y,reported
3292,5668615295,2024-05-21 18:51:30,y,contact_agent
3735,5659898449,2024-05-24 18:19:22,y,reported
2525,5668617113,2024-05-23 03:21:00,y,reported
3960,5642350194,2024-05-25 15:02:49,n,reported
674,5509000032,2024-05-27 01:30:26,y,contact_agent
2139,5668630952,2024-05-22 03:11:54,n,shortlisted
1821,5509082942,2024-05-25 20:06:24,n,reported
1952,5508929861,2024-05-27 03:35:19,n,contact_agent
2179,5668611177,2024-05-22 12:35:54,n,shortlisted
639,5668628797,2024-05-19 10:32:01,n,shortlisted
10,5664598464,2024-05-25 15:35:19,y,contact_agent
247,5668624644,2024-05-21 01:30:18,n,contact_agent
2823,5668610062,2024-05-23 13:43:04,y,contact_agent
2202,5508851791,2024-05-26 09:34:11,n,reported
594,5668609656,2024-05-24 23:34:07,n,contact_agent
1605,5668617733,2024-05-26 07:11:54,y,contact_agent
4985,5508889923,2024-05-23 17:45:37,n,reported
3798,5668638921,2024-05-26 06:13:38,n,shortlisted
2948,5668621915,2024-05-19 03:53:00,y,reported
874,5668616696,2024-05-16 20:32:51,y,shortlisted
71,5668633826,2024-05-26 06:29:04,n,shortlisted
2803,5509023246,2024-05-21 01:53:13,n,contact_agent
254,5508943519,2024-05-22 19:20:19,y,shortlisted
1962,5668632020,2024-05-28 05:26:16,n,contact_agent
932,5668637965,2024-05-20 04:09:22,n,contact_agent
61,5509215542,2024-05-25 02:10:19,y,reported
1922,5654433785,2024-05-23 07:16:17,y,shortlisted
3984,5664598451,2024-05-17 03:19:21,n,reported
1477,5668621112,2024-05-23 23:52:13,y,contact_agent
680,5664573751,2024-05-20 15:32:19,y,contact_agent
1993,5509034795,2024-05-24 18:30:11,y,contact_agent
4748,5668617292,2024-05-20 03:36:45,y,reported
2744,5509156528,2024-05-19 15:30:01,y,reported
1050,5668635314,2024-05-27 02:35:45,n,contact_agent
4230,5508924057,2024-05-26 08:10:29,n,contact_agent
1698,5630232014,2024-05-23 21:59:12,y,contact_agent
2851,5664573233,2024-05-28 05:37:01,y,shortlisted
2913,5664578349,2024-05-20 22:58:11,n,reported
1456,5659897685,2024-05-27 13:37:42,n,reported
3995,5668614176,2024-05-21 04:54:15,y,contact_agent
2861,5668251211,2024-05-23 08:59:15,n,contact_agent
285,5668628537,2024-05-20 17:28:28,y,contact_agent
602,5668631163,2024-05-25 08:08:05,y,contact_agent
4642,5668637373,2024-05-26 14:18:24,n,reported
3225,5668639782,2024-05-21 10:31:38,n,shortlisted
1841,5509096128,2024-05-18 00:57:34,n,contact_agent
1347,5664598368,2024-05-23 02:52:41,n,shortlisted
2324,5508687631,2024-05-22 09:31:16,n,contact_agent
4141,5664576713,2024-05-26 15:51:55,y,shortlisted
2693,5664577062,2024-05-25 23:32:30,n,shortlisted
3665,5664574385,2024-05-28 02:45:55,n,reported
2331,5668638523,2024-05-26 11:08:20,y,contact_agent
4619,5664597323,2024-05-19 11:02:35,y,reported
4685,5668629819,2024-05-24 06:46:28,n,contact_agent
3095,5509274053,2024-05-23 19:12:41,y,reported
1325,5509062651,2024-05-18 11:39:12,y,contact_agent
3952,5667519537,2024-05-25 14:10:36,y,shortlisted
493,5653545422,2024-05-27 00:09:33,y,shortlisted
1165,5668623189,2024-05-23 08:09:00,y,contact_agent
3514,5509073396,2024-05-17 13:38:28,n,contact_agent
4665,5668624079,2024-05-20 08:33:49,y,contact_agent
2001,5659918676,2024-05-24 14:31:38,y,reported
1554,5668628429,2024-05-25 15:12:07,y,shortlisted
2955,5668616595,2024-05-23 03:25:43,y,contact_agent
2764,5668618349,2024-05-26 05:54:30,n,reported
1081,5668625103,2024-05-28 15:13:25,n,contact_agent
1690,5668634831,2024-05-20 01:10:13,n,contact_agent
144,5668613439,2024-05-28 08:36:06,y,reported
1472,5508950951,2024-05-24 23:04:08,n,contact_agent
1173,5664578390,2024-05-26 16:05:54,y,shortlisted
1769,5508774465,2024-05-24 06:49:37,n,reported
608,5668635842,2024-05-18 22:52:32,y,reported
2413,5668616328,2024-05-21 06:43:07,n,contact_agent
1526,5509145541,2024-05-19 16:45:44,n,shortlisted
4226,5509043275,2024-05-28 04:08:42,n,reported
3482,5668622021,2024-05-24 10:03:58,n,reported
4992,5509196496,2024-05-19 12:34:34,y,shortlisted
2804,5509064209,2024-05-18 00:04:38,y,contact_agent
2961,5509059481,2024-05-26 11:27:28,n,shortlisted
1664,5668628784,2024-05-21 02:53:23,y,contact_agent
3613,5668279812,2024-05-27 12:26:16,y,contact_agent
3570,5668612545,2024-05-19 07:17:39,n,shortlisted
1889,5668609219,2024-05-21 23:48:21,y,contact_agent
2122,5668636515,2024-05-28 18:27:19,n,reported
96,5664576880,2024-05-18 09:49:24,n,shortlisted
954,5668614523,2024-05-25 18:54:55,y,contact_agent
325,5668619288,2024-05-21 02:30:10,y,reported
3390,5668633312,2024-05-22 06:24:03,n,shortlisted
2361,5509231644,2024-05-21 09:59:08,y,contact_agent
2238,5659915264,2024-05-25 11:18:07,y,reported
152,5668628718,2024-05-20 12:59:47,n,shortlisted
1909,5509149456,2024-05-22 17:11:18,y,contact_agent
1847,5509027785,2024-05-20 05:01:46,n,shortlisted
4394,5664598240,2024-05-22 11:08:18,n,shortlisted
420,5668615334,2024-05-18 19:45:53,n,shortlisted
1616,5668634861,2024-05-22 09:29:53,n,contact_agent
748,5509202533,2024-05-20 16:19:52,n,shortlisted
1097,5668624325,2024-05-19 08:09:27,n,shortlisted
1375,5509177446,2024-05-18 05:34:22,y,shortlisted
1471,5668629911,2024-05-26 00:42:19,y,reported
2509,5664581615,2024-05-19 05:42:05,y,contact_agent
2190,5509054514,2024-05-20 11:06:17,y,shortlisted
990,5667228419,2024-05-26 23:58:20,y,reported
66,5668638885,2024-05-20 03:39:44,n,contact_agent
4741,5664594882,2024-05-19 16:51:06,n,shortlisted
572,5515831314,2024-05-21 01:30:01,y,shortlisted
235,5668612406,2024-05-18 00:17:46,y,shortlisted
2068,5508679576,2024-05-18 16:52:41,n,reported
3772,5509098474,2024-05-27 05:17:03,n,reported
2270,5664583648,2024-05-23 12:06:36,y,contact_agent
47,5668634429,2024-05-17 16:24:35,n,reported
2138,5668614787,2024-05-21 04:51:40,y,contact_agent
987,5668633676,2024-05-28 12:12:04,n,reported
1076,5668612083,2024-05-19 07:05:39,y,reported
585,5659896504,2024-05-18 07:12:09,n,shortlisted
4566,5668632048,2024-05-17 06:09:11,n,reported
3672,5509272477,2024-05-21 23:52:47,n,contact_agent
1585,5668613356,2024-05-19 20:33:11,n,shortlisted
2085,5509097483,2024-05-29 03:55:17,n,shortlisted
3481,5668636574,2024-05-26 09:34:47,y,reported
1952,5668637441,2024-05-24 18:26:56,y,reported
2814,5509106019,2024-05-21 17:52:29,n,reported
534,5659895621,2024-05-27 14:15:19,y,shortlisted
941,5664568474,2024-05-20 08:24:56,n,reported
4494,5664576849,2024-05-22 14:52:29,y,contact_agent
1814,5664569510,2024-05-22 17:13:37,n,reported
2655,5509021994,2024-05-27 07:19:13,n,contact_agent
4794,5509234734,2024-05-19 18:19:37,n,contact_agent
3187,5668622147,2024-05-21 05:43:10,y,shortlisted
1706,5668641943,2024-05-26 22:40:02,y,reported
392,5668638924,2024-05-23 02:55:44,y,shortlisted
4921,5668625665,2024-05-25 23:08:23,n,shortlisted
2837,5668642216,2024-05-23 13:44:11,y,contact_agent
3793,5509183680,2024-05-21 21:09:28,n,contact_agent
4545,5509184360,2024-05-18 16:24:14,n,shortlisted
2914,5508843386,2024-05-22 15:50:49,y,contact_agent
11,5668643018,2024-05-23 13:16:42,n,shortlisted
454,5509166109,2024-05-28 21:09:37,y,shortlisted
3103,5664575773,2024-05-25 18:19:41,n,contact_agent
3355,5668632544,2024-05-25 22:37:23,n,contact_agent
1402,5508863133,2024-05-21 17:58:39,y,shortlisted
4993,5509158275,2024-05-26 01:13:38,y,shortlisted
3694,5668642017,2024-05-19 11:54:17,n,contact_agent
2380,5668611343,2024-05-21 03:37:41,n,shortlisted
1189,5509107329,2024-05-23 15:11:19,n,reported
1950,5668610799,2024-05-22 19:45:41,y,contact_agent
853,5659913262,2024-05-19 05:19:24,n,contact_agent
3281,5509142207,2024-05-21 15:21:46,n,contact_agent
655,5668630363,2024-05-27 03:48:28,n,shortlisted
2540,5668624052,2024-05-25 06:26:51,y,reported
242,5509001445,2024-05-17 13:14:13,y,contact_agent
2514,5509223582,2024-05-19 14:52:25,n,contact_agent
737,5509275946,2024-05-21 09:27:22,n,shortlisted
3954,5659898984,2024-05-17 13:48:20,n,reported
1338,5668630532,2024-05-29 03:33:36,y,shortlisted
1980,5668613488,2024-05-22 22:33:11,n,reported
3168,5509113485,2024-05-18 03:55:29,n,reported
294,5668633697,2024-05-20 06:39:18,y,contact_agent
3944,5668624423,2024-05-20 23:30:35,n,contact_agent
4132,5668611785,2024-05-29 17:37:54,y,shortlisted
56,5508658636,2024-05-21 17:54:23,n,shortlisted
1822,5668633578,2024-05-21 01:16:52,n,contact_agent
2361,5668634764,2024-05-16 22:02:39,n,shortlisted
