id,title,source,price,currency,listing_created_on,is_active,last_modified_timestamp
5668624549,One BR Ginger Ct,RentLingo,650,USD,2024-05-17 21:18:33,0,2024-05-17 21:18:33
5664572906,One BR Line St,RentLingo,650,USD,2024-05-17 20:28:30,1,2024-05-19 01:05:09
5668624370,One BR W Fern St,RentLingo,645,USD,2024-05-17 22:04:15,1,2024-05-17 22:04:15
5668625590,One BR Freeway Place Northeast,RentLingo,595,USD,2024-05-16 18:40:02,0,2024-05-16 18:40:02
5664573404,One BR New Providence Dr Apartment 90,RentLingo,750,USD,2024-05-18 14:00:05,1,2024-05-18 14:00:05
5668634310,Studio apartment 6921 Roosevelt Way NE,RentLingo,1195,USD,2024-05-17 23:04:03,1,2024-05-18 17:00:51
5668640879,Studio apartment 714 N. 95th St.,RentLingo,1150,USD,2024-05-16 18:07:19,1,2024-05-18 19:29:15
5668625234,Studio apartment 420 W. Fullerton Pkwy,RentLingo,942,USD,2024-05-16 16:26:32,1,2024-05-16 16:26:32
5668639212,Studio apartment 2037 Yale Ave E,RentLingo,1250,USD,2024-05-16 01:03:08,1,2024-05-16 19:45:03
5659899323,One BR South Chester Street,RentLingo,800,USD,2024-05-16 23:25:03,0,2024-05-18 20:58:50
5664573954,One BR Flowing Oar Road,RentLingo,685,USD,2024-05-16 19:29:46,1,2024-05-16 19:29:46
5668628531,Studio apartment 23 S Pauline Place,RentLingo,525,USD,2024-05-16 18:04:13,1,2024-05-16 18:04:13
5668639708,Studio apartment 1008 North 109th Street,RentLingo,1095,USD,2024-05-18 12:23:29,1,2024-05-18 12:23:29
5668612110,Studio apartment 925 Geary Street,RentLingo,1695,USD,2024-05-18 02:03:18,1,2024-05-18 02:03:18
5668626855,"Studio apartment 13th Street NW, Monroe St NW, Washington DC",RentLingo,990,USD,2024-05-17 08:56:40,1,2024-05-17 08:56:40
5668636830,Studio apartment 202 E. HOLLY STREET,RentLingo,775,USD,2024-05-16 14:03:10,1,2024-05-16 14:03:10
5668629000,Studio apartment 838 NE 66th St,RentLingo,1299,USD,2024-05-17 21:54:46,0,2024-05-17 21:54:46
5668620457,Studio apartment 3321 Eureka St,RentLingo,705,USD,2024-05-18 22:43:03,1,2024-05-18 22:43:03
5664571995,One BR Loma Vista Terrace,RentLingo,1800,USD,2024-05-16 15:46:09,1,2024-05-16 15:46:09
5653561496,One BR Via Marina,RentLingo,1600,USD,2024-05-18 14:17:33,1,2024-05-20 18:38:25
5668624072,One BR 22nd Avenue,RentLingo,1500,USD,2024-05-16 03:44:58,1,2024-05-16 03:44:58
5664579604,One BR Acama Street,RentLingo,1330,USD,2024-05-18 14:39:55,0,2024-05-18 14:39:55
5668623065,One BR Granadilla Drive,RentLingo,1310,USD,2024-05-16 20:38:20,1,2024-05-16 20:38:20
5664579928,One BR Spencer Street #404,RentLingo,1300,USD,2024-05-17 00:09:18,1,2024-05-17 00:09:18
5664568684,One BR Willow Wind Ct,RentLingo,1295,USD,2024-05-18 14:44:43,1,2024-05-20 18:59:08
5653562721,One BR Balboa Blvd # 106,RentLingo,1255,USD,2024-05-17 12:48:13,0,2024-05-18 07:42:02
5664574541,"One BR Greenwood Ave N, Apartment 11",RentLingo,1250,USD,2024-05-18 18:39:56,1,2024-05-18 18:39:56
5648113719,One BR Cahuenga Blvd,RentLingo,1250,USD,2024-05-17 01:05:30,1,2024-05-17 01:05:30
5664570234,One BR N Lafayette St,RentLingo,1200,USD,2024-05-17 22:42:31,1,2024-05-19 05:25:29
5664571553,One BR S Ensenada St.,RentLingo,1200,USD,2024-05-17 21:31:25,1,2024-05-17 21:31:25
5668620616,One BR Moreau Way,RentLingo,1175,USD,2024-05-16 13:17:51,1,2024-05-16 19:46:41
5664571823,One BR 2nd Street,RentLingo,1155,USD,2024-05-16 04:52:23,1,2024-05-16 04:52:23
5664573458,One BR Morning Light Terrace,RentLingo,1150,USD,2024-05-18 13:21:47,1,2024-05-18 13:21:47
5668624849,One BR Algonquin Ave,RentLingo,1145,USD,2024-05-18 13:43:07,1,2024-05-18 13:43:07
5668624024,One BR Holway St,RentLingo,1135,USD,2024-05-17 22:16:55,1,2024-05-17 22:16:55
5668623989,One BR 17th St.,RentLingo,1115,USD,2024-05-18 15:36:35,1,2024-05-18 20:43:40
5664596354,Studio apartment 1409 W. Diversey Pkwy.,RentLingo,1095,USD,2024-05-16 12:26:12,1,2024-05-16 12:26:12
5668624552,"One BR Wythe Street, B",RentLingo,1090,USD,2024-05-16 02:21:14,1,2024-05-16 02:21:14
5664577920,"One BR N. Ashland Ave, 2r",RentLingo,1075,USD,2024-05-16 06:06:43,1,2024-05-16 06:06:43
5668623116,One BR Arbor Lane Ct,RentLingo,1050,USD,2024-05-16 23:20:25,1,2024-05-17 14:34:44
5668623643,One BR S. Sherman Street,RentLingo,1050,USD,2024-05-16 09:39:25,1,2024-05-18 04:27:23
5664574855,One BR Lighthouse Lane,RentLingo,1045,USD,2024-05-16 09:49:11,0,2024-05-16 09:49:11
5668624504,One BR 100th Ave Ne,RentLingo,1025,USD,2024-05-18 17:06:26,1,2024-05-21 03:18:04
5664574093,One BR 8th Avenue North,RentLingo,1025,USD,2024-05-18 23:31:13,0,2024-05-18 23:31:13
5664568674,One BR Trailhead Ct,RentLingo,1005,USD,2024-05-17 20:28:20,1,2024-05-17 20:28:20
5668623133,One BR Canoga Dr,RentLingo,1000,USD,2024-05-18 00:26:24,1,2024-05-18 00:26:24
5668624299,One BR Sw 55 Ter. W,RentLingo,1000,USD,2024-05-17 02:03:42,1,2024-05-17 02:03:42
5668624350,One BR Fieldstone Way,RentLingo,1000,USD,2024-05-18 04:09:01,1,2024-05-18 04:09:01
5664571557,One BR Tennyson Court,RentLingo,1000,USD,2024-05-17 19:08:29,1,2024-05-17 19:08:29
5664570140,One BR E Alamo Dr.,RentLingo,1000,USD,2024-05-18 22:06:01,1,2024-05-18 22:06:01
5664571542,One BR Poppy Ct. Unit B,RentLingo,1000,USD,2024-05-16 08:22:00,1,2024-05-18 05:55:22
5659898514,One BR Almond Ave,RentLingo,1000,USD,2024-05-18 23:09:42,1,2024-05-20 23:40:41
5668624441,"One BR W San Marcos Blvd, 261",RentLingo,975,USD,2024-05-16 12:59:42,1,2024-05-18 21:38:25
5664578591,One BR Oak Dr,RentLingo,965,USD,2024-05-16 11:52:13,1,2024-05-16 11:52:13
5668624721,One BR Southampton Dr Apartment L,RentLingo,955,USD,2024-05-18 02:13:51,1,2024-05-19 03:26:52
5664571537,One BR W. Dorado Pl.,RentLingo,950,USD,2024-05-17 16:57:10,0,2024-05-17 16:57:10
5664571551,One BR Fulton St,RentLingo,950,USD,2024-05-16 12:56:30,1,2024-05-16 12:56:30
5664572242,One BR Torino Court,RentLingo,930,USD,2024-05-17 18:51:11,1,2024-05-17 18:51:11
5668619413,"One BR , Gateway Circle",RentLingo,925,USD,2024-05-17 15:08:22,1,2024-05-17 15:08:22
5664574194,One BR 1st Ave,RentLingo,925,USD,2024-05-16 23:09:39,1,2024-05-16 23:09:39
5664571566,One BR Jamie Ct,RentLingo,925,USD,2024-05-17 13:31:27,1,2024-05-17 13:31:27
5668612560,One BR Foxhill Cir,RentLingo,915,USD,2024-05-16 21:34:16,1,2024-05-16 21:34:16
5668624591,One BR Yellow Flower Rd,RentLingo,900,USD,2024-05-17 01:10:46,1,2024-05-18 18:52:18
5668622471,One BR Eventide Ct,RentLingo,900,USD,2024-05-18 00:49:36,1,2024-05-19 00:02:58
5668619405,One BR Racquet Lane,RentLingo,900,USD,2024-05-16 04:39:22,1,2024-05-16 04:39:22
5664571546,One BR E Floyd Ave,RentLingo,900,USD,2024-05-16 06:29:46,1,2024-05-16 20:53:43
5659899184,One BR Jasmine Ln.,RentLingo,900,USD,2024-05-16 05:40:27,1,2024-05-18 03:07:28
5648113751,One BR S. Bond St.,RentLingo,900,USD,2024-05-16 05:51:26,1,2024-05-17 01:26:50
5664570238,One BR Idalia St,RentLingo,895,USD,2024-05-18 00:09:43,1,2024-05-18 00:09:43
5664571538,One BR West 67th Place,RentLingo,895,USD,2024-05-18 02:58:36,1,2024-05-18 10:04:31
5664574816,One BR North Madison Street,RentLingo,875,USD,2024-05-18 03:18:28,0,2024-05-19 07:15:21
5668619515,One BR Paradise Circle,RentLingo,865,USD,2024-05-18 21:39:35,1,2024-05-18 21:39:35
5668624193,One BR Oak St. Sw 3416,RentLingo,865,USD,2024-05-16 08:21:08,1,2024-05-16 08:21:08
5668622813,One BR Mauna Loa Boulevard,RentLingo,860,USD,2024-05-17 23:18:22,1,2024-05-17 23:18:22
5668623669,"One BR E. Bates Avenue, #304",RentLingo,855,USD,2024-05-18 07:39:19,1,2024-05-19 14:03:18
5668624596,One BR Duck Hawk Way,RentLingo,850,USD,2024-05-17 14:48:59,1,2024-05-19 15:42:35
5668619325,One BR 145 S. Grand St.,RentLingo,850,USD,2024-05-16 12:28:50,0,2024-05-16 12:28:50
5668624585,One BR Gordon Blvd,RentLingo,850,USD,2024-05-16 00:25:39,1,2024-05-16 00:25:39
5668622159,One BR 22nd Ave North,RentLingo,850,USD,2024-05-18 00:11:04,0,2024-05-18 15:58:55
5664574103,One BR Snell Isle Blvd Ne,RentLingo,850,USD,2024-05-16 17:53:42,0,2024-05-17 19:23:41
5664569721,One BR Se Foster Place,RentLingo,850,USD,2024-05-16 13:47:19,0,2024-05-16 13:47:19
5664575324,One BR Sourghum Court,RentLingo,825,USD,2024-05-18 23:23:30,0,2024-05-18 23:23:30
5668624279,One BR Capella Cir Sw,RentLingo,805,USD,2024-05-17 11:48:03,0,2024-05-17 11:48:03
5668619409,One BR W 11th Ave Cr Broomfield,RentLingo,800,USD,2024-05-18 07:08:10,1,2024-05-19 18:21:14
5668623652,One BR S Dallas Court,RentLingo,800,USD,2024-05-17 00:15:53,1,2024-05-17 00:15:53
5668624325,One BR Muirfield Court,RentLingo,800,USD,2024-05-18 19:24:57,0,2024-05-18 19:24:57
5668622638,One BR Providence Blvd,RentLingo,800,USD,2024-05-17 16:37:49,1,2024-05-17 16:37:49
5668622770,One BR E Century Blvd,RentLingo,800,USD,2024-05-18 08:30:52,1,2024-05-19 10:27:02
5664567290,One BR District On Kernan,RentLingo,800,USD,2024-05-17 16:03:07,1,2024-05-17 16:03:07
5668623636,One BR Milliken St,RentLingo,795,USD,2024-05-16 13:12:52,1,2024-05-16 13:12:52
5668622755,One BR Autumn Place,RentLingo,785,USD,2024-05-16 12:05:30,1,2024-05-17 10:57:21
5668619495,One BR Finch Ct,RentLingo,785,USD,2024-05-16 12:29:35,1,2024-05-18 23:30:02
5668619485,One BR Kaitlyn Circle,RentLingo,760,USD,2024-05-17 03:12:49,1,2024-05-18 08:06:05
5668622484,One BR Gold Brook Cir,RentLingo,755,USD,2024-05-18 20:53:58,1,2024-05-18 20:53:58
5668619712,One BR E Samantha Court,RentLingo,755,USD,2024-05-17 09:58:01,0,2024-05-17 22:02:01
5668614798,One BR Roslaire Dr,RentLingo,755,USD,2024-05-16 23:34:21,1,2024-05-19 04:19:54
5668623963,One BR Totem,RentLingo,750,USD,2024-05-17 04:45:27,1,2024-05-17 04:45:27
5668620774,One BR Ne Stanford Lane,RentLingo,750,USD,2024-05-17 03:59:41,1,2024-05-17 03:59:41
5668624602,One BR Grey Eagle Court,RentLingo,750,USD,2024-05-18 04:25:01,1,2024-05-18 15:15:05
5659898660,One BR Briarcrest Ct,RentLingo,750,USD,2024-05-17 17:50:09,0,2024-05-20 11:00:47
5668622131,One BR Todd Preis Dr,RentLingo,725,USD,2024-05-17 14:00:21,1,2024-05-18 20:01:53
5664573229,One BR Darby's Crossing Court,RentLingo,725,USD,2024-05-18 16:46:52,1,2024-05-18 16:46:52
5668622573,One BR Penelope Way,RentLingo,720,USD,2024-05-16 22:12:53,1,2024-05-16 22:12:53
5668624702,"One BR Barwood Bend, #266",RentLingo,705,USD,2024-05-18 23:50:44,1,2024-05-18 23:50:44
5668625131,One BR South Tomahawk Road #105,RentLingo,700,USD,2024-05-18 07:33:20,1,2024-05-18 07:33:20
5668622362,One BR Fox Hollow Ct,RentLingo,700,USD,2024-05-16 13:12:52,1,2024-05-17 15:05:42
5668619397,One BR Wolff Pl,RentLingo,700,USD,2024-05-16 01:53:21,0,2024-05-16 01:53:21
5668625134,One BR N 74th Place,RentLingo,700,USD,2024-05-17 06:41:11,1,2024-05-17 06:41:11
5668622438,One BR Naomi Rd,RentLingo,700,USD,2024-05-16 21:04:26,1,2024-05-16 21:04:26
5664575334,One BR Marnat Road Apartment C,RentLingo,700,USD,2024-05-18 12:04:49,1,2024-05-18 12:04:49
5664571532,One BR E Easter Ave.,RentLingo,700,USD,2024-05-18 00:21:28,0,2024-05-18 00:21:28
5664571534,One BR W Eastman Pl Unit 206,RentLingo,700,USD,2024-05-16 05:51:26,1,2024-05-16 05:51:26
5664570380,One BR Fergus Unit B,RentLingo,700,USD,2024-05-18 00:53:38,1,2024-05-20 12:17:54
5668620019,Studio apartment 4117 University Ave,RentLingo,695,USD,2024-05-17 10:32:15,1,2024-05-17 10:32:15
5664577738,One BR W 62nd Pl,RentLingo,695,USD,2024-05-17 14:43:22,0,2024-05-18 16:45:15
5668622919,One BR Long Ridge Dr,RentLingo,685,USD,2024-05-16 04:50:21,1,2024-05-16 04:50:21
5664577241,One BR Royal Palm Rd,RentLingo,685,USD,2024-05-17 21:48:37,1,2024-05-17 21:48:37
5664574886,One BR Brownie Campbell Rd.,RentLingo,675,USD,2024-05-17 21:53:26,1,2024-05-17 21:53:26
5642321533,One BR Direct River Drive Nw,RentLingo,675,USD,2024-05-16 23:19:38,1,2024-05-16 23:19:38
5664577303,One BR W Polk St,RentLingo,660,USD,2024-05-16 14:46:00,1,2024-05-16 14:46:00
5668623923,One BR White Ave,RentLingo,650,USD,2024-05-17 10:35:11,1,2024-05-17 10:35:11
5668620500,One BR Stoneway Drive Nw 120,RentLingo,650,USD,2024-05-18 02:45:34,1,2024-05-18 02:45:34
5668619341,One BR Se 3rd Street,RentLingo,650,USD,2024-05-17 22:24:49,1,2024-05-17 22:24:49
5664569086,One BR Pineway St,RentLingo,650,USD,2024-05-16 22:02:10,1,2024-05-16 22:02:10
5664568007,One BR Hickory Hollow Terrace,RentLingo,650,USD,2024-05-16 02:25:11,0,2024-05-16 02:25:11
5668620584,One BR Colony Dr,RentLingo,645,USD,2024-05-16 14:31:08,0,2024-05-16 14:31:08
5659898888,One BR Deshler Court,RentLingo,645,USD,2024-05-18 08:18:49,1,2024-05-18 08:18:49
5668622807,One BR Windemere West,RentLingo,625,USD,2024-05-18 15:11:53,1,2024-05-18 15:11:53
5668622658,One BR Hinson Ave,RentLingo,625,USD,2024-05-17 09:51:39,1,2024-05-17 15:43:09
5664577304,One BR E Villa Rita Dr.,RentLingo,610,USD,2024-05-16 00:00:34,1,2024-05-16 00:00:34
5668619634,One BR Bishop Road,RentLingo,600,USD,2024-05-17 04:38:30,1,2024-05-18 08:28:20
5668623447,One BR E Estes Lane,RentLingo,600,USD,2024-05-18 16:24:57,1,2024-05-20 02:45:08
5668624231,One BR Brookhurst,RentLingo,600,USD,2024-05-18 19:35:23,1,2024-05-20 10:58:03
5668619318,One BR Jose Avenue,RentLingo,600,USD,2024-05-17 01:51:57,0,2024-05-18 02:36:08
5664573938,"One BR S West Shore Blvd, Apartment B",RentLingo,600,USD,2024-05-18 03:34:58,1,2024-05-18 03:34:58
5664598050,One BR 101 Bridge St,RentLingo,600,USD,2024-05-18 14:51:11,1,2024-05-18 14:51:11
5664579687,One BR Mallard Grove Dr,RentLingo,600,USD,2024-05-18 17:43:37,1,2024-05-20 14:35:39
5668618570,One BR Henderson Road,RentLingo,595,USD,2024-05-16 21:21:35,1,2024-05-16 21:21:35
5668619650,One BR Union Street,RentLingo,580,USD,2024-05-17 02:43:21,1,2024-05-17 02:43:21
5668620590,One BR Norton Ave,RentLingo,575,USD,2024-05-16 22:25:21,1,2024-05-18 12:43:37
5664568706,One BR Goolagong Ct,RentLingo,575,USD,2024-05-18 09:21:17,1,2024-05-18 09:21:17
5668623914,One BR Linden Church Rd.,RentLingo,550,USD,2024-05-16 06:47:14,1,2024-05-16 06:47:14
5668625024,One BR Foote Lane,RentLingo,550,USD,2024-05-16 12:01:25,1,2024-05-18 01:14:54
5668620580,One BR Lyndon Drive,RentLingo,500,USD,2024-05-18 00:20:31,1,2024-05-18 15:26:03
5668624678,One BR Sea Mist Lane,RentLingo,500,USD,2024-05-17 03:36:22,1,2024-05-17 03:36:22
5668614356,One BR W. Little Ranch Rd,RentLingo,500,USD,2024-05-16 13:56:00,1,2024-05-18 07:52:53
5668614767,Studio apartment 101 Compton Drive,RentLingo,499,USD,2024-05-18 03:10:48,1,2024-05-20 02:04:09
5664577170,"One BR North 29th St., #54",RentLingo,495,USD,2024-05-18 18:03:58,1,2024-05-20 19:47:11
5664571561,One BR Ridge Road,RentLingo,200,USD,2024-05-16 08:26:19,1,2024-05-17 07:54:09
5668639806,Studio apartment 4528 44th Ave SW,RentLingo,1325,USD,2024-05-17 21:18:46,1,2024-05-17 21:18:46
5668639575,Studio apartment 111-117 Lake Street S,RentLingo,1400,USD,2024-05-18 12:03:51,0,2024-05-19 21:28:40
5668612986,Studio apartment 1025 Post Street,RentLingo,1995,USD,2024-05-16 15:05:55,1,2024-05-16 15:05:55
5668616388,Studio apartment 404 Chamberlain Ave,RentLingo,710,USD,2024-05-17 06:08:11,1,2024-05-17 06:08:11
5668616880,"Studio apartment 3220 Connecticut Ave, Nw",RentLingo,1659,USD,2024-05-18 02:03:01,1,2024-05-18 02:03:01
5668623998,One BR Juneau Street,RentLingo,1600,USD,2024-05-16 09:01:00,1,2024-05-16 09:01:00
5668621331,Studio apartment 916 N College Avenue,RentLingo,850,USD,2024-05-17 07:04:17,1,2024-05-18 11:35:42
5664583637,Studio apartment 621 Begonia Avenue,RentLingo,1900,USD,2024-05-18 19:47:09,1,2024-05-21 03:01:34
5659899312,One BR Texas Ave,RentLingo,1505,USD,2024-05-16 22:44:35,1,2024-05-19 07:04:43
5664577215,One BR E. Elgin St.,RentLingo,900,USD,2024-05-16 00:23:15,1,2024-05-16 00:23:15
5668625245,Studio apartment 661 W. Sheridan Rd.,RentLingo,892,USD,2024-05-18 07:20:42,1,2024-05-18 07:20:42
5509021365,Studio - The Majestic is located in the heart of Clifton.,RentDigs.com,705,USD,2024-05-16 10:00:15,1,2024-05-16 10:00:15
5668624587,One BR Potomac Passage 602,RentLingo,1240,USD,2024-05-17 22:32:48,0,2024-05-19 19:13:40
5668640480,Studio apartment 337 E. 4th Ave.,RentLingo,870,USD,2024-05-16 08:37:12,1,2024-05-16 08:37:12
5668637373,Studio apartment 4875 N. Magnolia Ave.,RentLingo,1095,USD,2024-05-18 04:17:22,1,2024-05-18 04:17:22
5668637855,Studio apartment 1307 N. Northgate Way,RentLingo,1350,USD,2024-05-18 08:56:48,1,2024-05-19 11:59:34
5509169687,"One BR - Oakdale Apartments For Rent This serene, shaded.",RentDigs.com,865,USD,2024-05-17 17:46:51,1,2024-05-17 17:46:51
5664573764,Studio apartment 8525 North Armenia,RentLingo,690,USD,2024-05-16 10:29:49,1,2024-05-16 10:29:49
5668632975,Studio apartment 610 NW 17th Ave,RentLingo,1099,USD,2024-05-17 08:29:02,1,2024-05-17 08:29:02
5659898774,Studio apartment 700 10th Ave SE,RentLingo,700,USD,2024-05-17 21:53:14,1,2024-05-17 21:53:14
5668632499,Studio apartment 7 S. Linn Street,RentLingo,850,USD,2024-05-16 14:38:20,1,2024-05-16 14:38:20
5668636664,Studio apartment 249-251 Emerson St,RentLingo,2200,USD,2024-05-17 20:35:32,1,2024-05-17 20:35:32
5509253425,"One BR, One BA, safe neighborhood",RentDigs.com,2112,USD,2024-05-17 02:37:30,1,2024-05-17 02:37:30
5509211069,"Great Central Location One BR, One BA",RentDigs.com,1868,USD,2024-05-18 19:34:01,1,2024-05-18 19:34:01
5509158718,Farmington - 1bd/One BA 300sqft Apartment for rent. Parking Available!,RentDigs.com,1785,USD,2024-05-16 17:47:33,0,2024-05-19 00:35:35
5508863370,"Average Rent $1,575 a month - That's a STEAL!",RentDigs.com,1575,USD,2024-05-16 20:51:45,1,2024-05-16 20:51:45
5508996417,Lease Spacious 1+1. Approx 300 sf of Living Space. Parking Available!,RentDigs.com,1534,USD,2024-05-18 14:35:13,1,2024-05-18 14:35:13
5509160060,Manchester - 1bd/One BA 300sqft Apartment for rent,RentDigs.com,1470,USD,2024-05-18 02:47:28,1,2024-05-18 02:47:28
5509135990,"Lovely Glen Burnie, One BR, One BA",RentDigs.com,1470,USD,2024-05-18 02:08:03,1,2024-05-20 02:50:10
5509127645,Columbia - superb Apartment nearby fine dining. Pet OK!,RentDigs.com,1470,USD,2024-05-16 19:38:19,1,2024-05-16 19:38:19
5668624897,Studio apartment 2612 W 2nd St,RentLingo,1425,USD,2024-05-16 05:26:14,0,2024-05-16 05:26:14
5509177914,Linthicum Heights Value!,RentDigs.com,1386,USD,2024-05-17 05:31:04,1,2024-05-18 21:05:36
5668634764,Studio apartment 420 Vine St,RentLingo,1195,USD,2024-05-16 15:52:52,0,2024-05-18 11:40:20
5668628557,Studio apartment 5860 N. Kenmore Avenue,RentLingo,995,USD,2024-05-17 10:41:59,1,2024-05-17 10:41:59
5509171057,LB Downtown Cross Streets 10th and Pine.,RentDigs.com,975,USD,2024-05-17 13:48:55,1,2024-05-17 13:48:55
5668614256,Studio apartment 5326 S. Cornell Ave.,RentLingo,911,USD,2024-05-18 20:02:54,1,2024-05-20 07:39:48
5664597909,Studio apartment 2907 West Ave,RentLingo,900,USD,2024-05-18 16:16:49,1,2024-05-18 16:16:49
5668619492,One BR Haymaker Lane,RentLingo,800,USD,2024-05-18 10:00:20,0,2024-05-18 10:00:20
5668624249,One BR Bobbie Ln,RentLingo,800,USD,2024-05-18 21:18:42,0,2024-05-19 14:15:53
5664570231,One BR S. Teller Street,RentLingo,795,USD,2024-05-16 09:34:05,1,2024-05-16 09:34:05
5637621543,1 BR in Sarasota FL 34237,ListedBuy,795,USD,2024-05-17 05:34:06,1,2024-05-17 05:34:06
5664579914,Studio apartment 928 N 15th St,RentLingo,775,USD,2024-05-17 15:51:32,0,2024-05-17 15:51:32
5668628540,Studio apartment 5748 S. Blackstone Ave,RentLingo,760,USD,2024-05-16 12:29:12,1,2024-05-16 12:29:12
5664573918,One BR Hanging Moss Loo,RentLingo,750,USD,2024-05-18 10:33:24,1,2024-05-18 10:33:24
5668615025,One BR Summit Ave,RentLingo,725,USD,2024-05-16 04:24:55,1,2024-05-16 04:24:55
5668624253,One BR Oak Leaf Dr,RentLingo,700,USD,2024-05-18 15:58:15,0,2024-05-18 15:58:15
5668625646,Studio apartment 855 Chambers Rd,RentLingo,650,USD,2024-05-18 12:38:36,1,2024-05-18 12:38:36
5668638112,One BR 125 N 1st Street,RentLingo,595,USD,2024-05-18 09:16:38,1,2024-05-18 09:16:38
5668621247,One BR 520 North Grant Street,RentLingo,590,USD,2024-05-16 00:58:05,0,2024-05-16 00:58:05
5668621262,"Studio apartment 303,315 E. 8th & 417 N. Grant",RentLingo,590,USD,2024-05-17 06:12:52,0,2024-05-17 18:00:59
5668621281,Studio apartment 507 And 508 South Fess Ave,RentLingo,585,USD,2024-05-18 04:21:04,1,2024-05-18 04:21:04
5668621439,Studio apartment 1010 S First St,RentLingo,580,USD,2024-05-17 23:15:11,1,2024-05-18 16:08:09
5653562744,One BR Harkers Island Court,RentLingo,400,USD,2024-05-17 20:57:02,1,2024-05-17 20:57:02
