"id","category","body","amenities","bathrooms","bedrooms","fee","has_photo","pets_allowed","price_display","price_type","square_feet","address","cityname","state","latitude","longitude"
"5668627099","housing/rent/apartment","This unit is located at 15th St SE, Independence Ave SE, Washington DC, Washington, 20003, DCMonthly rental rates range from $990 - $1190We have studio units available for rent","Refrigerator,Stove,Air Conditioning,Laundry","1.0","0.0","","Thumbnail","None","$990","Monthly","146","15th St SE Independence Avenue SE Washington DC","Washington","DC","38.9118","-77.0132"
"5668626548","housing/rent/apartment","This unit is located at Arkansas Ave NW, Varnum St NW, Washington, Washington, 20011, DCMonthly rental rates range from $840 - $890We have studio units available for rent","Refrigerator,Stove,Air Conditioning,Laundry","1.0","0.0","","Thumbnail","None","$840","Monthly","150","123 Main St","Washington","DC","38.9118","-77.0132"
"5664598162","housing/rent/apartment","This unit is located at 2326 N sixth Avenue, Tucson, 85705, AZMonthly rental rates range from $465 - $1795We have studio - 1 beds units available for rent","Refrigerator,Stove,Air Conditioning,Laundry","1.0","1.0","","Thumbnail","Cats,Dogs","$1,795","Monthly","156","2326 N 6th Ave","Tucson","AZ","32.2264","-110.9438"
"5668626900","housing/rent/apartment","This unit is located at Salem Ln NW, 45th St NW, Washington, Washington, 20007, DCMonthly rental rates range from $1090We have studio units available for rent","Refrigerator,Stove,Air Conditioning,Laundry","1.0","0.0","","Thumbnail","None","$1,090","Monthly","178","123 Main St","Washington","DC","38.9118","-77.0132"
"5664571820","housing/rent/apartment","This unit is located at 57 Taylor Street, San Francisco, 94102, CAMonthly rental rates range from $1695We have studio units available for rent Apartment available amenities:-- Hard wood floors- Public Transportation- Freezer- Living Room- Range / Oven- Bath Bath-tub- On-Site Laundry- Refrigerator","Refrigerator","1.0","0.0","","Thumbnail","None","$1,695","Monthly","190","57 Taylor St","San Francisco","CA","37.7599","-122.4379"
"5659276240","housing/rent/apartment","New Bern Studio includes : 1 beds, 1 microwave, 1 mini fridge and a bath room. Cottages have linens, as well as towels. We have an indoor pool/spa, fitness, game, theater room and a catch and release pond! We are nestled away in the country but only ten min from downtown New Bern, the Neuse River, Trent River and only 1 hour from 3 different beaches. Rates are: $80.00 per night or $390.00 per week. Pets welcome for additional $10 per pet, per night and refundable $100 deposit. A-c, Alarm, Balcony, Deck, Patio or Porch, Cable Ready, Ceiling Fan(s), Microwave, Paid Utilities, Broadband internet Available, Disability access, Spa or Pool, Pool(s), Fitness center, Basketball Court(s), Smaller dogs allowed, Large Dogs , Cats allowed","AC,Basketball,Cable or Satellite,Gym,Internet Access,Patio/Deck,Pool,Refrigerator","1.0","1.0","","Thumbnail","Cats,Dogs","$1,560 Weekly","Weekly","200","123 Main St","New Bern","NC","35.0847","-77.0609"
"5654898031","housing/rent/apartment","New Bern Studio includes : 1 bedrooms, 1 microwave, one mini fridge and a bath room. Cottages have linens, as well as towels. We have an indoor pool/spa, fitness, game, theater room and a catch and release pond! We are nestled away in the country but only ten minimum from downtown New Bern, the Neuse River, Trent River and only one hour from three different beaches. Rates are: $80.00 per night or $390.00 per week. Pets welcome for additional $10 per pet, per night and refundable $100 deposit. Ac, Alarm, Balcony, Deck, Patio or Porch, Cable Ready, Ceiling Fan(s), Microwave, Paid Utilities, Highspeed internet Available, Handicapped access, Spa or Pool, Pool(s), Fitness facilities, Basketball Court(s), Small breed dogs accepted, Large Dogs , Cats allowed","AC,Basketball,Cable or Satellite,Gym,Internet Access,Patio/Deck,Pool,Refrigerator","1.0","1.0","","Thumbnail","Cats,Dogs","$1,560","Monthly","200","180 Moonlight Lake Drive","New Bern","NC","35.096","-77.0272"
"5664574876","housing/rent/apartment","This unit is located at Spring Ridge Dr, Spring, 77386, TXMonthly rental rates range from $1000We have 1 beds units available for rent Apartment available amenities:-- Furnished","Refrigerator,Stove,Air Conditioning,Laundry","1.0","1.0","","Thumbnail","None","$1,000","Monthly","200","123 Main St","Spring","TX","30.0871","-95.4685"
"5668633573","housing/rent/apartment","This unit is located at 545 Georgia street 717-723 Sutter Street, Vallejo, 94590, CAMonthly rental rates range from $950 - $1230We have studio - 1 beds units available for rent","Refrigerator,Stove,Air Conditioning,Laundry","1.0","1.0","","Thumbnail","None","$950","Monthly","200","545 Georgia St 717-723 Sutter St","Vallejo","CA","38.1172","-122.2313"
"5668624220","housing/rent/apartment","This unit is located at Falcon Wood Dr, Marietta, 30066, GAMonthly rental rates range from $625We have 1 beds units available for rent Apartment features include:-- Pool- Furnished","Pool","1.0","1.0","","Thumbnail","None","$625","Monthly","200","123 Main St","Marietta","GA","33.9649","-84.5107"
"5653564493","housing/rent/apartment","This unit is located at Branthurst Dr, Charlotte, 28269, NCMonthly rental rates range from $600We have 1 beds units available for rent Apartment available amenities:-- Furnished","Refrigerator,Stove,Air Conditioning,Laundry","1.0","1.0","","Thumbnail","None","$600","Monthly","200","123 Main St","Charlotte","NC","35.2016","-80.8124"
"5668622178","housing/rent/apartment","This unit is located at 501 Chapel Drive, Tallahassee, 32304, FLMonthly rental rates range from $544We have 1 beds units available for rent Apartment features include:-- Sheltered parking- Heat Included- Controlled Access- Fitness facilities- Furnished- Internet Included- On Bus Line- Handicapped access","Cable or Satellite,Clubhouse,Elevator,Internet Access,Parking,Pool,Refrigerator","1.0","1.0","","Thumbnail","None","$544","Monthly","200","501 Chapel Dr","Tallahassee","FL","30.4601","-84.2714"
"5664567303","housing/rent/apartment","This unit is located at Leeward Ct, Fleming Island, 32003, FLMonthly rental rates range from $525We have 1 beds units available for rent Apartment available amenities:-- Furnished","Refrigerator,Stove,Air Conditioning,Laundry","1.0","1.0","","Thumbnail","None","$525","Monthly","200","123 Main St","","","",""
"5664577209","housing/rent/apartment","This unit is located at Union Hills, Phoenix, 85027, AZMonthly rental rates range from $450We have 1 beds units available for rent Apartment available amenities:-- Furnished- Pool","Pool","1.0","1.0","","Thumbnail","None","$450","Monthly","200","123 Main St","Phoenix","AZ","33.5178","-112.0848"
"5664574105","housing/rent/apartment","This unit is located at Herons Path Pl, Riverview, 33578, FLMonthly rental rates range from $750We have 1 beds units available for rent","Refrigerator,Stove,Air Conditioning,Laundry","1.0","1.0","","Thumbnail","None","$750","Monthly","215","123 Main St","Riverview","FL","27.8492","-82.3155"
"5668624126","housing/rent/apartment","This unit is located at S. Pond Court, Lafayette, 94549, ALMonthly rental rates range from $2000We have 1 beds units available for rent Apartment features include:-- Furnished","Refrigerator,Stove,Air Conditioning,Laundry","1.0","1.0","","Thumbnail","None","$2,000","Monthly","219","123 Main St","Lafayette","AL","32.8956","-85.4351"
"5668624017","housing/rent/apartment","This unit is located at Arballo Dr 12d, San Francisco, 94132, CAMonthly rental rates range from $1400We have 1 beds units available for rent Apartment features include:-- Furnished","Refrigerator,Stove,Air Conditioning,Laundry","1.0","1.0","","Thumbnail","None","$1,400","Monthly","219","123 Main St","San Francisco","CA","37.7599","-122.4379"
"5668624367","housing/rent/apartment","This unit is located at Elias Way, Glen Burnie, 21060, MDMonthly rental rates range from $1095We have 1 beds units available for rent Apartment features include:-- Furnished","Refrigerator,Stove,Air Conditioning,Laundry","1.0","1.0","","Thumbnail","None","$1,095","Monthly","219","123 Main St","Glen Burnie","MD","39.1634","-76.6165"
"5664570217","housing/rent/apartment","This unit is located at W. Ken Caryl Place #d, Littleton, 80128, COMonthly rental rates range from $915We have 1 beds units available for rent Apartment available amenities:-- Pool- Furnished","Pool","1.0","1.0","","Thumbnail","None","$915","Monthly","219","123 Main St","Littleton","CO","39.5816","-105.0387"
"5664574791","housing/rent/apartment","This unit is located at Skipjack Ct, Waldorf, 20603, MDMonthly rental rates range from $900We have 1 beds units available for rent Apartment available amenities:-- Pool","Pool","1.0","1.0","","Thumbnail","None","$900","Monthly","219","123 Main St","Waldorf","MD","38.621","-76.9225"
"5664573949","housing/rent/apartment","This unit is located at Windmill Cove Dr, Riverview, 33569, FLMonthly rental rates range from $865We have 1 beds units available for rent Apartment available amenities:-- Pool- Furnished","Pool","1.0","1.0","","Thumbnail","None","$865","Monthly","219","123 Main St","Riverview","FL","27.8492","-82.3155"
"5668619369","housing/rent/apartment","This unit is located at Mullica Way, Devonshire, 8215, ALMonthly rental rates range from $750We have 1 beds units available for rent Apartment features include:-- Pool","Pool","1.0","1.0","","Thumbnail","None","$750","Monthly","219","123 Main St","","","",""
"5664570058","housing/rent/apartment","This unit is located at East Bates Circle, Aurora, 80014, COMonthly rental rates range from $725We have 1 beds units available for rent Apartment available amenities:-- Furnished","Refrigerator,Stove,Air Conditioning,Laundry","1.0","1.0","","Thumbnail","None","$725","Monthly","219","123 Main St","Aurora","CO","39.6828","-104.8078"
"5668624549","housing/rent/apartment","This unit is located at Ginger Ct, Manassas, 20112, VAMonthly rental rates range from $650We have 1 beds units available for rent","Refrigerator,Stove,Air Conditioning,Laundry","1.0","1.0","","Thumbnail","None","$650","Monthly","219","123 Main St","Manassas","VA","38.7418","-77.4684"
"5664572906","housing/rent/apartment","This unit is located at Line St, Decatur, 30032, GAMonthly rental rates range from $650We have 1 beds units available for rent","Refrigerator,Stove,Air Conditioning,Laundry","1.0","1.0","","Thumbnail","None","$650","Monthly","219","123 Main St","Decatur","GA","33.7416","-84.2614"
"5668624370","housing/rent/apartment","This unit is located at W Fern St, Tampa, 33604, FLMonthly rental rates range from $645We have 1 beds units available for rent","Refrigerator,Stove,Air Conditioning,Laundry","1.0","1.0","","Thumbnail","None","$645","Monthly","219","123 Main St","Tampa","FL","28.0076","-82.4792"
"5668625590","housing/rent/apartment","This unit is located at Freeway Place Northeast, Albuquerque, 87123, NMMonthly rental rates range from $595We have 1 beds units available for rent Apartment features include:-- Furnished","Refrigerator,Stove,Air Conditioning,Laundry","1.0","1.0","","Thumbnail","None","$595","Monthly","219","123 Main St","Albuquerque","NM","35.1038","-106.611"
"5664573404","housing/rent/apartment","This unit is located at New Providence Dr Apartment 90, Falls Church, 22042, ALMonthly rental rates range from $750We have 1 beds units available for rent Apartment available amenities:-- Furnished","Refrigerator,Stove,Air Conditioning,Laundry","1.0","1.0","","Thumbnail","None","$750","Monthly","220","123 Main St","","","",""
"5668634310","housing/rent/apartment","This unit is located at 6921 Roosevelt Way NE, Seattle, 98115, WAMonthly rental rates range from $1195We have studio units available for rent","Refrigerator,Stove,Air Conditioning,Laundry","1.0","0.0","","Thumbnail","Cats,Dogs","$1,195","Monthly","223","6921 Roosevelt Way NE","Seattle","WA","47.616","-122.3275"
"5668640879","housing/rent/apartment","This unit is located at 714 N. 95th St., Seattle, 98103, WAMonthly rental rates range from $1150We have studio units available for rent","Refrigerator,Stove,Air Conditioning,Laundry","1.0","0.0","","Thumbnail","None","$1,150","Monthly","225","714 N 95th St","Seattle","WA","47.616","-122.3275"
"5668625234","housing/rent/apartment","This unit is located at 420 W. Fullerton Pkwy, Chicago, 60614, ILMonthly rental rates range from $942 - $1336We have studio - 1 beds units available for rent Apartment features include:-- On-Site Laundry- A/c- On Bus Line- Public Transportation- Refrigerator- Walk in Closets- Furnished- Dishwasher","Cable or Satellite,Dishwasher,Internet Access,Parking,Refrigerator","1.0","1.0","","Thumbnail","Cats","$942","Monthly","225","420 W Fullerton Parkway","Chicago","IL","41.8625","-87.6825"
"5668639212","housing/rent/apartment","This unit is located at 2037 Yale Ave E, Seattle, 98102, WAMonthly rental rates range from $1250We have studio units available for rent","Refrigerator,Stove,Air Conditioning,Laundry","1.0","0.0","","Thumbnail","Cats,Dogs","$1,250","Monthly","228","2037 Yale Avenue E","Seattle","WA","47.616","-122.3275"
"5659899323","housing/rent/apartment","This unit is located at South Chester Street, Gastonia, 28052, NCMonthly rental rates range from $800We have 1 beds units available for rent Apartment features include:-- Furnished","Refrigerator,Stove,Air Conditioning,Laundry","1.0","1.0","","Thumbnail","None","$800","Monthly","230","123 Main St","Gastonia","NC","35.224","-81.1809"
"5664573954","housing/rent/apartment","This unit is located at Flowing Oar Road, Wimauma, 33598, FLMonthly rental rates range from $685We have 1 beds units available for rent Apartment available amenities:-- Furnished","Refrigerator,Stove,Air Conditioning,Laundry","1.0","1.0","","Thumbnail","None","$685","Monthly","230","123 Main St","Wimauma","FL","27.7011","-82.3178"
"5668628531","housing/rent/apartment","This unit is located at 23 S Pauline Place, Memphis, 38104, TNMonthly rental rates range from $525 - $559We have studio - 1 beds units available for rent","Refrigerator,Stove,Air Conditioning,Laundry","1.0","1.0","","Thumbnail","Cats,Dogs","$525","Monthly","230","23 S Pauline Place","Memphis","TN","35.1211","-89.9517"
"5668639708","housing/rent/apartment","This unit is located at 1008 North 109th Street, Seattle, 98133, WAMonthly rental rates range from $1095We have studio units available for rent","Refrigerator,Stove,Air Conditioning,Laundry","1.0","0.0","","Thumbnail","Cats","$1,095","Monthly","231","1008 North 109th St","Seattle","WA","47.616","-122.3275"
"5668612110","housing/rent/apartment","This unit is located at 925 Geary Street, San Francisco, 94109, CAMonthly rental rates range from $1695We have studio units available for rent Apartment features include:-- On-Site Laundry- Refrigerator- In-Unit Laundry- Dishwasher- On Bus Line","Dishwasher,Refrigerator","1.0","0.0","","Thumbnail","Cats,Dogs","$1,695","Monthly","232","925 Geary St","San Francisco","CA","37.7599","-122.4379"
"5668626855","housing/rent/apartment","This unit is located at 13th Street NW, Monroe St NW, Washington DC, Washington, 20010, DCMonthly rental rates range from $990 - $1390We have studio units available for rent","Refrigerator,Stove,Air Conditioning,Laundry","1.0","0.0","","Thumbnail","None","$990","Monthly","239","13th St NW Monroe St NW Washington DC","Washington","DC","38.9118","-77.0132"
"5668636830","housing/rent/apartment","This unit is located at 202 E. HOLLY STREET, Bellingham, 98225, WAMonthly rental rates range from $775 - $1095We have studio - 1 beds units available for rent","Refrigerator,Stove,Air Conditioning,Laundry","1.0","1.0","","Thumbnail","Cats","$775","Monthly","240","202 E Holly St","Bellingham","WA","48.7871","-122.4437"
"5668629000","housing/rent/apartment","This unit is located at 838 NE 66th St, Seattle, 98115, WAMonthly rental rates range from $1299We have studio units available for rent","Refrigerator,Stove,Air Conditioning,Laundry","1.0","0.0","","Thumbnail","Cats,Dogs","$1,299","Monthly","243","838 NE 66th St","Seattle","WA","47.616","-122.3275"
"5668620457","housing/rent/apartment","This unit is located at 3321 Eureka St, Anchorage, 99503, AKMonthly rental rates range from $705 - $880We have studio - 1 beds units available for rent Apartment features include:-- Fitness facilities- Dishwasher- On-Site Laundry","Dishwasher","1.0","1.0","","Thumbnail","Cats,Dogs","$705","Monthly","245","3321 Eureka St","Anchorage","AK","61.1723","-149.8414"
"5664571995","housing/rent/apartment","This unit is located at Loma Vista Terrace, Pacifica, 94044, CAMonthly rental rates range from $1800We have 1 beds units available for rent","Refrigerator,Stove,Air Conditioning,Laundry","1.0","1.0","","Thumbnail","None","$1,800","Monthly","250","123 Main St","Pacifica","CA","37.6019","-122.4863"
"5653561496","housing/rent/apartment","This unit is located at Via Marina, Marina Del Rey, 90292, CAMonthly rental rates range from $1600We have 1 beds units available for rent Apartment available amenities:-- Pool- Furnished","Pool","1.0","1.0","","Thumbnail","None","$1,600","Monthly","250","123 Main St","Marina Del Rey","CA","33.9855","-118.4532"
"5668624072","housing/rent/apartment","This unit is located at 22nd Avenue, San Francisco, 94121, CAMonthly rental rates range from $1500We have 1 beds units available for rent","Refrigerator,Stove,Air Conditioning,Laundry","1.0","1.0","","Thumbnail","None","$1,500","Monthly","250","22nd Ave","San Francisco","CA","37.7599","-122.4379"
"5664579604","housing/rent/apartment","This unit is located at Acama Street, Studio City, 91604, CAMonthly rental rates range from $1330We have 1 beds units available for rent Apartment available amenities:-- Furnished","Refrigerator,Stove,Air Conditioning,Laundry","1.0","1.0","","Thumbnail","None","$1,330","Monthly","250","123 Main St","Studio City","CA","34.145","-118.3898"
"5668623065","housing/rent/apartment","This unit is located at Granadilla Drive, Moorpark, 93021, CAMonthly rental rates range from $1310We have 1 beds units available for rent","Refrigerator,Stove,Air Conditioning,Laundry","1.0","1.0","","Thumbnail","None","$1,310","Monthly","250","123 Main St","Moorpark","CA","34.2805","-118.8861"
"5664579928","housing/rent/apartment","This unit is located at Spencer Street #404, Torrance, 90503, CAMonthly rental rates range from $1300We have 1 beds units available for rent Apartment available amenities:-- Pool","Pool","1.0","1.0","","Thumbnail","None","$1,300","Monthly","250","123 Main St","Torrance","CA","33.8363","-118.333"
"5664568684","housing/rent/apartment","This unit is located at Willow Wind Ct, Sacramento, 95828, CAMonthly rental rates range from $1295We have 1 beds units available for rent","Refrigerator,Stove,Air Conditioning,Laundry","1.0","1.0","","Thumbnail","None","$1,295","Monthly","250","123 Main St","Sacramento","CA","38.5587","-121.432"
"5653562721","housing/rent/apartment","This unit is located at Balboa Blvd # 106, Lake Balboa, 91406, CAMonthly rental rates range from $1255We have 1 beds units available for rent Apartment available amenities:-- Pool- Furnished","Pool","1.0","1.0","","Thumbnail","None","$1,255","Monthly","250","123 Main St","Lake Balboa","CA","34.2017","-118.492"
"5664574541","housing/rent/apartment","This unit is located at Greenwood Ave N, Apartment 11, Seattle, 98103, WAMonthly rental rates range from $1250We have 1 beds units available for rent Apartment available amenities:-- Furnished","Refrigerator,Stove,Air Conditioning,Laundry","1.0","1.0","","Thumbnail","None","$1,250","Monthly","250","123 Main St","Seattle","WA","47.616","-122.3275"
"5648113719","housing/rent/apartment","This unit is located at Cahuenga Blvd, North Hollywood, 91004, CAMonthly rental rates range from $1250We have 1 beds units available for rent","Refrigerator,Stove,Air Conditioning,Laundry","1.0","1.0","","Thumbnail","None","$1,250","Monthly","250","123 Main St","North Hollywood","CA","34.1881","-118.3905"
"5664570234","housing/rent/apartment","This unit is located at N Lafayette St, Denver, 80218, COMonthly rental rates range from $1200We have 1 beds units available for rent Apartment available amenities:-- Furnished","Refrigerator,Stove,Air Conditioning,Laundry","1.0","1.0","","Thumbnail","None","$1,200","Monthly","250","123 Main St","Denver","CO","39.736","-104.9819"
"5664571553","housing/rent/apartment","This unit is located at S Ensenada St., Aurora, 80013, COMonthly rental rates range from $1200We have 1 beds units available for rent Apartment available amenities:-- Furnished","Refrigerator,Stove,Air Conditioning,Laundry","1.0","1.0","","Thumbnail","None","$1,200","Monthly","250","123 Main St","Aurora","CO","39.6828","-104.8078"
"5668620616","housing/rent/apartment","This unit is located at Moreau Way, Brentwood, 94513, CAMonthly rental rates range from $1175We have 1 beds units available for rent","Refrigerator,Stove,Air Conditioning,Laundry","1.0","1.0","","Thumbnail","None","$1,175","Monthly","250","123 Main St","Brentwood","CA","37.9353","-121.6935"
"5664571823","housing/rent/apartment","This unit is located at second Street, San Rafael, 94901, CAMonthly rental rates range from $1155We have 1 beds units available for rent","Refrigerator,Stove,Air Conditioning,Laundry","1.0","1.0","","Thumbnail","None","$1,155","Monthly","250","2nd St","San Rafael","CA","37.9917","-122.5247"
"5664573458","housing/rent/apartment","This unit is located at Morning Light Terrace, North Potomac, 20878, MDMonthly rental rates range from $1150We have 1 beds units available for rent Apartment available amenities:-- Pool","Pool","1.0","1.0","","Thumbnail","None","$1,150","Monthly","250","123 Main St","North Potomac","MD","39.1088","-77.2384"
"5668624849","housing/rent/apartment","This unit is located at Algonquin Ave, Andover, 1810, MAMonthly rental rates range from $1145We have 1 beds units available for rent Apartment features include:-- Furnished- Pool","Pool","1.0","1.0","","Thumbnail","None","$1,145","Monthly","250","123 Main St","Andover","MA","42.6484","-71.1615"
"5668624024","housing/rent/apartment","This unit is located at Holway St, Oakland, 94621, CAMonthly rental rates range from $1135We have 1 beds units available for rent Apartment features include:-- Furnished","Refrigerator,Stove,Air Conditioning,Laundry","1.0","1.0","","Thumbnail","None","$1,135","Monthly","250","123 Main St","Oakland","CA","37.7904","-122.2151"
"5668623989","housing/rent/apartment","This unit is located at 17th St., San Pablo, 94806, CAMonthly rental rates range from $1115We have 1 beds units available for rent","Refrigerator,Stove,Air Conditioning,Laundry","1.0","1.0","","Thumbnail","None","$1,115","Monthly","250","17th St","San Pablo","CA","37.9724","-122.3304"
"5664596354","housing/rent/apartment","This unit is located at 1409 W. Diversey Pkwy., Chicago, 60614, ILMonthly rental rates range from $1095We have studio units available for rent","Refrigerator,Stove,Air Conditioning,Laundry","1.0","0.0","","Thumbnail","None","$1,095","Monthly","250","1409 W Diversey Parkway","Chicago","IL","41.8625","-87.6825"
"5668624552","housing/rent/apartment","This unit is located at Wythe Street, B, Alexandria, 22314, VAMonthly rental rates range from $1090We have 1 beds units available for rent Apartment features include:-- Furnished","Refrigerator,Stove,Air Conditioning,Laundry","1.0","1.0","","Thumbnail","None","$1,090","Monthly","250","123 Main St","Alexandria","VA","38.7999","-77.1072"
"5664577920","housing/rent/apartment","This unit is located at N. Ashland Ave, 2r, Chicago, 60614, ILMonthly rental rates range from $1075We have 1 beds units available for rent Apartment available amenities:-- Furnished","Refrigerator,Stove,Air Conditioning,Laundry","1.0","1.0","","Thumbnail","None","$1,075","Monthly","250","123 Main St","Chicago","IL","41.8625","-87.6825"
"5668623116","housing/rent/apartment","This unit is located at Arbor Lane Ct, Thousand Oaks, 91360, CAMonthly rental rates range from $1050We have 1 beds units available for rent Apartment features include:-- Pool- Furnished","Pool","1.0","1.0","","Thumbnail","None","$1,050","Monthly","250","123 Main St","Thousand Oaks","CA","34.2009","-118.8636"
"5668623643","housing/rent/apartment","This unit is located at S. Sherman Street, Denver, 80209, COMonthly rental rates range from $1050We have 1 beds units available for rent Apartment features include:-- Furnished","Refrigerator,Stove,Air Conditioning,Laundry","1.0","1.0","","Thumbnail","None","$1,050","Monthly","250","123 Main St","Denver","CO","39.736","-104.9819"
"5664574855","housing/rent/apartment","This unit is located at Lighthouse Lane, Burke, 22015, VAMonthly rental rates range from $1045We have 1 beds units available for rent","Refrigerator,Stove,Air Conditioning,Laundry","1.0","1.0","","Thumbnail","None","$1,045","Monthly","250","123 Main St","Burke","VA","38.786","-77.2858"
"5668624504","housing/rent/apartment","This unit is located at 100th Ave Ne, Bellevue, 98004, WAMonthly rental rates range from $1025We have 1 beds units available for rent Apartment features include:-- Furnished","Refrigerator,Stove,Air Conditioning,Laundry","1.0","1.0","","Thumbnail","None","$1,025","Monthly","250","100th Avenue NE","Bellevue","WA","47.5988","-122.1507"
"5664574093","housing/rent/apartment","This unit is located at eighth Avenue North, Oak Central, 33713, FLMonthly rental rates range from $1025We have 1 beds units available for rent Apartment available amenities:-- Furnished","Refrigerator,Stove,Air Conditioning,Laundry","1.0","1.0","","Thumbnail","None","$1,025","Monthly","250","8th Ave North","","","39.8163","-98.5576"
"5664568674","housing/rent/apartment","This unit is located at Trailhead Ct, Wilton, 95693, CAMonthly rental rates range from $1005We have 1 beds units available for rent Apartment available amenities:-- Furnished","Refrigerator,Stove,Air Conditioning,Laundry","1.0","1.0","","Thumbnail","None","$1,005","Monthly","250","123 Main St","Wilton","CA","38.3918","-121.2234"
"5668623133","housing/rent/apartment","This unit is located at Canoga Dr, Woodland Hills, 91364, CAMonthly rental rates range from $1000We have 1 beds units available for rent","Refrigerator,Stove,Air Conditioning,Laundry","1.0","1.0","","Thumbnail","None","$1,000","Monthly","250","123 Main St","Woodland Hills","CA","34.1677","-118.6141"
"5668624299","housing/rent/apartment","This unit is located at Sw 55 Ter. W, Miami, 33155, FLMonthly rental rates range from $1000We have 1 beds units available for rent Apartment features include:-- Furnished","Refrigerator,Stove,Air Conditioning,Laundry","1.0","1.0","","Thumbnail","None","$1,000","Monthly","250","123 Main St","Miami","FL","25.7603","-80.3005"
"5668624350","housing/rent/apartment","This unit is located at Fieldstone Way, Hyattsville, 20785, MDMonthly rental rates range from $1000We have 1 beds units available for rent Apartment features include:-- Furnished","Refrigerator,Stove,Air Conditioning,Laundry","1.0","1.0","","Thumbnail","None","$1,000","Monthly","250","123 Main St","Hyattsville","MD","38.9633","-76.9375"
