id,order_id,user_id,days_since_prior_order,product_id,add_to_cart_order,reordered,order_timestamp,date
91,1213878,28582,14.0,84,1,1,2024-06-06 12:57:27,2024-06-06
94,1840377,175120,2.0,84,4,1,2024-06-06 04:31:04,2024-06-06
99,1591308,138899,24.0,83,1,0,2024-06-06 06:37:27,2024-06-06
100,1591308,138899,24.0,37,3,1,2024-06-06 06:37:27,2024-06-06
101,1591308,138899,24.0,24,10,0,2024-06-06 06:37:27,2024-06-06
102,1591308,138899,24.0,5,14,0,2024-06-06 06:37:27,2024-06-06
103,1591308,138899,24.0,120,16,0,2024-06-06 06:37:27,2024-06-06
104,1591308,138899,24.0,24,17,0,2024-06-06 06:37:27,2024-06-06
105,1591308,138899,24.0,24,21,0,2024-06-06 06:37:27,2024-06-06
111,1568453,179529,5.0,84,1,1,2024-06-06 18:04:25,2024-06-06
112,1568453,179529,5.0,83,4,1,2024-06-06 18:04:25,2024-06-06
113,1568453,179529,5.0,21,5,1,2024-06-06 18:04:25,2024-06-06
114,1568453,179529,5.0,24,8,1,2024-06-06 18:04:25,2024-06-06
115,1568453,179529,5.0,85,17,1,2024-06-06 18:04:25,2024-06-06
116,1568453,179529,5.0,66,18,0,2024-06-06 18:04:25,2024-06-06
117,1568453,179529,5.0,66,19,0,2024-06-06 18:04:25,2024-06-06
118,1568453,179529,5.0,83,20,1,2024-06-06 18:04:25,2024-06-06
119,1568453,179529,5.0,16,22,0,2024-06-06 18:04:25,2024-06-06
120,392899,195551,8.0,36,1,1,2024-06-06 20:31:10,2024-06-06
121,392899,195551,8.0,83,2,1,2024-06-06 20:31:10,2024-06-06
122,392899,195551,8.0,24,4,1,2024-06-06 20:31:10,2024-06-06
123,392899,195551,8.0,68,9,1,2024-06-06 20:31:10,2024-06-06
124,954944,78587,3.0,123,9,1,2024-06-06 08:24:58,2024-06-06
129,1206366,133443,30.0,130,1,0,2024-06-06 02:56:13,2024-06-06
130,1206366,133443,30.0,93,5,0,2024-06-06 02:56:13,2024-06-06
131,1206366,133443,30.0,88,7,0,2024-06-06 02:56:13,2024-06-06
132,1206366,133443,30.0,121,11,0,2024-06-06 02:56:13,2024-06-06
133,1206366,133443,30.0,79,14,0,2024-06-06 02:56:13,2024-06-06
134,963031,101603,5.0,84,6,1,2024-06-06 16:25:58,2024-06-06
135,963031,101603,5.0,86,7,1,2024-06-06 16:25:58,2024-06-06
136,963031,101603,5.0,36,11,1,2024-06-06 16:25:58,2024-06-06
141,880951,109935,4.0,120,3,1,2024-06-06 10:21:35,2024-06-06
142,880951,109935,4.0,24,4,1,2024-06-06 10:21:35,2024-06-06
143,880951,109935,4.0,61,10,1,2024-06-06 10:21:35,2024-06-06
144,880951,109935,4.0,114,15,0,2024-06-06 10:21:35,2024-06-06
149,754751,55423,4.0,73,1,0,2024-06-06 21:33:37,2024-06-06
150,1863667,203700,14.0,93,7,0,2024-06-06 04:03:04,2024-06-06
151,1863667,203700,14.0,108,8,0,2024-06-06 04:03:04,2024-06-06
156,1195925,166583,3.0,93,2,1,2024-06-06 03:38:31,2024-06-06
157,1195925,166583,3.0,21,8,0,2024-06-06 03:38:31,2024-06-06
158,1195925,166583,3.0,83,11,1,2024-06-06 03:38:31,2024-06-06
159,1195925,166583,3.0,17,15,0,2024-06-06 03:38:31,2024-06-06
160,1195925,166583,3.0,88,16,1,2024-06-06 03:38:31,2024-06-06
161,1195925,166583,3.0,16,19,0,2024-06-06 03:38:31,2024-06-06
168,867328,159493,5.0,21,1,1,2024-06-06 19:25:59,2024-06-06
169,867328,159493,5.0,24,2,1,2024-06-06 19:25:59,2024-06-06
170,867328,159493,5.0,83,4,1,2024-06-06 19:25:59,2024-06-06
171,867328,159493,5.0,83,5,1,2024-06-06 19:25:59,2024-06-06
172,867328,159493,5.0,24,8,1,2024-06-06 19:25:59,2024-06-06
173,867328,159493,5.0,131,10,0,2024-06-06 19:25:59,2024-06-06
189,1738715,124554,14.0,3,2,0,2024-06-06 14:17:12,2024-06-06
190,1738715,124554,14.0,21,6,0,2024-06-06 14:17:12,2024-06-06
191,1738715,124554,14.0,69,12,0,2024-06-06 14:17:12,2024-06-06
192,1738715,124554,14.0,24,15,1,2024-06-06 14:17:12,2024-06-06
213,1094105,189847,5.0,106,1,1,2024-06-06 19:26:52,2024-06-06
214,1094105,189847,5.0,24,6,1,2024-06-06 19:26:52,2024-06-06
215,1094105,189847,5.0,105,8,1,2024-06-06 19:26:52,2024-06-06
216,1094105,189847,5.0,84,10,1,2024-06-06 19:26:52,2024-06-06
223,130498,204810,6.0,96,1,0,2024-06-06 15:21:57,2024-06-06
224,130498,204810,6.0,123,2,0,2024-06-06 15:21:57,2024-06-06
225,130498,204810,6.0,115,4,1,2024-06-06 15:21:57,2024-06-06
228,683941,146672,6.0,57,3,1,2024-06-06 00:10:26,2024-06-06
229,683941,146672,6.0,120,4,1,2024-06-06 00:10:26,2024-06-06
230,683941,146672,6.0,120,11,1,2024-06-06 00:10:26,2024-06-06
231,683941,146672,6.0,120,14,1,2024-06-06 00:10:26,2024-06-06
232,683941,146672,6.0,116,15,1,2024-06-06 00:10:26,2024-06-06
233,683941,146672,6.0,88,18,1,2024-06-06 00:10:26,2024-06-06
247,997193,150583,24.0,21,1,0,2024-06-06 10:06:28,2024-06-06
248,997193,150583,24.0,123,2,1,2024-06-06 10:06:28,2024-06-06
249,997193,150583,24.0,2,3,1,2024-06-06 10:06:28,2024-06-06
250,997193,150583,24.0,24,4,0,2024-06-06 10:06:28,2024-06-06
251,997193,150583,24.0,36,5,0,2024-06-06 10:06:28,2024-06-06
252,997193,150583,24.0,83,6,0,2024-06-06 10:06:28,2024-06-06
253,997193,150583,24.0,79,10,0,2024-06-06 10:06:28,2024-06-06
254,997193,150583,24.0,37,18,0,2024-06-06 10:06:28,2024-06-06
255,1806694,174839,5.0,40,4,1,2024-06-06 09:35:16,2024-06-06
256,1806694,174839,5.0,24,6,1,2024-06-06 09:35:16,2024-06-06
257,1806694,174839,5.0,24,20,1,2024-06-06 09:35:16,2024-06-06
267,564892,86209,30.0,58,4,1,2024-06-06 16:48:20,2024-06-06
268,564892,86209,30.0,120,8,1,2024-06-06 16:48:20,2024-06-06
269,564892,86209,30.0,123,10,1,2024-06-06 16:48:20,2024-06-06
270,564892,86209,30.0,72,14,0,2024-06-06 16:48:20,2024-06-06
271,564892,86209,30.0,92,26,0,2024-06-06 16:48:20,2024-06-06
272,564892,86209,30.0,97,29,0,2024-06-06 16:48:20,2024-06-06
273,564892,86209,30.0,69,32,0,2024-06-06 16:48:20,2024-06-06
274,338616,82486,2.0,120,1,1,2024-06-06 22:24:29,2024-06-06
275,338616,82486,2.0,120,2,1,2024-06-06 22:24:29,2024-06-06
305,565111,18113,11.0,54,1,1,2024-06-06 21:22:52,2024-06-06
306,565111,18113,11.0,120,3,0,2024-06-06 21:22:52,2024-06-06
307,565111,18113,11.0,24,7,1,2024-06-06 21:22:52,2024-06-06
308,565111,18113,11.0,86,8,1,2024-06-06 21:22:52,2024-06-06
309,565111,18113,11.0,20,10,1,2024-06-06 21:22:52,2024-06-06
310,565111,18113,11.0,22,15,0,2024-06-06 21:22:52,2024-06-06
311,565111,18113,11.0,110,22,0,2024-06-06 21:22:52,2024-06-06
330,300124,194842,30.0,87,4,0,2024-06-06 01:50:24,2024-06-06
336,1785726,27539,22.0,84,3,1,2024-06-06 02:18:19,2024-06-06
337,1785726,27539,22.0,24,4,1,2024-06-06 02:18:19,2024-06-06
338,1785726,27539,22.0,52,7,1,2024-06-06 02:18:19,2024-06-06
339,1785726,27539,22.0,91,9,1,2024-06-06 02:18:19,2024-06-06
340,1785726,27539,22.0,83,10,0,2024-06-06 02:18:19,2024-06-06
362,786353,109206,3.0,3,1,1,2024-06-06 00:13:37,2024-06-06
363,786353,109206,3.0,123,8,1,2024-06-06 00:13:37,2024-06-06
364,786353,109206,3.0,46,9,1,2024-06-06 00:13:37,2024-06-06
365,1348598,3496,30.0,84,1,1,2024-06-06 11:17:35,2024-06-06
366,1348598,3496,30.0,54,2,1,2024-06-06 11:17:35,2024-06-06
367,1348598,3496,30.0,121,3,0,2024-06-06 11:17:35,2024-06-06
368,1348598,3496,30.0,85,5,0,2024-06-06 11:17:35,2024-06-06
369,991657,87644,1.0,38,5,0,2024-06-06 09:21:51,2024-06-06
370,991657,87644,1.0,69,7,0,2024-06-06 09:21:51,2024-06-06
372,644061,84563,,115,3,0,2024-06-06 16:17:26,2024-06-06
373,644061,84563,,19,9,0,2024-06-06 16:17:26,2024-06-06
374,1228066,182839,2.0,84,2,1,2024-06-06 22:49:19,2024-06-06
375,1228066,182839,2.0,3,7,1,2024-06-06 22:49:19,2024-06-06
376,1228066,182839,2.0,3,9,1,2024-06-06 22:49:19,2024-06-06
377,1228066,182839,2.0,3,10,0,2024-06-06 22:49:19,2024-06-06
378,242491,69932,11.0,50,4,1,2024-06-06 23:57:28,2024-06-06
379,242491,69932,11.0,78,5,1,2024-06-06 23:57:28,2024-06-06
380,242491,69932,11.0,21,11,1,2024-06-06 23:57:28,2024-06-06
383,172012,96414,,24,7,0,2024-06-06 19:07:01,2024-06-06
384,172012,96414,,88,9,0,2024-06-06 19:07:01,2024-06-06
390,1919772,47620,6.0,115,1,1,2024-06-06 22:38:24,2024-06-06
391,1484242,27910,10.0,37,4,1,2024-06-06 08:42:15,2024-06-06
392,1484242,27910,10.0,96,15,1,2024-06-06 08:42:15,2024-06-06
395,1951472,67259,7.0,115,7,1,2024-06-06 16:05:40,2024-06-06
396,1951472,67259,7.0,24,11,1,2024-06-06 16:05:40,2024-06-06
421,352935,89914,4.0,36,1,1,2024-06-06 14:27:14,2024-06-06
422,352935,89914,4.0,24,2,1,2024-06-06 14:27:14,2024-06-06
423,352935,89914,4.0,79,6,1,2024-06-06 14:27:14,2024-06-06
447,168983,177080,3.0,49,4,1,2024-06-06 19:25:22,2024-06-06
448,168983,177080,3.0,106,5,1,2024-06-06 19:25:22,2024-06-06
449,168983,177080,3.0,81,7,0,2024-06-06 19:25:22,2024-06-06
450,168983,177080,3.0,115,9,1,2024-06-06 19:25:22,2024-06-06
451,1940923,84933,14.0,24,3,1,2024-06-06 19:05:45,2024-06-06
452,1940923,84933,14.0,25,5,0,2024-06-06 19:05:45,2024-06-06
466,713339,150403,,24,3,0,2024-06-06 05:36:41,2024-06-06
467,713339,150403,,24,8,0,2024-06-06 05:36:41,2024-06-06
472,1767599,33669,10.0,114,1,1,2024-06-06 16:09:44,2024-06-06
473,1767599,33669,10.0,26,4,1,2024-06-06 16:09:44,2024-06-06
474,1767599,33669,10.0,53,5,1,2024-06-06 16:09:44,2024-06-06
476,1526818,114415,13.0,21,1,1,2024-06-06 14:13:45,2024-06-06
477,1526818,114415,13.0,24,5,0,2024-06-06 14:13:45,2024-06-06
478,1604450,26128,3.0,83,3,1,2024-06-06 00:57:53,2024-06-06
479,1604450,26128,3.0,88,6,1,2024-06-06 00:57:53,2024-06-06
482,1341778,199306,1.0,83,3,1,2024-06-06 09:20:43,2024-06-06
483,1341778,199306,1.0,67,8,1,2024-06-06 09:20:43,2024-06-06
484,1341778,199306,1.0,83,9,1,2024-06-06 09:20:43,2024-06-06
485,1341778,199306,1.0,24,12,1,2024-06-06 09:20:43,2024-06-06
498,1322562,145834,15.0,120,3,1,2024-06-06 04:40:57,2024-06-06
519,552348,188143,5.0,127,1,0,2024-06-06 18:58:06,2024-06-06
520,552348,188143,5.0,87,2,0,2024-06-06 18:58:06,2024-06-06
521,552348,188143,5.0,114,3,1,2024-06-06 18:58:06,2024-06-06
522,552348,188143,5.0,46,5,0,2024-06-06 18:58:06,2024-06-06
527,1787696,124614,30.0,13,1,1,2024-06-06 12:48:49,2024-06-06
528,1787696,124614,30.0,1,5,0,2024-06-06 12:48:49,2024-06-06
529,1787696,124614,30.0,37,6,1,2024-06-06 12:48:49,2024-06-06
530,1787696,124614,30.0,38,11,0,2024-06-06 12:48:49,2024-06-06
567,1594785,136212,12.0,61,4,1,2024-06-06 08:40:22,2024-06-06
568,1594785,136212,12.0,61,12,0,2024-06-06 08:40:22,2024-06-06
595,1296041,32173,6.0,24,2,0,2024-06-06 00:49:58,2024-06-06
596,1296041,32173,6.0,21,4,1,2024-06-06 00:49:58,2024-06-06
597,1296041,32173,6.0,121,9,0,2024-06-06 00:49:58,2024-06-06
598,1296041,32173,6.0,83,12,0,2024-06-06 00:49:58,2024-06-06
605,579400,178187,7.0,42,3,1,2024-06-06 12:54:01,2024-06-06
606,579400,178187,7.0,24,5,1,2024-06-06 12:54:01,2024-06-06
607,579400,178187,7.0,115,8,1,2024-06-06 12:54:01,2024-06-06
622,1861713,55082,10.0,93,6,1,2024-06-06 11:25:59,2024-06-06
636,288264,103877,,21,2,0,2024-06-06 10:13:19,2024-06-06
642,225810,58281,19.0,84,6,1,2024-06-06 12:59:29,2024-06-06
643,225810,58281,19.0,121,10,1,2024-06-06 12:59:29,2024-06-06
645,1642567,182795,30.0,114,3,0,2024-06-06 21:01:11,2024-06-06
646,1642567,182795,30.0,67,4,1,2024-06-06 21:01:11,2024-06-06
647,1162093,126777,30.0,116,1,1,2024-06-06 21:38:13,2024-06-06
648,1162093,126777,30.0,83,5,0,2024-06-06 21:38:13,2024-06-06
659,2012262,28268,3.0,57,5,1,2024-06-06 02:10:53,2024-06-06
660,2012262,28268,3.0,61,6,1,2024-06-06 02:10:53,2024-06-06
686,97499,121298,9.0,120,4,1,2024-06-06 09:21:01,2024-06-06
687,97499,121298,9.0,120,6,1,2024-06-06 09:21:01,2024-06-06
688,97499,121298,9.0,120,9,1,2024-06-06 09:21:01,2024-06-06
689,97499,121298,9.0,129,10,1,2024-06-06 09:21:01,2024-06-06
690,97499,121298,9.0,72,12,1,2024-06-06 09:21:01,2024-06-06
691,97499,121298,9.0,24,18,0,2024-06-06 09:21:01,2024-06-06
692,771424,9625,25.0,116,3,0,2024-06-06 21:02:03,2024-06-06
693,771424,9625,25.0,69,9,0,2024-06-06 21:02:03,2024-06-06
696,1412870,119783,7.0,21,1,1,2024-06-06 19:58:52,2024-06-06
697,1412870,119783,7.0,88,8,1,2024-06-06 19:58:52,2024-06-06
698,1412870,119783,7.0,123,18,1,2024-06-06 19:58:52,2024-06-06
699,1412870,119783,7.0,121,25,1,2024-06-06 19:58:52,2024-06-06
700,1309518,134016,11.0,31,1,1,2024-06-06 22:12:11,2024-06-06
701,1309518,134016,11.0,93,2,1,2024-06-06 22:12:11,2024-06-06
702,1309518,134016,11.0,107,3,1,2024-06-06 22:12:11,2024-06-06
703,1309518,134016,11.0,129,4,1,2024-06-06 22:12:11,2024-06-06
704,1309518,134016,11.0,108,5,1,2024-06-06 22:12:11,2024-06-06
705,1309518,134016,11.0,77,7,0,2024-06-06 22:12:11,2024-06-06
710,2001087,67328,21.0,53,2,1,2024-06-06 09:27:28,2024-06-06
711,2001087,67328,21.0,86,4,0,2024-06-06 09:27:28,2024-06-06
712,2001087,67328,21.0,24,5,0,2024-06-06 09:27:28,2024-06-06
713,2001087,67328,21.0,123,7,0,2024-06-06 09:27:28,2024-06-06
721,1670252,172970,4.0,84,9,1,2024-06-06 12:57:26,2024-06-06
722,1670252,172970,4.0,129,12,1,2024-06-06 12:57:26,2024-06-06
723,1670252,172970,4.0,106,14,1,2024-06-06 12:57:26,2024-06-06
724,1670252,172970,4.0,31,15,1,2024-06-06 12:57:26,2024-06-06
725,1670252,172970,4.0,130,23,1,2024-06-06 12:57:26,2024-06-06
726,1670252,172970,4.0,88,28,1,2024-06-06 12:57:26,2024-06-06
727,1670252,172970,4.0,52,31,0,2024-06-06 12:57:26,2024-06-06
733,206788,60797,8.0,77,5,0,2024-06-06 12:07:23,2024-06-06
734,206788,60797,8.0,43,11,0,2024-06-06 12:07:23,2024-06-06
749,607989,147626,2.0,123,1,1,2024-06-06 16:44:35,2024-06-06
750,607989,147626,2.0,16,3,0,2024-06-06 16:44:35,2024-06-06
751,607989,147626,2.0,24,10,1,2024-06-06 16:44:35,2024-06-06
752,607989,147626,2.0,24,12,1,2024-06-06 16:44:35,2024-06-06
761,1427452,131452,7.0,120,2,1,2024-06-06 10:52:58,2024-06-06
762,1427452,131452,7.0,107,5,1,2024-06-06 10:52:58,2024-06-06
769,166213,103828,2.0,49,8,1,2024-06-06 05:16:53,2024-06-06
783,1818201,21181,30.0,84,1,0,2024-06-06 20:18:19,2024-06-06
784,1818201,21181,30.0,74,2,0,2024-06-06 20:18:19,2024-06-06
794,73652,165437,20.0,78,4,1,2024-06-06 15:10:39,2024-06-06
795,73652,165437,20.0,14,5,1,2024-06-06 15:10:39,2024-06-06
801,1942342,45136,5.0,83,9,0,2024-06-06 06:56:03,2024-06-06
802,1942342,45136,5.0,24,11,0,2024-06-06 06:56:03,2024-06-06
803,1942342,45136,5.0,24,12,0,2024-06-06 06:56:03,2024-06-06
824,1555707,164732,1.0,108,3,1,2024-06-06 18:13:08,2024-06-06
825,1555707,164732,1.0,81,7,1,2024-06-06 18:13:08,2024-06-06
826,1555707,164732,1.0,83,8,1,2024-06-06 18:13:08,2024-06-06
827,1555707,164732,1.0,67,12,1,2024-06-06 18:13:08,2024-06-06
828,1555707,164732,1.0,69,14,1,2024-06-06 18:13:08,2024-06-06
829,1555707,164732,1.0,83,15,1,2024-06-06 18:13:08,2024-06-06
840,389745,143767,4.0,14,3,1,2024-06-06 14:12:20,2024-06-06
841,389745,143767,4.0,14,8,1,2024-06-06 14:12:20,2024-06-06
842,389745,143767,4.0,19,9,1,2024-06-06 14:12:20,2024-06-06
843,389745,143767,4.0,112,11,1,2024-06-06 14:12:20,2024-06-06
846,619418,41711,29.0,83,8,0,2024-06-06 10:34:31,2024-06-06
849,1852941,98783,7.0,117,7,0,2024-06-06 14:03:20,2024-06-06
850,1852941,98783,7.0,24,10,1,2024-06-06 14:03:20,2024-06-06
851,1852941,98783,7.0,83,13,0,2024-06-06 14:03:20,2024-06-06
852,1852941,98783,7.0,30,14,1,2024-06-06 14:03:20,2024-06-06
861,404971,11355,21.0,67,3,1,2024-06-06 11:38:04,2024-06-06
862,404971,11355,21.0,72,8,0,2024-06-06 11:38:04,2024-06-06
863,404971,11355,21.0,129,9,1,2024-06-06 11:38:04,2024-06-06
864,404971,11355,21.0,36,12,0,2024-06-06 11:38:04,2024-06-06
865,404971,11355,21.0,120,18,0,2024-06-06 11:38:04,2024-06-06
866,404971,11355,21.0,9,19,0,2024-06-06 11:38:04,2024-06-06
867,404971,11355,21.0,38,22,1,2024-06-06 11:38:04,2024-06-06
868,404971,11355,21.0,21,27,0,2024-06-06 11:38:04,2024-06-06
869,404971,11355,21.0,4,30,0,2024-06-06 11:38:04,2024-06-06
878,146090,107332,9.0,123,2,0,2024-06-06 06:28:17,2024-06-06
879,146090,107332,9.0,123,4,1,2024-06-06 06:28:17,2024-06-06
880,146090,107332,9.0,81,11,0,2024-06-06 06:28:17,2024-06-06
881,146090,107332,9.0,24,16,0,2024-06-06 06:28:17,2024-06-06
882,146090,107332,9.0,59,17,0,2024-06-06 06:28:17,2024-06-06
888,1137788,110168,7.0,24,7,1,2024-06-06 12:25:09,2024-06-06
889,1137788,110168,7.0,83,9,1,2024-06-06 12:25:09,2024-06-06
892,1841597,47154,30.0,104,1,0,2024-06-06 13:38:45,2024-06-06
896,1713144,138264,7.0,107,3,1,2024-06-06 15:41:01,2024-06-06
897,694089,60240,30.0,54,2,1,2024-06-06 11:49:43,2024-06-06
906,1012036,143271,5.0,32,1,1,2024-06-06 14:31:16,2024-06-06
907,1012036,143271,5.0,67,6,1,2024-06-06 14:31:16,2024-06-06
908,1012036,143271,5.0,24,7,1,2024-06-06 14:31:16,2024-06-06
909,1012036,143271,5.0,13,8,0,2024-06-06 14:31:16,2024-06-06
916,1601877,14861,3.0,100,6,0,2024-06-06 08:02:18,2024-06-06
931,546532,15659,6.0,96,2,0,2024-06-06 17:32:42,2024-06-06
932,546532,15659,6.0,24,4,1,2024-06-06 17:32:42,2024-06-06
933,546532,15659,6.0,117,13,1,2024-06-06 17:32:42,2024-06-06
934,546532,15659,6.0,12,17,1,2024-06-06 17:32:42,2024-06-06
935,546532,15659,6.0,83,18,1,2024-06-06 17:32:42,2024-06-06
936,546532,15659,6.0,83,19,1,2024-06-06 17:32:42,2024-06-06
937,546532,15659,6.0,83,20,1,2024-06-06 17:32:42,2024-06-06
938,546532,15659,6.0,91,22,1,2024-06-06 17:32:42,2024-06-06
939,546532,15659,6.0,86,26,1,2024-06-06 17:32:42,2024-06-06
940,546532,15659,6.0,129,28,1,2024-06-06 17:32:42,2024-06-06
947,854562,92870,13.0,53,2,1,2024-06-06 19:33:28,2024-06-06
952,1125870,165020,6.0,32,4,1,2024-06-06 20:35:32,2024-06-06
963,293570,72541,7.0,83,3,1,2024-06-06 08:51:27,2024-06-06
964,293570,72541,7.0,24,4,1,2024-06-06 08:51:27,2024-06-06
1013,1661920,91946,19.0,59,3,0,2024-06-06 13:20:40,2024-06-06
1014,1561825,40589,3.0,24,2,0,2024-06-06 20:51:41,2024-06-06
1015,1561825,40589,3.0,24,4,1,2024-06-06 20:51:41,2024-06-06
1080,590172,93683,13.0,24,3,1,2024-06-06 08:20:55,2024-06-06
1081,590172,93683,13.0,123,11,1,2024-06-06 08:20:55,2024-06-06
1098,1279612,81146,10.0,74,3,1,2024-06-06 01:23:49,2024-06-06
1099,1279612,81146,10.0,67,6,1,2024-06-06 01:23:49,2024-06-06
1100,1279612,81146,10.0,12,16,0,2024-06-06 01:23:49,2024-06-06
1105,218520,25295,4.0,110,2,1,2024-06-06 11:49:46,2024-06-06
1106,218520,25295,4.0,24,6,1,2024-06-06 11:49:46,2024-06-06
1115,1677405,9775,30.0,24,11,1,2024-06-06 10:52:00,2024-06-06
1116,1677405,9775,30.0,78,16,0,2024-06-06 10:52:00,2024-06-06
1117,1677405,9775,30.0,12,18,0,2024-06-06 10:52:00,2024-06-06
1133,730449,114849,5.0,84,1,1,2024-06-06 13:22:09,2024-06-06
1134,730449,114849,5.0,36,5,1,2024-06-06 13:22:09,2024-06-06
1135,730449,114849,5.0,107,8,1,2024-06-06 13:22:09,2024-06-06
1136,730449,114849,5.0,39,9,1,2024-06-06 13:22:09,2024-06-06
1142,415770,172544,7.0,24,2,1,2024-06-06 14:48:36,2024-06-06
1143,415770,172544,7.0,57,6,1,2024-06-06 14:48:36,2024-06-06
1144,415770,172544,7.0,83,7,1,2024-06-06 14:48:36,2024-06-06
1145,415770,172544,7.0,59,8,1,2024-06-06 14:48:36,2024-06-06
1158,1737020,71951,3.0,59,1,0,2024-06-06 19:06:38,2024-06-06
1159,1737020,71951,3.0,83,2,1,2024-06-06 19:06:38,2024-06-06
1160,1737020,71951,3.0,120,3,1,2024-06-06 19:06:38,2024-06-06
1184,1460825,4415,7.0,83,6,1,2024-06-06 04:16:49,2024-06-06
1185,1460825,4415,7.0,83,13,0,2024-06-06 04:16:49,2024-06-06
1186,1460825,4415,7.0,83,15,0,2024-06-06 04:16:49,2024-06-06
1187,1640734,172548,12.0,83,4,1,2024-06-06 10:52:12,2024-06-06
1188,1640734,172548,12.0,91,11,0,2024-06-06 10:52:12,2024-06-06
1189,1640734,172548,12.0,59,15,0,2024-06-06 10:52:12,2024-06-06
1190,696737,184107,4.0,121,2,0,2024-06-06 02:39:13,2024-06-06
1191,696737,184107,4.0,84,8,1,2024-06-06 02:39:13,2024-06-06
1192,696737,184107,4.0,116,9,1,2024-06-06 02:39:13,2024-06-06
1193,696737,184107,4.0,115,11,1,2024-06-06 02:39:13,2024-06-06
1194,696737,184107,4.0,66,13,0,2024-06-06 02:39:13,2024-06-06
1195,696737,184107,4.0,4,16,1,2024-06-06 02:39:13,2024-06-06
1196,696737,184107,4.0,52,17,0,2024-06-06 02:39:13,2024-06-06
1197,696737,184107,4.0,83,22,1,2024-06-06 02:39:13,2024-06-06
1213,1595039,73771,13.0,107,3,1,2024-06-06 10:02:26,2024-06-06
1214,1595039,73771,13.0,24,9,0,2024-06-06 10:02:26,2024-06-06
1215,1595039,73771,13.0,104,13,0,2024-06-06 10:02:26,2024-06-06
1216,1595039,73771,13.0,91,18,1,2024-06-06 10:02:26,2024-06-06
1217,1345549,192210,3.0,96,2,1,2024-06-06 07:06:02,2024-06-06
1218,1345549,192210,3.0,123,3,1,2024-06-06 07:06:02,2024-06-06
1222,1966946,33938,26.0,120,3,1,2024-06-06 14:13:10,2024-06-06
1223,1966946,33938,26.0,123,10,0,2024-06-06 14:13:10,2024-06-06
1224,1966946,33938,26.0,84,11,0,2024-06-06 14:13:10,2024-06-06
1225,1966946,33938,26.0,16,12,0,2024-06-06 14:13:10,2024-06-06
1226,1409691,130989,15.0,15,3,1,2024-06-06 15:46:04,2024-06-06
1227,1409691,130989,15.0,42,6,1,2024-06-06 15:46:04,2024-06-06
1228,1409691,130989,15.0,123,7,1,2024-06-06 15:46:04,2024-06-06
1229,1409691,130989,15.0,95,9,1,2024-06-06 15:46:04,2024-06-06
1230,1409691,130989,15.0,130,10,1,2024-06-06 15:46:04,2024-06-06
1231,1409691,130989,15.0,24,11,1,2024-06-06 15:46:04,2024-06-06
1232,1409691,130989,15.0,67,13,1,2024-06-06 15:46:04,2024-06-06
1233,1409691,130989,15.0,24,16,1,2024-06-06 15:46:04,2024-06-06
