id,order_id,user_id,days_since_prior_order,product_id,add_to_cart_order,reordered,order_timestamp,date
138,76040,78518,7.0,24,5,0,2024-06-07 15:31:33,2024-06-07
188,824199,30102,3.0,37,1,1,2024-06-07 00:35:15,2024-06-07
198,189907,110196,14.0,63,2,1,2024-06-07 22:34:38,2024-06-07
199,189907,110196,14.0,24,3,1,2024-06-07 22:34:38,2024-06-07
200,189907,110196,14.0,24,7,0,2024-06-07 22:34:38,2024-06-07
201,189907,110196,14.0,9,13,0,2024-06-07 22:34:38,2024-06-07
202,1825397,148809,2.0,108,7,0,2024-06-07 17:58:13,2024-06-07
203,1825397,148809,2.0,98,11,0,2024-06-07 17:58:13,2024-06-07
204,1825397,148809,2.0,128,13,0,2024-06-07 17:58:13,2024-06-07
205,855435,72792,12.0,19,1,1,2024-06-07 04:48:09,2024-06-07
209,169742,139158,26.0,6,4,0,2024-06-07 06:00:20,2024-06-07
210,169742,139158,26.0,123,8,0,2024-06-07 06:00:20,2024-06-07
211,715694,24319,1.0,24,1,1,2024-06-07 18:23:19,2024-06-07
212,715694,24319,1.0,120,2,1,2024-06-07 18:23:19,2024-06-07
217,1844923,83515,11.0,36,1,1,2024-06-07 05:06:30,2024-06-07
218,1844923,83515,11.0,75,8,1,2024-06-07 05:06:30,2024-06-07
219,1844923,83515,11.0,111,14,1,2024-06-07 05:06:30,2024-06-07
220,1844923,83515,11.0,120,19,0,2024-06-07 05:06:30,2024-06-07
221,1844923,83515,11.0,107,21,0,2024-06-07 05:06:30,2024-06-07
222,1844923,83515,11.0,112,30,0,2024-06-07 05:06:30,2024-06-07
241,1698744,105213,2.0,83,6,1,2024-06-07 08:10:51,2024-06-07
242,1698744,105213,2.0,31,7,1,2024-06-07 08:10:51,2024-06-07
243,1698744,105213,2.0,83,10,1,2024-06-07 08:10:51,2024-06-07
244,1698744,105213,2.0,92,13,0,2024-06-07 08:10:51,2024-06-07
245,1698744,105213,2.0,91,15,1,2024-06-07 08:10:51,2024-06-07
246,1698744,105213,2.0,14,19,0,2024-06-07 08:10:51,2024-06-07
258,1398193,204714,30.0,96,12,0,2024-06-07 07:43:15,2024-06-07
259,1398193,204714,30.0,83,14,0,2024-06-07 07:43:15,2024-06-07
260,769124,138457,8.0,84,2,1,2024-06-07 02:17:01,2024-06-07
261,769124,138457,8.0,69,10,1,2024-06-07 02:17:01,2024-06-07
262,769124,138457,8.0,79,11,1,2024-06-07 02:17:01,2024-06-07
263,769124,138457,8.0,121,14,1,2024-06-07 02:17:01,2024-06-07
264,769124,138457,8.0,83,22,1,2024-06-07 02:17:01,2024-06-07
265,409158,27311,11.0,36,3,1,2024-06-07 08:22:44,2024-06-07
280,1811132,20534,16.0,83,2,1,2024-06-07 10:47:46,2024-06-07
281,1811132,20534,16.0,24,4,1,2024-06-07 10:47:46,2024-06-07
282,1811132,20534,16.0,121,11,1,2024-06-07 10:47:46,2024-06-07
283,1811132,20534,16.0,52,12,1,2024-06-07 10:47:46,2024-06-07
284,1811132,20534,16.0,38,13,1,2024-06-07 10:47:46,2024-06-07
285,1811132,20534,16.0,64,14,1,2024-06-07 10:47:46,2024-06-07
286,1811132,20534,16.0,64,16,0,2024-06-07 10:47:46,2024-06-07
287,1811132,20534,16.0,128,17,1,2024-06-07 10:47:46,2024-06-07
313,845317,138753,0.0,98,1,1,2024-06-07 12:20:31,2024-06-07
314,845317,138753,0.0,24,8,1,2024-06-07 12:20:31,2024-06-07
316,47300,147265,6.0,78,7,1,2024-06-07 00:03:58,2024-06-07
317,47300,147265,6.0,92,10,1,2024-06-07 00:03:58,2024-06-07
318,47300,147265,6.0,123,15,0,2024-06-07 00:03:58,2024-06-07
319,47300,147265,6.0,67,16,0,2024-06-07 00:03:58,2024-06-07
320,47300,147265,6.0,21,19,0,2024-06-07 00:03:58,2024-06-07
323,798949,36862,5.0,123,2,1,2024-06-07 21:14:29,2024-06-07
324,798949,36862,5.0,115,3,0,2024-06-07 21:14:29,2024-06-07
325,798949,36862,5.0,115,4,0,2024-06-07 21:14:29,2024-06-07
326,798949,36862,5.0,86,7,1,2024-06-07 21:14:29,2024-06-07
331,378130,68347,2.0,83,3,1,2024-06-07 17:56:24,2024-06-07
332,387935,31642,30.0,26,1,1,2024-06-07 02:38:50,2024-06-07
333,387935,31642,30.0,81,5,0,2024-06-07 02:38:50,2024-06-07
334,1813325,107801,6.0,26,3,1,2024-06-07 04:38:02,2024-06-07
335,1813325,107801,6.0,72,4,1,2024-06-07 04:38:02,2024-06-07
341,914807,26978,5.0,121,5,1,2024-06-07 04:11:04,2024-06-07
342,914807,26978,5.0,112,8,1,2024-06-07 04:11:04,2024-06-07
343,914807,26978,5.0,24,9,1,2024-06-07 04:11:04,2024-06-07
346,1083477,64698,,116,4,0,2024-06-07 18:15:53,2024-06-07
347,1083477,64698,,108,6,0,2024-06-07 18:15:53,2024-06-07
348,1083477,64698,,94,10,0,2024-06-07 18:15:53,2024-06-07
349,1083477,64698,,17,19,0,2024-06-07 18:15:53,2024-06-07
350,1083477,64698,,14,23,0,2024-06-07 18:15:53,2024-06-07
351,1083477,64698,,67,24,0,2024-06-07 18:15:53,2024-06-07
352,1083477,64698,,9,25,0,2024-06-07 18:15:53,2024-06-07
353,1083477,64698,,123,40,0,2024-06-07 18:15:53,2024-06-07
356,633740,160872,7.0,104,1,0,2024-06-07 16:22:57,2024-06-07
357,633740,160872,7.0,83,7,1,2024-06-07 16:22:57,2024-06-07
358,633740,160872,7.0,83,9,1,2024-06-07 16:22:57,2024-06-07
359,633740,160872,7.0,3,12,1,2024-06-07 16:22:57,2024-06-07
360,633740,160872,7.0,96,17,0,2024-06-07 16:22:57,2024-06-07
361,633740,160872,7.0,84,18,1,2024-06-07 16:22:57,2024-06-07
381,345272,84481,1.0,16,1,1,2024-06-07 22:11:17,2024-06-07
382,345272,84481,1.0,89,6,0,2024-06-07 22:11:17,2024-06-07
393,155444,62588,3.0,86,2,1,2024-06-07 09:27:29,2024-06-07
397,1713366,19228,10.0,53,10,1,2024-06-07 01:23:51,2024-06-07
398,531621,147855,8.0,92,2,1,2024-06-07 18:58:30,2024-06-07
399,531621,147855,8.0,123,4,1,2024-06-07 18:58:30,2024-06-07
400,531621,147855,8.0,24,12,1,2024-06-07 18:58:30,2024-06-07
401,531621,147855,8.0,24,15,1,2024-06-07 18:58:30,2024-06-07
402,531621,147855,8.0,117,18,1,2024-06-07 18:58:30,2024-06-07
403,531621,147855,8.0,121,21,1,2024-06-07 18:58:30,2024-06-07
404,531621,147855,8.0,96,30,1,2024-06-07 18:58:30,2024-06-07
405,531621,147855,8.0,83,33,1,2024-06-07 18:58:30,2024-06-07
406,330656,151664,12.0,24,2,1,2024-06-07 04:31:15,2024-06-07
407,330656,151664,12.0,16,6,1,2024-06-07 04:31:15,2024-06-07
408,330656,151664,12.0,24,9,1,2024-06-07 04:31:15,2024-06-07
409,330656,151664,12.0,24,16,1,2024-06-07 04:31:15,2024-06-07
410,253689,68735,30.0,110,2,0,2024-06-07 02:08:53,2024-06-07
411,253689,68735,30.0,72,3,0,2024-06-07 02:08:53,2024-06-07
412,253689,68735,30.0,21,5,0,2024-06-07 02:08:53,2024-06-07
428,363756,114171,30.0,36,1,1,2024-06-07 00:32:16,2024-06-07
429,363756,114171,30.0,83,3,1,2024-06-07 00:32:16,2024-06-07
430,363756,114171,30.0,83,7,0,2024-06-07 00:32:16,2024-06-07
431,363756,114171,30.0,17,17,1,2024-06-07 00:32:16,2024-06-07
432,363756,114171,30.0,24,23,0,2024-06-07 00:32:16,2024-06-07
436,1949280,195496,11.0,83,6,1,2024-06-07 06:33:52,2024-06-07
437,1949280,195496,11.0,81,9,1,2024-06-07 06:33:52,2024-06-07
438,1949280,195496,11.0,86,10,1,2024-06-07 06:33:52,2024-06-07
439,1949280,195496,11.0,84,13,1,2024-06-07 06:33:52,2024-06-07
440,1949280,195496,11.0,120,14,1,2024-06-07 06:33:52,2024-06-07
441,1301717,196719,21.0,24,4,0,2024-06-07 08:18:13,2024-06-07
442,1301717,196719,21.0,35,8,1,2024-06-07 08:18:13,2024-06-07
443,1301717,196719,21.0,9,9,0,2024-06-07 08:18:13,2024-06-07
444,1301717,196719,21.0,91,13,0,2024-06-07 08:18:13,2024-06-07
453,1164941,169230,24.0,66,7,0,2024-06-07 06:11:35,2024-06-07
454,1164941,169230,24.0,16,18,1,2024-06-07 06:11:35,2024-06-07
455,189812,184806,2.0,66,2,1,2024-06-07 04:16:49,2024-06-07
456,189812,184806,2.0,120,3,1,2024-06-07 04:16:49,2024-06-07
457,1096969,161897,1.0,45,3,1,2024-06-07 16:12:58,2024-06-07
458,135900,78213,4.0,83,2,1,2024-06-07 22:33:49,2024-06-07
459,135900,78213,4.0,112,3,1,2024-06-07 22:33:49,2024-06-07
460,498244,99043,6.0,126,2,0,2024-06-07 15:00:22,2024-06-07
461,498244,99043,6.0,114,3,0,2024-06-07 15:00:22,2024-06-07
462,498244,99043,6.0,107,5,0,2024-06-07 15:00:22,2024-06-07
463,498244,99043,6.0,98,7,0,2024-06-07 15:00:22,2024-06-07
464,1640086,43050,30.0,95,5,0,2024-06-07 05:01:06,2024-06-07
465,1640086,43050,30.0,78,6,1,2024-06-07 05:01:06,2024-06-07
468,826659,198874,3.0,83,3,0,2024-06-07 23:39:54,2024-06-07
469,826659,198874,3.0,24,5,1,2024-06-07 23:39:54,2024-06-07
470,1641335,124172,3.0,131,4,0,2024-06-07 04:30:00,2024-06-07
471,1641335,124172,3.0,83,6,1,2024-06-07 04:30:00,2024-06-07
489,1703743,82506,30.0,104,3,0,2024-06-07 19:06:26,2024-06-07
490,1703743,82506,30.0,98,9,1,2024-06-07 19:06:26,2024-06-07
491,1703743,82506,30.0,24,15,1,2024-06-07 19:06:26,2024-06-07
492,1703743,82506,30.0,96,17,1,2024-06-07 19:06:26,2024-06-07
493,479490,166431,1.0,19,2,0,2024-06-07 14:22:11,2024-06-07
494,479490,166431,1.0,17,3,0,2024-06-07 14:22:11,2024-06-07
495,479490,166431,1.0,68,4,0,2024-06-07 14:22:11,2024-06-07
496,479490,166431,1.0,24,5,0,2024-06-07 14:22:11,2024-06-07
497,479490,166431,1.0,92,13,0,2024-06-07 14:22:11,2024-06-07
501,1443020,170232,3.0,24,1,1,2024-06-07 13:38:32,2024-06-07
502,1443020,170232,3.0,84,3,1,2024-06-07 13:38:32,2024-06-07
503,1359473,114634,23.0,120,6,1,2024-06-07 10:00:56,2024-06-07
516,952039,10203,,36,5,0,2024-06-07 13:38:35,2024-06-07
517,952039,10203,,24,8,0,2024-06-07 13:38:35,2024-06-07
518,1800310,183466,14.0,24,5,0,2024-06-07 12:08:46,2024-06-07
547,1429830,164598,18.0,112,2,0,2024-06-07 01:29:02,2024-06-07
548,1147032,163764,7.0,31,2,1,2024-06-07 06:58:33,2024-06-07
549,1147032,163764,7.0,85,9,0,2024-06-07 06:58:33,2024-06-07
550,1147032,163764,7.0,29,14,1,2024-06-07 06:58:33,2024-06-07
551,1184751,43418,4.0,77,1,1,2024-06-07 06:58:07,2024-06-07
562,1326420,130497,3.0,123,1,1,2024-06-07 17:58:49,2024-06-07
563,1326420,130497,3.0,83,8,0,2024-06-07 17:58:49,2024-06-07
564,1326420,130497,3.0,83,10,0,2024-06-07 17:58:49,2024-06-07
566,757599,84293,6.0,104,3,0,2024-06-07 02:00:50,2024-06-07
577,927782,98190,11.0,114,7,1,2024-06-07 12:27:09,2024-06-07
578,927782,98190,11.0,120,9,1,2024-06-07 12:27:09,2024-06-07
579,927782,98190,11.0,25,14,0,2024-06-07 12:27:09,2024-06-07
580,1394376,145135,3.0,21,4,1,2024-06-07 19:01:56,2024-06-07
581,1394376,145135,3.0,115,9,1,2024-06-07 19:01:56,2024-06-07
582,1394376,145135,3.0,64,15,1,2024-06-07 19:01:56,2024-06-07
583,1394376,145135,3.0,21,17,0,2024-06-07 19:01:56,2024-06-07
584,1394376,145135,3.0,4,23,1,2024-06-07 19:01:56,2024-06-07
599,1445303,125948,9.0,24,3,1,2024-06-07 10:22:02,2024-06-07
600,592939,78315,1.0,67,1,1,2024-06-07 18:16:40,2024-06-07
601,592939,78315,1.0,38,6,1,2024-06-07 18:16:40,2024-06-07
602,592939,78315,1.0,45,7,1,2024-06-07 18:16:40,2024-06-07
603,592939,78315,1.0,83,14,1,2024-06-07 18:16:40,2024-06-07
604,592939,78315,1.0,83,16,1,2024-06-07 18:16:40,2024-06-07
608,72557,137682,3.0,36,5,1,2024-06-07 01:46:33,2024-06-07
609,72557,137682,3.0,4,6,1,2024-06-07 01:46:33,2024-06-07
610,72557,137682,3.0,84,7,1,2024-06-07 01:46:33,2024-06-07
611,886032,33441,17.0,91,2,1,2024-06-07 23:45:58,2024-06-07
612,886032,33441,17.0,67,12,1,2024-06-07 23:45:58,2024-06-07
613,685498,133300,30.0,83,2,0,2024-06-07 00:25:18,2024-06-07
614,685498,133300,30.0,120,10,0,2024-06-07 00:25:18,2024-06-07
615,685498,133300,30.0,131,12,0,2024-06-07 00:25:18,2024-06-07
616,685498,133300,30.0,120,13,0,2024-06-07 00:25:18,2024-06-07
617,685498,133300,30.0,112,14,0,2024-06-07 00:25:18,2024-06-07
618,685498,133300,30.0,43,16,0,2024-06-07 00:25:18,2024-06-07
619,685498,133300,30.0,130,18,0,2024-06-07 00:25:18,2024-06-07
620,685498,133300,30.0,75,19,0,2024-06-07 00:25:18,2024-06-07
630,315612,11791,8.0,67,2,1,2024-06-07 23:27:33,2024-06-07
631,315612,11791,8.0,123,3,1,2024-06-07 23:27:33,2024-06-07
632,315612,11791,8.0,83,5,1,2024-06-07 23:27:33,2024-06-07
633,315612,11791,8.0,3,12,1,2024-06-07 23:27:33,2024-06-07
649,909826,65282,27.0,88,3,1,2024-06-07 04:41:13,2024-06-07
650,909826,65282,27.0,31,6,1,2024-06-07 04:41:13,2024-06-07
652,1032520,60245,11.0,61,5,1,2024-06-07 10:35:22,2024-06-07
653,1032520,60245,11.0,83,10,1,2024-06-07 10:35:22,2024-06-07
654,1032520,60245,11.0,81,16,0,2024-06-07 10:35:22,2024-06-07
655,1032520,60245,11.0,83,23,1,2024-06-07 10:35:22,2024-06-07
656,1032520,60245,11.0,104,25,0,2024-06-07 10:35:22,2024-06-07
657,1032520,60245,11.0,120,35,0,2024-06-07 10:35:22,2024-06-07
661,1402671,13442,6.0,92,4,1,2024-06-07 09:28:14,2024-06-07
678,840155,102818,30.0,37,3,1,2024-06-07 09:09:10,2024-06-07
679,840155,102818,30.0,106,5,0,2024-06-07 09:09:10,2024-06-07
680,840155,102818,30.0,43,8,0,2024-06-07 09:09:10,2024-06-07
681,840155,102818,30.0,31,10,1,2024-06-07 09:09:10,2024-06-07
682,840155,102818,30.0,107,17,0,2024-06-07 09:09:10,2024-06-07
683,840155,102818,30.0,52,24,1,2024-06-07 09:09:10,2024-06-07
684,840155,102818,30.0,31,26,0,2024-06-07 09:09:10,2024-06-07
706,136753,175430,7.0,86,2,1,2024-06-07 20:29:31,2024-06-07
707,136753,175430,7.0,26,3,1,2024-06-07 20:29:31,2024-06-07
708,136753,175430,7.0,24,8,1,2024-06-07 20:29:31,2024-06-07
709,136753,175430,7.0,123,18,0,2024-06-07 20:29:31,2024-06-07
714,744879,195115,6.0,83,4,0,2024-06-07 10:21:26,2024-06-07
728,1943249,63410,5.0,107,3,0,2024-06-07 16:06:51,2024-06-07
730,1081447,126372,5.0,8,1,0,2024-06-07 00:13:36,2024-06-07
738,1380699,4206,19.0,91,3,1,2024-06-07 23:51:17,2024-06-07
739,1380699,4206,19.0,16,6,0,2024-06-07 23:51:17,2024-06-07
740,1380699,4206,19.0,24,10,1,2024-06-07 23:51:17,2024-06-07
741,1289162,145785,7.0,4,9,1,2024-06-07 14:02:04,2024-06-07
757,1524538,110859,6.0,81,11,1,2024-06-07 12:57:58,2024-06-07
758,1524538,110859,6.0,38,14,1,2024-06-07 12:57:58,2024-06-07
763,384424,72398,,54,1,0,2024-06-07 10:05:19,2024-06-07
764,384424,72398,,75,6,0,2024-06-07 10:05:19,2024-06-07
765,384424,72398,,114,11,0,2024-06-07 10:05:19,2024-06-07
766,384424,72398,,52,13,0,2024-06-07 10:05:19,2024-06-07
767,384424,72398,,52,14,0,2024-06-07 10:05:19,2024-06-07
768,384424,72398,,103,22,0,2024-06-07 10:05:19,2024-06-07
775,787557,120066,7.0,34,1,1,2024-06-07 10:06:03,2024-06-07
804,925943,58380,,123,2,0,2024-06-07 16:33:35,2024-06-07
805,925943,58380,,83,3,0,2024-06-07 16:33:35,2024-06-07
832,1525243,81193,4.0,24,1,1,2024-06-07 22:40:25,2024-06-07
833,1525243,81193,4.0,120,9,0,2024-06-07 22:40:25,2024-06-07
834,1525243,81193,4.0,3,12,0,2024-06-07 22:40:25,2024-06-07
835,398274,84472,,52,3,0,2024-06-07 08:33:09,2024-06-07
836,398274,84472,,17,8,0,2024-06-07 08:33:09,2024-06-07
837,398274,84472,,17,9,0,2024-06-07 08:33:09,2024-06-07
839,1282297,59880,1.0,106,4,1,2024-06-07 16:56:20,2024-06-07
853,1442622,179500,12.0,21,10,0,2024-06-07 17:33:22,2024-06-07
854,1442622,179500,12.0,121,11,0,2024-06-07 17:33:22,2024-06-07
855,1442622,179500,12.0,107,12,0,2024-06-07 17:33:22,2024-06-07
856,1442622,179500,12.0,51,13,0,2024-06-07 17:33:22,2024-06-07
872,753085,190433,9.0,67,1,1,2024-06-07 19:42:09,2024-06-07
873,753085,190433,9.0,83,5,1,2024-06-07 19:42:09,2024-06-07
893,830106,190107,15.0,24,1,1,2024-06-07 00:06:55,2024-06-07
894,830106,190107,15.0,107,4,1,2024-06-07 00:06:55,2024-06-07
895,830106,190107,15.0,120,7,0,2024-06-07 00:06:55,2024-06-07
898,1262521,31552,6.0,120,1,1,2024-06-07 02:17:53,2024-06-07
899,1262521,31552,6.0,24,4,1,2024-06-07 02:17:53,2024-06-07
900,1262521,31552,6.0,67,21,1,2024-06-07 02:17:53,2024-06-07
901,1262521,31552,6.0,123,26,1,2024-06-07 02:17:53,2024-06-07
902,1262521,31552,6.0,120,36,1,2024-06-07 02:17:53,2024-06-07
903,1262521,31552,6.0,93,38,1,2024-06-07 02:17:53,2024-06-07
911,1621132,29611,4.0,24,1,1,2024-06-07 10:42:04,2024-06-07
912,1621132,29611,4.0,116,5,1,2024-06-07 10:42:04,2024-06-07
913,1621132,29611,4.0,91,7,1,2024-06-07 10:42:04,2024-06-07
914,1621132,29611,4.0,24,8,1,2024-06-07 10:42:04,2024-06-07
921,997443,48953,3.0,31,1,1,2024-06-07 17:28:39,2024-06-07
922,997443,48953,3.0,24,6,0,2024-06-07 17:28:39,2024-06-07
923,997443,48953,3.0,114,7,0,2024-06-07 17:28:39,2024-06-07
924,997443,48953,3.0,61,8,0,2024-06-07 17:28:39,2024-06-07
925,997443,48953,3.0,123,10,0,2024-06-07 17:28:39,2024-06-07
926,997443,48953,3.0,81,12,1,2024-06-07 17:28:39,2024-06-07
927,997443,48953,3.0,106,15,0,2024-06-07 17:28:39,2024-06-07
928,997443,48953,3.0,38,17,0,2024-06-07 17:28:39,2024-06-07
943,1666184,55243,9.0,83,2,1,2024-06-07 13:43:50,2024-06-07
944,1666184,55243,9.0,23,7,1,2024-06-07 13:43:50,2024-06-07
945,1666184,55243,9.0,84,9,1,2024-06-07 13:43:50,2024-06-07
948,437340,107509,3.0,24,6,1,2024-06-07 10:45:53,2024-06-07
949,437340,107509,3.0,117,7,1,2024-06-07 10:45:53,2024-06-07
972,1286517,125178,30.0,31,1,0,2024-06-07 11:06:49,2024-06-07
973,1286517,125178,30.0,120,2,0,2024-06-07 11:06:49,2024-06-07
974,1286517,125178,30.0,81,7,0,2024-06-07 11:06:49,2024-06-07
975,1286517,125178,30.0,107,11,0,2024-06-07 11:06:49,2024-06-07
976,1286517,125178,30.0,115,14,0,2024-06-07 11:06:49,2024-06-07
983,1199398,76142,5.0,84,1,1,2024-06-07 20:29:15,2024-06-07
984,1125431,196436,22.0,21,1,0,2024-06-07 02:43:26,2024-06-07
985,1125431,196436,22.0,120,3,0,2024-06-07 02:43:26,2024-06-07
986,1125431,196436,22.0,31,13,1,2024-06-07 02:43:26,2024-06-07
987,1125431,196436,22.0,4,14,1,2024-06-07 02:43:26,2024-06-07
995,685794,79540,3.0,24,8,1,2024-06-07 04:58:26,2024-06-07
996,685794,79540,3.0,83,9,1,2024-06-07 04:58:26,2024-06-07
997,685794,79540,3.0,24,17,1,2024-06-07 04:58:26,2024-06-07
998,685794,79540,3.0,83,21,1,2024-06-07 04:58:26,2024-06-07
999,685794,79540,3.0,21,22,1,2024-06-07 04:58:26,2024-06-07
1000,685794,79540,3.0,31,24,0,2024-06-07 04:58:26,2024-06-07
1008,1325661,84895,3.0,96,1,1,2024-06-07 06:31:59,2024-06-07
1009,1325661,84895,3.0,24,5,1,2024-06-07 06:31:59,2024-06-07
1010,1325661,84895,3.0,78,7,0,2024-06-07 06:31:59,2024-06-07
1021,134172,164016,3.0,32,5,0,2024-06-07 22:42:21,2024-06-07
1032,810104,82948,30.0,104,1,0,2024-06-07 04:24:53,2024-06-07
1033,810104,82948,30.0,21,4,1,2024-06-07 04:24:53,2024-06-07
1034,810104,82948,30.0,7,6,1,2024-06-07 04:24:53,2024-06-07
1035,810104,82948,30.0,69,7,1,2024-06-07 04:24:53,2024-06-07
1036,810104,82948,30.0,32,9,1,2024-06-07 04:24:53,2024-06-07
1037,810104,82948,30.0,19,11,1,2024-06-07 04:24:53,2024-06-07
1040,1242809,65284,2.0,64,6,1,2024-06-07 11:52:54,2024-06-07
1044,1903815,27476,7.0,120,1,1,2024-06-07 16:07:44,2024-06-07
1045,457736,16141,4.0,83,1,1,2024-06-07 16:22:25,2024-06-07
1046,457736,16141,4.0,53,8,1,2024-06-07 16:22:25,2024-06-07
1047,457736,16141,4.0,50,14,0,2024-06-07 16:22:25,2024-06-07
1048,457736,16141,4.0,21,19,0,2024-06-07 16:22:25,2024-06-07
1051,1440665,69368,7.0,24,8,0,2024-06-07 00:48:51,2024-06-07
1052,1440665,69368,7.0,48,17,0,2024-06-07 00:48:51,2024-06-07
1076,105560,158632,17.0,106,1,1,2024-06-07 22:39:16,2024-06-07
1077,105560,158632,17.0,98,10,1,2024-06-07 22:39:16,2024-06-07
1078,105560,158632,17.0,72,19,1,2024-06-07 22:39:16,2024-06-07
1079,105560,158632,17.0,107,24,1,2024-06-07 22:39:16,2024-06-07
1086,1384348,92999,9.0,24,1,0,2024-06-07 21:20:07,2024-06-07
1087,1384348,92999,9.0,77,5,1,2024-06-07 21:20:07,2024-06-07
1088,1384348,92999,9.0,123,8,0,2024-06-07 21:20:07,2024-06-07
1089,1384348,92999,9.0,123,9,0,2024-06-07 21:20:07,2024-06-07
1090,1384348,92999,9.0,9,12,0,2024-06-07 21:20:07,2024-06-07
1091,1384348,92999,9.0,67,15,0,2024-06-07 21:20:07,2024-06-07
1092,1384348,92999,9.0,38,17,1,2024-06-07 21:20:07,2024-06-07
1095,231808,140510,5.0,124,5,0,2024-06-07 19:41:16,2024-06-07
1096,231808,140510,5.0,83,6,1,2024-06-07 19:41:16,2024-06-07
1097,231808,140510,5.0,61,24,1,2024-06-07 19:41:16,2024-06-07
1107,1982721,67644,7.0,120,4,1,2024-06-07 04:49:28,2024-06-07
1108,1982721,67644,7.0,117,6,1,2024-06-07 04:49:28,2024-06-07
1109,1982721,67644,7.0,120,8,1,2024-06-07 04:49:28,2024-06-07
1110,121814,171618,7.0,24,4,1,2024-06-07 07:28:47,2024-06-07
1111,121814,171618,7.0,24,6,1,2024-06-07 07:28:47,2024-06-07
1112,121814,171618,7.0,63,17,1,2024-06-07 07:28:47,2024-06-07
1119,1060428,186829,7.0,69,2,1,2024-06-07 11:05:19,2024-06-07
1122,849758,72991,,24,1,0,2024-06-07 18:21:40,2024-06-07
1123,849758,72991,,38,19,0,2024-06-07 18:21:40,2024-06-07
1137,1162801,193985,17.0,67,4,1,2024-06-07 06:14:13,2024-06-07
1138,1162801,193985,17.0,3,15,1,2024-06-07 06:14:13,2024-06-07
1139,1162801,193985,17.0,77,30,0,2024-06-07 06:14:13,2024-06-07
1140,1162801,193985,17.0,98,31,1,2024-06-07 06:14:13,2024-06-07
1141,1162801,193985,17.0,115,32,1,2024-06-07 06:14:13,2024-06-07
1154,624220,33037,5.0,112,4,1,2024-06-07 07:03:15,2024-06-07
1173,205559,174364,2.0,88,2,0,2024-06-07 17:29:19,2024-06-07
1174,205559,174364,2.0,50,12,0,2024-06-07 17:29:19,2024-06-07
1175,205559,174364,2.0,66,16,0,2024-06-07 17:29:19,2024-06-07
1177,511892,78746,7.0,84,4,1,2024-06-07 05:51:53,2024-06-07
1178,511892,78746,7.0,37,8,0,2024-06-07 05:51:53,2024-06-07
1179,126513,114439,2.0,112,1,1,2024-06-07 21:05:38,2024-06-07
1180,126513,114439,2.0,123,2,1,2024-06-07 21:05:38,2024-06-07
1181,126513,114439,2.0,83,9,1,2024-06-07 21:05:38,2024-06-07
1182,126513,114439,2.0,122,10,1,2024-06-07 21:05:38,2024-06-07
1250,326456,1837,2.0,24,5,1,2024-06-07 20:05:55,2024-06-07
1251,326456,1837,2.0,120,9,1,2024-06-07 20:05:55,2024-06-07
1262,388312,81140,2.0,83,2,1,2024-06-07 06:30:06,2024-06-07
1263,388312,81140,2.0,78,8,0,2024-06-07 06:30:06,2024-06-07
1264,388312,81140,2.0,16,10,1,2024-06-07 06:30:06,2024-06-07
1265,388312,81140,2.0,24,18,0,2024-06-07 06:30:06,2024-06-07
1323,216347,96062,3.0,24,3,1,2024-06-07 00:00:47,2024-06-07
