order_num,order_id,user_id,order_timestamp,total_amount,date
448,88226,205233,2024-06-06 08:16:53,7.26,2024-06-06
26841,1759053,38595,2024-06-06 21:08:07,13.7,2024-06-06
136410,52967,108230,2024-06-06 05:47:30,5.0,2024-06-06
66709,1453745,102578,2024-06-06 23:49:00,18.96,2024-06-06
163428,1528640,25382,2024-06-06 17:09:57,45.4,2024-06-06
164290,848284,99400,2024-06-06 05:07:49,9.62,2024-06-06
196653,1263326,2786,2024-06-06 14:20:05,13.63,2024-06-06
58575,1167441,141144,2024-06-06 20:27:14,5.34,2024-06-06
117308,1009464,179400,2024-06-06 07:26:33,15.11,2024-06-06
84180,370038,45201,2024-06-06 13:53:03,15.48,2024-06-06
173992,1500391,132377,2024-06-06 04:59:51,13.0,2024-06-06
6271,206788,60797,2024-06-06 12:07:23,5.14,2024-06-06
54681,300459,1067,2024-06-06 16:21:52,5.0,2024-06-06
80642,1980476,182475,2024-06-06 22:24:10,45.55,2024-06-06
48356,153485,179617,2024-06-06 12:30:47,26.18,2024-06-06
101293,1217736,112588,2024-06-06 06:15:08,5.0,2024-06-06
71930,1476101,69647,2024-06-06 12:30:04,5.0,2024-06-06
130792,1072558,185080,2024-06-06 22:58:51,22.54,2024-06-06
119685,1103979,46087,2024-06-06 16:11:14,24.49,2024-06-06
190724,672390,160362,2024-06-06 20:18:32,48.01,2024-06-06
170569,1134171,60149,2024-06-06 09:43:26,21.35,2024-06-06
5851,1412870,119783,2024-06-06 19:58:52,5.54,2024-06-06
21501,861715,155516,2024-06-06 05:30:47,9.62,2024-06-06
109706,193948,147824,2024-06-06 06:06:58,5.0,2024-06-06
139253,356955,191821,2024-06-06 21:30:41,11.74,2024-06-06
79595,189276,10518,2024-06-06 22:53:04,19.62,2024-06-06
147429,1021294,178563,2024-06-06 09:43:35,8.84,2024-06-06
116285,1813008,162168,2024-06-06 09:51:10,27.63,2024-06-06
174550,524869,64075,2024-06-06 17:08:36,6.38,2024-06-06
25064,1577059,71967,2024-06-06 09:28:37,5.0,2024-06-06
93786,1008870,169659,2024-06-06 18:45:53,18.61,2024-06-06
107718,551783,179700,2024-06-06 08:02:21,5.0,2024-06-06
158566,1698130,10384,2024-06-06 12:07:49,9.57,2024-06-06
8105,1125870,165020,2024-06-06 20:35:32,5.0,2024-06-06
35428,1157684,140,2024-06-06 04:32:56,6.84,2024-06-06
88314,1664247,153075,2024-06-06 06:42:28,9.57,2024-06-06
117393,1043206,2313,2024-06-06 16:36:17,11.21,2024-06-06
83722,906352,17013,2024-06-06 15:33:52,19.37,2024-06-06
91605,1529907,92401,2024-06-06 12:52:14,5.0,2024-06-06
67286,567986,173472,2024-06-06 16:45:18,39.68,2024-06-06
91260,766274,87110,2024-06-06 22:35:28,23.05,2024-06-06
26007,493270,203602,2024-06-06 15:47:23,5.0,2024-06-06
193151,691255,109611,2024-06-06 01:00:35,8.2,2024-06-06
130769,52615,71315,2024-06-06 16:20:55,10.96,2024-06-06
105184,908654,121730,2024-06-06 07:43:08,5.0,2024-06-06
5575,2012262,28268,2024-06-06 02:10:53,15.99,2024-06-06
16181,1477483,169622,2024-06-06 00:00:41,34.34,2024-06-06
64587,51368,56775,2024-06-06 02:38:51,17.92,2024-06-06
167382,1845792,24627,2024-06-06 10:09:19,32.1,2024-06-06
182403,1899998,100320,2024-06-06 22:55:32,7.68,2024-06-06
166815,348265,108491,2024-06-06 16:58:44,23.81,2024-06-06
154474,1651240,189972,2024-06-06 00:16:51,47.2,2024-06-06
5213,288264,103877,2024-06-06 10:13:19,8.38,2024-06-06
32291,1277884,156120,2024-06-06 06:16:15,37.09,2024-06-06
119931,1089163,84983,2024-06-06 22:41:27,5.52,2024-06-06
123708,484176,190883,2024-06-06 06:27:40,5.49,2024-06-06
10086,1345549,192210,2024-06-06 07:06:02,6.96,2024-06-06
121369,1530584,65608,2024-06-06 09:33:13,50.0,2024-06-06
182788,1223620,86965,2024-06-06 16:46:29,6.16,2024-06-06
90195,1427710,64714,2024-06-06 22:05:45,39.93,2024-06-06
89346,1079579,101069,2024-06-06 11:20:48,44.19,2024-06-06
85532,669129,110528,2024-06-06 14:15:44,9.73,2024-06-06
48333,807374,86177,2024-06-06 07:49:58,18.33,2024-06-06
45253,373189,97658,2024-06-06 22:09:37,8.72,2024-06-06
46374,1521104,83242,2024-06-06 22:46:58,5.2,2024-06-06
41510,1944512,45461,2024-06-06 21:55:46,7.71,2024-06-06
179061,342925,90650,2024-06-06 04:47:39,8.45,2024-06-06
198067,748659,56437,2024-06-06 02:21:02,43.78,2024-06-06
96295,1465337,44075,2024-06-06 18:20:34,7.94,2024-06-06
78363,1988577,21553,2024-06-06 06:54:21,24.06,2024-06-06
13696,674969,113494,2024-06-06 11:16:12,17.33,2024-06-06
59583,1573817,174171,2024-06-06 12:52:21,16.67,2024-06-06
79376,569480,47707,2024-06-06 01:20:13,15.25,2024-06-06
81404,1829764,78568,2024-06-06 20:40:49,5.0,2024-06-06
65971,261168,149284,2024-06-06 22:42:11,18.89,2024-06-06
174567,1861785,77403,2024-06-06 07:36:05,5.0,2024-06-06
85837,1624588,136059,2024-06-06 07:35:14,11.0,2024-06-06
93062,400943,153994,2024-06-06 17:09:31,7.28,2024-06-06
77573,1520337,165930,2024-06-06 19:39:35,9.7,2024-06-06
182778,1699582,78238,2024-06-06 14:40:23,5.0,2024-06-06
10133,1237586,155796,2024-06-06 16:53:08,9.53,2024-06-06
50556,482788,137216,2024-06-06 12:52:19,5.0,2024-06-06
94264,881974,53058,2024-06-06 15:30:32,16.91,2024-06-06
187573,1927875,37307,2024-06-06 00:58:17,50.0,2024-06-06
189184,150599,131634,2024-06-06 12:34:35,7.73,2024-06-06
98333,1906696,91987,2024-06-06 02:54:56,37.39,2024-06-06
36097,1549309,156116,2024-06-06 12:23:02,19.73,2024-06-06
53964,487972,7278,2024-06-06 20:43:16,33.73,2024-06-06
49454,749592,115491,2024-06-06 23:45:34,39.21,2024-06-06
63889,396730,123362,2024-06-06 04:31:51,7.29,2024-06-06
90444,1979804,166493,2024-06-06 16:21:58,50.0,2024-06-06
107294,577322,56265,2024-06-06 13:11:13,5.0,2024-06-06
169554,809455,79100,2024-06-06 01:57:46,7.09,2024-06-06
73319,1549996,144956,2024-06-06 22:58:25,35.48,2024-06-06
20189,484760,33816,2024-06-06 03:13:52,15.93,2024-06-06
158341,1782242,1234,2024-06-06 15:46:37,8.07,2024-06-06
119741,480064,174950,2024-06-06 10:13:59,20.88,2024-06-06
137767,563447,24268,2024-06-06 05:55:54,14.91,2024-06-06
3228,1951472,67259,2024-06-06 16:05:40,5.0,2024-06-06
79827,301066,35005,2024-06-06 02:22:27,5.0,2024-06-06
141923,1154812,111372,2024-06-06 05:40:32,7.71,2024-06-06
189736,1864085,190422,2024-06-06 12:24:07,25.01,2024-06-06
78282,504005,69615,2024-06-06 11:49:49,12.25,2024-06-06
138849,1171794,180788,2024-06-06 11:54:42,46.29,2024-06-06
180210,244525,21777,2024-06-06 02:28:51,26.59,2024-06-06
116018,776861,165665,2024-06-06 22:00:39,5.0,2024-06-06
44789,1650386,134302,2024-06-06 15:36:49,7.93,2024-06-06
57933,331034,187096,2024-06-06 12:02:31,42.52,2024-06-06
59502,1927938,151891,2024-06-06 18:44:27,5.0,2024-06-06
155422,699341,171151,2024-06-06 13:07:17,13.65,2024-06-06
172909,943069,156887,2024-06-06 12:44:41,35.4,2024-06-06
152029,494000,146284,2024-06-06 23:29:47,14.07,2024-06-06
136843,1691721,3226,2024-06-06 08:01:14,5.37,2024-06-06
164500,1264814,172840,2024-06-06 22:34:33,10.34,2024-06-06
142481,1149332,163875,2024-06-06 20:40:19,6.55,2024-06-06
48761,599773,1143,2024-06-06 07:20:16,16.64,2024-06-06
71143,1804093,186525,2024-06-06 02:37:23,12.35,2024-06-06
122235,504504,16722,2024-06-06 16:32:06,5.0,2024-06-06
134224,1922893,120045,2024-06-06 10:23:11,26.6,2024-06-06
179432,772403,155772,2024-06-06 17:24:50,5.0,2024-06-06
73117,561212,171422,2024-06-06 15:46:27,5.0,2024-06-06
153832,99164,10599,2024-06-06 08:27:02,9.26,2024-06-06
138516,397611,196886,2024-06-06 22:44:39,9.22,2024-06-06
123409,432221,136066,2024-06-06 03:04:14,5.0,2024-06-06
155752,46101,13050,2024-06-06 13:34:05,35.6,2024-06-06
197991,1713749,110763,2024-06-06 19:38:10,13.76,2024-06-06
36825,1022081,56093,2024-06-06 01:56:06,41.24,2024-06-06
42073,1221400,105147,2024-06-06 20:19:02,8.54,2024-06-06
92883,485170,119589,2024-06-06 05:05:10,21.45,2024-06-06
191771,1674469,12580,2024-06-06 10:18:56,45.49,2024-06-06
77237,1890329,69546,2024-06-06 22:57:58,5.0,2024-06-06
187683,713966,37235,2024-06-06 13:47:11,18.73,2024-06-06
57641,663740,24263,2024-06-06 15:36:22,6.12,2024-06-06
183488,1900066,2198,2024-06-06 13:10:44,21.54,2024-06-06
146605,1739037,85214,2024-06-06 05:47:24,7.04,2024-06-06
165375,262108,198566,2024-06-06 02:06:11,5.0,2024-06-06
55288,851510,47103,2024-06-06 18:54:38,26.1,2024-06-06
169538,1134831,1504,2024-06-06 00:34:28,27.11,2024-06-06
46361,1231167,6368,2024-06-06 01:49:07,5.0,2024-06-06
111106,448889,46684,2024-06-06 17:57:12,5.0,2024-06-06
156318,242596,84144,2024-06-06 10:53:35,6.84,2024-06-06
169566,1040420,188548,2024-06-06 15:55:38,5.0,2024-06-06
74921,1158528,25723,2024-06-06 23:46:51,18.72,2024-06-06
190740,331338,88054,2024-06-06 04:52:50,17.76,2024-06-06
185737,1198932,110743,2024-06-06 01:36:03,8.89,2024-06-06
119289,1624386,167104,2024-06-06 07:02:01,5.91,2024-06-06
194258,880971,73765,2024-06-06 02:05:19,5.0,2024-06-06
181839,124887,60251,2024-06-06 02:53:20,16.68,2024-06-06
95876,1348366,61086,2024-06-06 18:57:56,11.14,2024-06-06
10100,1966946,33938,2024-06-06 14:13:10,23.47,2024-06-06
185123,908113,180501,2024-06-06 05:44:05,9.41,2024-06-06
101093,297175,16378,2024-06-06 14:32:03,18.15,2024-06-06
163983,170077,123382,2024-06-06 10:31:24,18.57,2024-06-06
134784,1466119,81065,2024-06-06 05:02:57,10.67,2024-06-06
116605,559494,127504,2024-06-06 17:55:23,32.91,2024-06-06
79156,1702968,77003,2024-06-06 21:21:43,7.73,2024-06-06
7791,1601877,14861,2024-06-06 08:02:18,7.31,2024-06-06
165929,123555,198029,2024-06-06 11:11:02,14.27,2024-06-06
59590,1936515,7564,2024-06-06 15:59:55,29.03,2024-06-06
180818,641359,131834,2024-06-06 03:33:33,6.01,2024-06-06
95558,927413,136970,2024-06-06 15:05:38,9.39,2024-06-06
87306,433144,160970,2024-06-06 07:55:20,5.0,2024-06-06
51234,1354913,68897,2024-06-06 16:23:23,16.97,2024-06-06
120122,1612881,58090,2024-06-06 18:10:09,18.42,2024-06-06
64474,1783296,8216,2024-06-06 10:08:37,5.0,2024-06-06
24856,218738,71316,2024-06-06 04:32:44,19.6,2024-06-06
36046,533411,197811,2024-06-06 19:31:53,9.56,2024-06-06
89272,878957,128636,2024-06-06 10:03:54,16.05,2024-06-06
45549,370792,147173,2024-06-06 15:29:28,47.31,2024-06-06
60309,568512,76201,2024-06-06 23:44:09,15.62,2024-06-06
30729,101903,77790,2024-06-06 04:05:33,9.89,2024-06-06
187718,1536554,40620,2024-06-06 15:07:26,23.55,2024-06-06
163237,1591586,151487,2024-06-06 02:26:46,37.34,2024-06-06
122495,1109031,86785,2024-06-06 18:04:39,9.18,2024-06-06
142847,1522122,82059,2024-06-06 17:46:30,5.0,2024-06-06
94459,1653650,183949,2024-06-06 19:00:36,11.2,2024-06-06
54040,886551,57024,2024-06-06 13:49:51,11.0,2024-06-06
124829,647261,42510,2024-06-06 08:36:24,33.17,2024-06-06
184005,1987772,135214,2024-06-06 13:33:21,5.0,2024-06-06
92501,378313,71317,2024-06-06 21:49:47,7.41,2024-06-06
93390,1679940,59907,2024-06-06 09:08:08,9.45,2024-06-06
172201,615385,11905,2024-06-06 08:41:40,22.79,2024-06-06
34441,855437,180492,2024-06-06 12:11:43,23.57,2024-06-06
184453,1631016,151568,2024-06-06 21:30:14,5.55,2024-06-06
146069,1175419,60437,2024-06-06 17:29:40,16.0,2024-06-06
155274,1141283,33796,2024-06-06 04:44:19,35.47,2024-06-06
48529,334791,58132,2024-06-06 03:36:14,17.74,2024-06-06
52873,1633000,432,2024-06-06 02:51:34,5.0,2024-06-06
117881,285135,165313,2024-06-06 22:49:20,7.4,2024-06-06
31216,1877366,161234,2024-06-06 01:53:56,10.02,2024-06-06
147496,512836,94288,2024-06-06 08:43:37,12.42,2024-06-06
156555,1892987,67354,2024-06-06 23:24:41,7.53,2024-06-06
20996,1684944,71372,2024-06-06 21:34:48,5.0,2024-06-06
59561,905575,50950,2024-06-06 02:56:45,15.59,2024-06-06
150482,1714873,98033,2024-06-06 10:45:29,5.0,2024-06-06
60155,1618466,10601,2024-06-06 22:24:51,17.8,2024-06-06
159905,1194259,192447,2024-06-06 01:21:21,15.73,2024-06-06
82101,1461114,23327,2024-06-06 15:29:38,5.0,2024-06-06
129296,1657194,174279,2024-06-06 06:29:47,13.04,2024-06-06
82715,704925,138153,2024-06-06 06:03:59,7.84,2024-06-06
189438,845063,149864,2024-06-06 16:06:52,5.0,2024-06-06
135731,1172477,105279,2024-06-06 21:47:56,19.58,2024-06-06
103673,786987,53098,2024-06-06 09:37:55,21.04,2024-06-06
187334,1671543,110458,2024-06-06 02:48:30,5.0,2024-06-06
38818,804132,149753,2024-06-06 14:14:40,42.12,2024-06-06
48905,167616,203948,2024-06-06 09:19:18,18.27,2024-06-06
87331,1991373,187523,2024-06-06 17:02:46,28.88,2024-06-06
164300,1534868,147269,2024-06-06 07:48:12,13.51,2024-06-06
57656,1143185,174486,2024-06-06 19:35:34,13.51,2024-06-06
21062,1706321,5256,2024-06-06 12:24:11,14.68,2024-06-06
110767,495457,49728,2024-06-06 15:49:16,7.59,2024-06-06
154954,711696,72087,2024-06-06 03:41:24,14.19,2024-06-06
54060,1179592,170058,2024-06-06 19:29:21,11.77,2024-06-06
8180,293570,72541,2024-06-06 08:51:27,5.0,2024-06-06
72603,989688,66781,2024-06-06 23:50:25,21.42,2024-06-06
185190,103705,4344,2024-06-06 02:21:44,6.03,2024-06-06
79540,1174958,74547,2024-06-06 22:14:16,13.15,2024-06-06
81667,2009471,41190,2024-06-06 06:53:28,44.54,2024-06-06
158861,32920,189946,2024-06-06 04:01:57,5.0,2024-06-06
103877,1369779,7399,2024-06-06 10:28:40,6.74,2024-06-06
67447,800920,198113,2024-06-06 20:41:28,5.0,2024-06-06
117860,1955241,72097,2024-06-06 03:50:46,20.05,2024-06-06
33957,739605,184035,2024-06-06 13:45:49,22.44,2024-06-06
3693,1767599,33669,2024-06-06 16:09:44,20.95,2024-06-06
117261,711039,131036,2024-06-06 10:59:08,24.28,2024-06-06
65666,1333109,173007,2024-06-06 06:05:44,10.36,2024-06-06
104000,1383908,45559,2024-06-06 21:12:18,7.73,2024-06-06
34584,1683706,55673,2024-06-06 10:28:44,19.23,2024-06-06
26037,428832,67904,2024-06-06 10:37:30,26.52,2024-06-06
138956,1394752,148359,2024-06-06 19:31:47,17.86,2024-06-06
137944,1555702,5626,2024-06-06 03:37:41,19.19,2024-06-06
31731,547299,22324,2024-06-06 10:49:52,50.0,2024-06-06
81106,255248,172211,2024-06-06 07:15:56,20.6,2024-06-06
10781,1092199,176991,2024-06-06 02:17:50,21.69,2024-06-06
127733,1238669,45619,2024-06-06 04:02:39,22.4,2024-06-06
13209,862692,158482,2024-06-06 16:15:38,5.0,2024-06-06
173585,1542133,185915,2024-06-06 01:04:23,12.24,2024-06-06
65072,1468223,72368,2024-06-06 10:15:43,17.6,2024-06-06
110018,592910,168027,2024-06-06 18:18:46,29.24,2024-06-06
65327,1130125,202838,2024-06-06 12:19:12,21.49,2024-06-06
82649,201090,140088,2024-06-06 16:14:25,11.09,2024-06-06
153563,299763,110569,2024-06-06 23:53:15,6.83,2024-06-06
