order_num,order_id,user_id,order_timestamp,total_amount,date
154040,319593,29012,2024-06-07 09:04:51,8.37,2024-06-07
114781,1657905,179133,2024-06-07 07:53:54,5.0,2024-06-07
186322,169115,96165,2024-06-07 20:44:44,5.0,2024-06-07
118901,1324266,187791,2024-06-07 05:17:14,5.0,2024-06-07
68476,1069997,180798,2024-06-07 22:00:12,18.82,2024-06-07
112896,473476,187755,2024-06-07 02:09:03,34.64,2024-06-07
117066,280494,154108,2024-06-07 15:20:06,6.22,2024-06-07
28668,120666,105756,2024-06-07 06:14:06,14.17,2024-06-07
144052,1190912,24713,2024-06-07 17:23:50,10.71,2024-06-07
160274,641728,139593,2024-06-07 06:02:45,26.96,2024-06-07
53041,1240563,15570,2024-06-07 17:27:50,31.32,2024-06-07
2754,378130,68347,2024-06-07 17:56:24,7.3,2024-06-07
78997,1675192,191210,2024-06-07 20:44:41,5.38,2024-06-07
172792,1940972,9586,2024-06-07 22:59:13,9.59,2024-06-07
21755,1646943,133175,2024-06-07 00:23:33,7.29,2024-06-07
112008,458031,85798,2024-06-07 12:09:24,50.0,2024-06-07
136834,55161,57848,2024-06-07 13:03:47,18.41,2024-06-07
150883,954435,16229,2024-06-07 21:33:53,12.79,2024-06-07
162656,856437,96359,2024-06-07 15:01:36,7.56,2024-06-07
101406,653956,63523,2024-06-07 05:30:40,7.33,2024-06-07
33234,569164,94886,2024-06-07 03:49:55,5.0,2024-06-07
172007,1805792,193990,2024-06-07 06:52:17,5.0,2024-06-07
8345,1125431,196436,2024-06-07 02:43:26,5.0,2024-06-07
190465,1223539,162849,2024-06-07 00:54:40,7.84,2024-06-07
98459,1147075,91856,2024-06-07 10:44:47,5.0,2024-06-07
89529,1436521,157325,2024-06-07 20:37:58,5.0,2024-06-07
86138,1424469,143278,2024-06-07 19:12:13,9.47,2024-06-07
43081,1464245,75860,2024-06-07 13:14:34,16.21,2024-06-07
142513,587271,180734,2024-06-07 17:15:38,48.14,2024-06-07
11857,573707,129072,2024-06-07 17:21:16,15.16,2024-06-07
7307,753085,190433,2024-06-07 19:42:09,10.05,2024-06-07
132835,246001,120851,2024-06-07 18:41:02,8.48,2024-06-07
105396,1997700,168774,2024-06-07 16:46:30,13.28,2024-06-07
6279,1380699,4206,2024-06-07 23:51:17,13.87,2024-06-07
88295,968901,137604,2024-06-07 22:14:08,5.34,2024-06-07
101556,1799676,171003,2024-06-07 11:18:19,15.33,2024-06-07
165964,1114271,123295,2024-06-07 02:15:27,5.0,2024-06-07
49464,494979,141486,2024-06-07 05:04:56,17.88,2024-06-07
34192,1480413,143714,2024-06-07 06:28:47,7.81,2024-06-07
23658,423381,100613,2024-06-07 16:06:42,5.0,2024-06-07
94497,862473,155540,2024-06-07 09:46:39,8.5,2024-06-07
20011,218175,114116,2024-06-07 11:29:33,5.0,2024-06-07
29520,499865,84515,2024-06-07 01:53:20,5.0,2024-06-07
134051,1598605,160911,2024-06-07 23:24:16,5.0,2024-06-07
148806,1676713,116331,2024-06-07 10:31:40,20.63,2024-06-07
101491,581284,98818,2024-06-07 01:13:00,5.0,2024-06-07
122368,1949116,90119,2024-06-07 09:42:20,28.56,2024-06-07
185719,563914,48201,2024-06-07 06:12:12,15.0,2024-06-07
45182,1919769,130531,2024-06-07 04:34:01,9.13,2024-06-07
32596,1645914,53324,2024-06-07 12:19:24,21.91,2024-06-07
68249,1197768,64405,2024-06-07 11:40:15,50.0,2024-06-07
151636,1715552,144153,2024-06-07 18:03:08,26.22,2024-06-07
17244,472538,58473,2024-06-07 10:51:49,28.28,2024-06-07
78054,1575324,10827,2024-06-07 07:47:23,31.04,2024-06-07
48308,611151,26948,2024-06-07 03:29:58,5.0,2024-06-07
138646,627195,199880,2024-06-07 14:52:13,5.0,2024-06-07
192186,1201747,54685,2024-06-07 23:54:37,36.63,2024-06-07
92125,124209,116031,2024-06-07 03:47:09,17.55,2024-06-07
193834,1279881,49689,2024-06-07 18:03:49,50.0,2024-06-07
32516,669784,31362,2024-06-07 22:06:27,5.0,2024-06-07
96818,1009065,25432,2024-06-07 10:47:59,27.37,2024-06-07
151628,1048397,162657,2024-06-07 06:23:19,13.17,2024-06-07
163679,14760,181552,2024-06-07 17:59:21,8.31,2024-06-07
9455,849758,72991,2024-06-07 18:21:40,5.0,2024-06-07
39903,1700398,1766,2024-06-07 21:41:57,6.3,2024-06-07
55750,1255500,5320,2024-06-07 04:45:39,5.0,2024-06-07
74182,1498846,193796,2024-06-07 21:55:32,18.0,2024-06-07
18900,853538,29987,2024-06-07 08:21:30,5.0,2024-06-07
80866,1547366,95911,2024-06-07 17:34:41,26.46,2024-06-07
59874,1532096,180492,2024-06-07 08:46:34,39.11,2024-06-07
167448,1615618,197569,2024-06-07 06:14:43,40.31,2024-06-07
36394,744903,95929,2024-06-07 04:41:44,5.3,2024-06-07
92198,1787377,122069,2024-06-07 07:07:48,5.0,2024-06-07
54395,1182520,85387,2024-06-07 08:40:15,10.95,2024-06-07
126895,1386296,195689,2024-06-07 00:24:48,5.0,2024-06-07
167759,819362,78639,2024-06-07 21:08:46,8.54,2024-06-07
123895,1564397,198656,2024-06-07 19:11:55,13.2,2024-06-07
70455,1008026,122200,2024-06-07 01:28:27,9.57,2024-06-07
58366,1929151,82263,2024-06-07 20:04:13,8.52,2024-06-07
118543,243134,133355,2024-06-07 18:04:47,13.05,2024-06-07
40453,1866783,10931,2024-06-07 01:29:18,18.68,2024-06-07
139452,1392044,22018,2024-06-07 04:07:40,5.0,2024-06-07
59046,1016184,159387,2024-06-07 08:26:29,5.0,2024-06-07
96800,1267980,200566,2024-06-07 01:42:19,7.24,2024-06-07
128747,1668074,111557,2024-06-07 21:27:29,9.1,2024-06-07
89300,325017,74434,2024-06-07 20:15:37,10.14,2024-06-07
96996,1833778,92108,2024-06-07 04:11:12,50.0,2024-06-07
17259,1451560,109864,2024-06-07 18:07:26,21.26,2024-06-07
161940,1752092,57781,2024-06-07 22:37:33,11.17,2024-06-07
71026,1243739,1727,2024-06-07 08:53:31,5.8,2024-06-07
96826,245011,49730,2024-06-07 08:10:03,20.19,2024-06-07
19474,91138,162339,2024-06-07 07:32:08,7.75,2024-06-07
170921,393282,12552,2024-06-07 20:14:19,5.0,2024-06-07
190466,496743,62509,2024-06-07 06:41:55,5.0,2024-06-07
73933,610589,146134,2024-06-07 18:50:31,16.72,2024-06-07
38032,1634367,63423,2024-06-07 21:25:08,9.12,2024-06-07
51862,650963,15545,2024-06-07 10:15:10,9.08,2024-06-07
140734,1047635,33905,2024-06-07 16:32:33,5.0,2024-06-07
87048,1916776,129088,2024-06-07 09:25:28,5.0,2024-06-07
152937,436708,56421,2024-06-07 16:04:34,49.15,2024-06-07
9804,126513,114439,2024-06-07 21:05:38,10.23,2024-06-07
188218,1268231,119745,2024-06-07 19:25:19,5.0,2024-06-07
108413,1642060,58091,2024-06-07 17:18:13,38.34,2024-06-07
43232,1948575,122636,2024-06-07 08:49:14,5.0,2024-06-07
14569,1135261,130934,2024-06-07 01:55:39,5.0,2024-06-07
76893,26798,148807,2024-06-07 06:48:44,7.01,2024-06-07
118236,731849,111969,2024-06-07 21:49:43,13.04,2024-06-07
126422,1889112,155150,2024-06-07 05:14:07,20.78,2024-06-07
152837,1440753,28825,2024-06-07 01:35:15,26.48,2024-06-07
22701,398628,179059,2024-06-07 11:26:14,19.45,2024-06-07
171050,785549,197869,2024-06-07 14:05:00,23.38,2024-06-07
197857,1184458,124664,2024-06-07 08:38:10,16.39,2024-06-07
70298,383057,45313,2024-06-07 00:03:04,15.74,2024-06-07
79657,1313380,54255,2024-06-07 23:49:03,5.16,2024-06-07
122286,1355642,120544,2024-06-07 18:24:34,7.5,2024-06-07
101560,1699797,32821,2024-06-07 16:58:48,6.83,2024-06-07
170774,860111,24611,2024-06-07 04:23:12,8.38,2024-06-07
54081,1400332,118776,2024-06-07 11:15:08,5.0,2024-06-07
84248,184953,31213,2024-06-07 09:03:44,9.77,2024-06-07
39035,1407469,46813,2024-06-07 00:13:50,11.1,2024-06-07
133160,690502,139839,2024-06-07 23:45:45,50.0,2024-06-07
18327,1234374,135196,2024-06-07 10:49:28,16.12,2024-06-07
166420,1829184,91504,2024-06-07 14:54:04,5.0,2024-06-07
131224,451324,107478,2024-06-07 22:14:23,22.7,2024-06-07
150269,1460941,1868,2024-06-07 04:03:57,5.0,2024-06-07
77326,1228455,35548,2024-06-07 14:25:03,50.0,2024-06-07
60999,196819,35878,2024-06-07 22:14:55,5.0,2024-06-07
56862,696087,149457,2024-06-07 02:11:14,5.0,2024-06-07
33892,431984,79355,2024-06-07 21:01:52,29.63,2024-06-07
120674,379439,103434,2024-06-07 19:10:23,24.41,2024-06-07
135382,120127,197741,2024-06-07 10:02:51,15.1,2024-06-07
180440,1695440,24391,2024-06-07 20:17:59,5.0,2024-06-07
8417,685794,79540,2024-06-07 04:58:26,37.6,2024-06-07
133472,1467363,205607,2024-06-07 23:26:27,43.63,2024-06-07
197195,1151068,13562,2024-06-07 20:40:11,41.25,2024-06-07
135194,620151,73713,2024-06-07 03:54:02,5.0,2024-06-07
69829,252857,182010,2024-06-07 13:49:27,14.5,2024-06-07
92359,1141014,51541,2024-06-07 23:29:48,10.14,2024-06-07
132929,719846,137750,2024-06-07 02:02:55,5.0,2024-06-07
145458,667646,145917,2024-06-07 08:24:52,5.0,2024-06-07
73194,343216,21572,2024-06-07 19:38:58,16.32,2024-06-07
58752,730929,156650,2024-06-07 23:51:48,6.8,2024-06-07
195186,2011402,78165,2024-06-07 04:43:04,28.97,2024-06-07
92281,1635140,113997,2024-06-07 18:59:27,21.86,2024-06-07
71386,455624,93346,2024-06-07 04:34:45,32.2,2024-06-07
153185,43830,201631,2024-06-07 01:39:37,10.21,2024-06-07
13426,1448916,16810,2024-06-07 19:44:47,5.0,2024-06-07
141628,1319020,79046,2024-06-07 22:42:03,6.06,2024-06-07
2798,914807,26978,2024-06-07 04:11:04,5.0,2024-06-07
32438,819079,25687,2024-06-07 11:27:34,16.5,2024-06-07
154893,711012,85725,2024-06-07 22:05:49,5.0,2024-06-07
148134,1937141,180347,2024-06-07 23:18:17,14.35,2024-06-07
111362,967554,88673,2024-06-07 18:46:32,5.0,2024-06-07
82048,1766304,168854,2024-06-07 06:10:17,18.9,2024-06-07
54836,1553256,179650,2024-06-07 11:42:11,17.11,2024-06-07
187528,1541333,10046,2024-06-07 22:35:45,7.06,2024-06-07
93620,1164150,45876,2024-06-07 07:53:44,5.0,2024-06-07
128565,82756,190176,2024-06-07 18:02:36,15.74,2024-06-07
171446,407731,135158,2024-06-07 17:11:41,15.58,2024-06-07
7027,398274,84472,2024-06-07 08:33:09,13.16,2024-06-07
2339,409158,27311,2024-06-07 08:22:44,5.27,2024-06-07
68025,309664,73508,2024-06-07 08:44:43,5.0,2024-06-07
171467,1198845,48310,2024-06-07 05:36:32,5.0,2024-06-07
149093,1901337,99500,2024-06-07 21:28:05,20.71,2024-06-07
84489,1782511,165882,2024-06-07 21:43:40,25.73,2024-06-07
17499,2014857,167852,2024-06-07 14:13:44,15.83,2024-06-07
9351,121814,171618,2024-06-07 07:28:47,17.3,2024-06-07
186152,1711342,65221,2024-06-07 20:06:52,5.85,2024-06-07
179810,362588,178889,2024-06-07 22:31:51,26.57,2024-06-07
113549,1275878,197270,2024-06-07 00:35:57,17.46,2024-06-07
103164,1919152,12688,2024-06-07 00:00:50,28.95,2024-06-07
62663,379029,47244,2024-06-07 02:45:04,25.69,2024-06-07
140161,1769390,57752,2024-06-07 07:45:09,26.85,2024-06-07
153727,1430948,81479,2024-06-07 09:42:26,5.0,2024-06-07
123707,802643,1809,2024-06-07 13:01:46,29.99,2024-06-07
122704,1747511,10374,2024-06-07 03:49:43,5.0,2024-06-07
136228,956178,45930,2024-06-07 01:17:51,25.43,2024-06-07
57623,148252,139211,2024-06-07 04:33:01,5.0,2024-06-07
16317,351930,170492,2024-06-07 00:35:24,9.16,2024-06-07
127463,1150938,9468,2024-06-07 09:36:45,5.0,2024-06-07
90506,697068,113489,2024-06-07 01:40:55,23.53,2024-06-07
90614,506675,189278,2024-06-07 16:34:59,30.08,2024-06-07
198564,1679463,17488,2024-06-07 19:29:34,19.39,2024-06-07
74353,524247,18383,2024-06-07 13:06:59,12.16,2024-06-07
43909,22383,102001,2024-06-07 05:15:11,5.0,2024-06-07
58197,1439865,12961,2024-06-07 02:11:19,5.21,2024-06-07
169300,613898,42678,2024-06-07 15:35:41,8.44,2024-06-07
162661,189554,97724,2024-06-07 21:30:15,5.56,2024-06-07
149524,1422868,200299,2024-06-07 14:29:39,12.56,2024-06-07
47989,500236,9158,2024-06-07 04:17:15,18.9,2024-06-07
25185,1917235,49609,2024-06-07 18:56:43,23.42,2024-06-07
19343,1562481,190289,2024-06-07 18:32:37,7.66,2024-06-07
1680,824199,30102,2024-06-07 00:35:15,7.41,2024-06-07
79640,915339,41037,2024-06-07 23:19:26,5.72,2024-06-07
125964,842869,94980,2024-06-07 17:37:09,15.78,2024-06-07
18749,153528,174371,2024-06-07 16:04:51,17.52,2024-06-07
112511,1951607,46293,2024-06-07 20:24:18,6.71,2024-06-07
13334,831093,117882,2024-06-07 22:12:13,7.76,2024-06-07
155840,592081,161877,2024-06-07 23:40:44,33.94,2024-06-07
23703,153677,70060,2024-06-07 19:14:27,5.0,2024-06-07
118839,460455,190155,2024-06-07 17:18:21,11.46,2024-06-07
156589,993078,157960,2024-06-07 20:39:21,30.83,2024-06-07
6320,1289162,145785,2024-06-07 14:02:04,5.0,2024-06-07
25798,739059,177546,2024-06-07 20:07:10,5.0,2024-06-07
2013,169742,139158,2024-06-07 06:00:20,13.6,2024-06-07
96314,1007245,123322,2024-06-07 19:23:21,15.41,2024-06-07
48346,132388,132098,2024-06-07 02:40:32,5.0,2024-06-07
84637,269821,113398,2024-06-07 10:16:52,5.0,2024-06-07
183291,1507555,2785,2024-06-07 21:45:39,5.38,2024-06-07
21468,1122216,165750,2024-06-07 13:13:03,44.04,2024-06-07
25392,1247667,24605,2024-06-07 08:01:10,9.57,2024-06-07
22491,16580,3962,2024-06-07 05:09:41,5.0,2024-06-07
168251,1463707,54247,2024-06-07 00:56:40,16.38,2024-06-07
168575,321486,2387,2024-06-07 05:39:40,13.65,2024-06-07
196210,719756,29023,2024-06-07 09:29:26,8.74,2024-06-07
17062,659773,178434,2024-06-07 10:26:16,9.03,2024-06-07
48028,997487,183547,2024-06-07 07:53:56,6.06,2024-06-07
114262,1648747,97408,2024-06-07 22:00:38,50.0,2024-06-07
118447,1060165,129321,2024-06-07 16:51:42,39.33,2024-06-07
9347,1982721,67644,2024-06-07 04:49:28,9.88,2024-06-07
108311,1041676,156118,2024-06-07 18:44:17,25.82,2024-06-07
109295,314727,150408,2024-06-07 17:39:05,24.56,2024-06-07
42580,1097200,75559,2024-06-07 13:57:52,14.12,2024-06-07
128904,1197234,160038,2024-06-07 19:12:47,46.7,2024-06-07
11395,1718757,161887,2024-06-07 13:29:06,7.86,2024-06-07
140883,225673,90829,2024-06-07 02:44:50,19.79,2024-06-07
126696,537266,72666,2024-06-07 20:52:12,6.94,2024-06-07
92546,957158,183116,2024-06-07 16:46:30,32.41,2024-06-07
26356,1870886,35916,2024-06-07 20:32:28,10.94,2024-06-07
105517,1238320,59053,2024-06-07 11:45:42,35.35,2024-06-07
143440,361742,150369,2024-06-07 05:17:53,7.67,2024-06-07
101918,1032933,75642,2024-06-07 00:35:07,5.0,2024-06-07
157947,580515,77609,2024-06-07 18:53:43,10.34,2024-06-07
183061,1972655,19523,2024-06-07 18:11:43,18.72,2024-06-07
94703,994744,169880,2024-06-07 14:02:44,38.31,2024-06-07
177226,519073,160773,2024-06-07 21:37:34,38.76,2024-06-07
33317,298692,191638,2024-06-07 13:45:48,9.37,2024-06-07
3678,826659,198874,2024-06-07 23:39:54,19.18,2024-06-07
115854,430105,57087,2024-06-07 14:03:14,5.32,2024-06-07
128388,854321,185253,2024-06-07 12:58:10,28.4,2024-06-07
86011,50442,78727,2024-06-07 18:38:10,21.89,2024-06-07
111927,99829,193786,2024-06-07 04:39:58,14.48,2024-06-07
64745,1505644,19602,2024-06-07 18:45:14,8.51,2024-06-07
122574,1173527,108538,2024-06-07 04:42:33,5.0,2024-06-07
87694,736504,40497,2024-06-07 06:40:35,24.1,2024-06-07
53544,1936138,100183,2024-06-07 10:19:23,18.76,2024-06-07
37083,25896,47969,2024-06-07 03:37:12,29.78,2024-06-07
67908,686616,138076,2024-06-07 01:59:57,29.52,2024-06-07
103203,371582,171255,2024-06-07 15:16:36,17.17,2024-06-07
75078,199795,133309,2024-06-07 21:13:18,5.0,2024-06-07
74077,1897139,106527,2024-06-07 16:34:26,12.51,2024-06-07
183062,1709720,117144,2024-06-07 16:35:14,5.0,2024-06-07
18796,352536,154917,2024-06-07 03:54:32,16.91,2024-06-07
24698,1685754,155572,2024-06-07 18:40:42,6.98,2024-06-07
49282,743286,168953,2024-06-07 09:57:59,16.34,2024-06-07
125632,1310472,197665,2024-06-07 05:34:39,5.0,2024-06-07
149895,1171133,106263,2024-06-07 20:54:29,10.89,2024-06-07
131388,80366,106071,2024-06-07 10:30:16,5.0,2024-06-07
156668,1507335,79609,2024-06-07 11:04:26,7.38,2024-06-07
138546,1159522,39494,2024-06-07 06:26:06,5.6,2024-06-07
18059,1539553,128702,2024-06-07 20:27:34,10.57,2024-06-07
161529,436234,140045,2024-06-07 01:58:50,15.01,2024-06-07
65389,78102,12279,2024-06-07 12:52:26,7.97,2024-06-07
180866,426086,98274,2024-06-07 00:39:04,29.35,2024-06-07
89797,1706176,55055,2024-06-07 08:37:28,5.0,2024-06-07
142179,1548853,157876,2024-06-07 10:13:31,5.82,2024-06-07
138994,1340996,110237,2024-06-07 11:06:41,21.38,2024-06-07
5685,840155,102818,2024-06-07 09:09:10,50.0,2024-06-07
55430,1027703,105121,2024-06-07 23:41:27,41.49,2024-06-07
49730,1288366,23296,2024-06-07 11:20:55,5.0,2024-06-07
165329,1165336,67527,2024-06-07 20:17:48,14.5,2024-06-07
17122,620872,118064,2024-06-07 15:03:07,9.94,2024-06-07
102640,603894,147789,2024-06-07 16:29:02,5.0,2024-06-07
37560,171548,172677,2024-06-07 14:40:16,5.0,2024-06-07
31920,255260,59333,2024-06-07 06:09:40,5.0,2024-06-07
192341,613710,199489,2024-06-07 05:17:51,13.19,2024-06-07
100319,862077,137026,2024-06-07 18:14:02,25.07,2024-06-07
166036,1753259,135408,2024-06-07 04:30:28,36.27,2024-06-07
131607,1004191,80974,2024-06-07 14:02:20,15.48,2024-06-07
122245,1065578,84079,2024-06-07 20:49:39,19.03,2024-06-07
77103,40968,176762,2024-06-07 17:19:24,5.0,2024-06-07
100784,952921,187046,2024-06-07 19:20:45,7.16,2024-06-07
46013,1516728,156913,2024-06-07 08:39:43,8.93,2024-06-07
61073,1443038,162916,2024-06-07 07:13:29,17.81,2024-06-07
85853,1456257,181055,2024-06-07 07:50:15,10.63,2024-06-07
58030,859292,189277,2024-06-07 10:23:50,6.49,2024-06-07
108223,609543,36164,2024-06-07 17:24:03,12.63,2024-06-07
164241,2920,92679,2024-06-07 04:28:59,9.67,2024-06-07
142994,1825259,114948,2024-06-07 21:04:44,22.87,2024-06-07
81466,1705223,156768,2024-06-07 06:56:12,13.51,2024-06-07
68880,673832,134328,2024-06-07 10:49:40,7.12,2024-06-07
96766,1611142,165124,2024-06-07 06:29:36,5.0,2024-06-07
148363,157318,200506,2024-06-07 16:15:20,13.26,2024-06-07
43444,1161178,6290,2024-06-07 10:44:55,18.91,2024-06-07
31859,557543,148809,2024-06-07 00:21:47,5.0,2024-06-07
35829,1526903,133248,2024-06-07 12:27:40,11.95,2024-06-07
1181,76040,78518,2024-06-07 15:31:33,5.0,2024-06-07
159493,1394725,33513,2024-06-07 14:17:00,12.59,2024-06-07
88712,1214571,124785,2024-06-07 00:39:39,9.78,2024-06-07
29688,606433,105250,2024-06-07 02:53:06,21.35,2024-06-07
82243,1770287,194807,2024-06-07 03:18:32,17.1,2024-06-07
146970,1772854,178203,2024-06-07 19:33:28,15.46,2024-06-07
118730,1394715,108993,2024-06-07 19:51:48,23.71,2024-06-07
2303,1398193,204714,2024-06-07 07:43:15,7.74,2024-06-07
32477,78536,71280,2024-06-07 15:26:41,28.44,2024-06-07
142254,1864726,99509,2024-06-07 01:55:17,5.0,2024-06-07
7251,1442622,179500,2024-06-07 17:33:22,29.14,2024-06-07
171101,425902,128418,2024-06-07 14:08:14,5.0,2024-06-07
29803,237716,78821,2024-06-07 13:40:17,5.0,2024-06-07
104934,1895043,6899,2024-06-07 10:54:19,49.91,2024-06-07
71439,135576,67118,2024-06-07 15:46:30,5.0,2024-06-07
169074,1770305,58962,2024-06-07 06:48:23,9.62,2024-06-07
127840,951060,50431,2024-06-07 00:59:52,5.0,2024-06-07
182732,638159,79512,2024-06-07 20:49:11,7.97,2024-06-07
152047,1942428,165345,2024-06-07 05:39:34,38.7,2024-06-07
131007,23881,130169,2024-06-07 01:55:32,5.0,2024-06-07
122477,1116003,122682,2024-06-07 17:59:27,19.21,2024-06-07
145329,1631399,131762,2024-06-07 01:39:45,5.42,2024-06-07
91341,98909,51472,2024-06-07 08:53:33,5.0,2024-06-07
35933,998215,103401,2024-06-07 10:53:09,11.75,2024-06-07
9731,624220,33037,2024-06-07 07:03:15,5.0,2024-06-07
62444,848899,143274,2024-06-07 19:05:55,6.0,2024-06-07
37938,79704,53312,2024-06-07 03:55:53,39.39,2024-06-07
7681,1262521,31552,2024-06-07 02:17:53,6.05,2024-06-07
155907,811250,49285,2024-06-07 14:35:32,15.89,2024-06-07
102191,1903493,191848,2024-06-07 10:07:28,35.84,2024-06-07
167442,2001511,15888,2024-06-07 07:32:04,5.86,2024-06-07
94026,1312191,70563,2024-06-07 21:31:29,10.62,2024-06-07
88294,1869773,89558,2024-06-07 17:00:40,5.0,2024-06-07
110329,715836,17086,2024-06-07 22:56:09,5.0,2024-06-07
42443,285681,103057,2024-06-07 12:38:05,6.68,2024-06-07
87689,1443093,66725,2024-06-07 17:11:51,24.42,2024-06-07
46729,506107,11533,2024-06-07 22:00:36,12.23,2024-06-07
2704,47300,147265,2024-06-07 00:03:58,41.23,2024-06-07
107421,1490090,76630,2024-06-07 20:03:56,13.91,2024-06-07
69735,1509282,194992,2024-06-07 11:48:35,37.83,2024-06-07
137799,501664,184643,2024-06-07 07:11:26,5.0,2024-06-07
4743,757599,84293,2024-06-07 02:00:50,5.13,2024-06-07
14146,713240,82010,2024-06-07 00:33:18,9.08,2024-06-07
166007,323500,58876,2024-06-07 11:53:45,48.54,2024-06-07
45853,1076053,66039,2024-06-07 15:20:55,6.59,2024-06-07
107079,509937,65780,2024-06-07 22:00:09,19.45,2024-06-07
25306,742140,153802,2024-06-07 11:31:49,42.06,2024-06-07
51238,1283615,189829,2024-06-07 02:45:44,24.35,2024-06-07
189088,1950123,196879,2024-06-07 08:43:08,17.31,2024-06-07
77847,1636838,155480,2024-06-07 03:54:54,10.3,2024-06-07
163367,489911,75124,2024-06-07 22:21:03,50.0,2024-06-07
153297,1223669,39842,2024-06-07 23:20:48,38.46,2024-06-07
21232,1770294,13126,2024-06-07 07:02:14,5.0,2024-06-07
192247,1506362,151293,2024-06-07 07:21:53,5.0,2024-06-07
87893,1183907,47255,2024-06-07 05:37:08,20.21,2024-06-07
27258,561456,124066,2024-06-07 07:46:17,5.02,2024-06-07
130836,1640044,382,2024-06-07 09:21:34,5.31,2024-06-07
43543,773704,14850,2024-06-07 15:42:25,25.01,2024-06-07
3249,1713366,19228,2024-06-07 01:23:51,5.0,2024-06-07
62882,1165299,67633,2024-06-07 11:14:56,25.46,2024-06-07
131580,1908353,144320,2024-06-07 07:54:30,6.48,2024-06-07
46106,1030336,95397,2024-06-07 23:30:49,7.18,2024-06-07
138869,1527464,13643,2024-06-07 10:14:52,46.22,2024-06-07
62495,855971,184332,2024-06-07 22:32:02,7.63,2024-06-07
73575,1147179,163596,2024-06-07 15:30:52,16.66,2024-06-07
135979,155560,64839,2024-06-07 11:49:25,50.0,2024-06-07
4563,1147032,163764,2024-06-07 06:58:33,5.0,2024-06-07
11844,440503,71753,2024-06-07 23:03:28,22.07,2024-06-07
64014,320887,203183,2024-06-07 22:36:16,5.0,2024-06-07
13001,734316,100368,2024-06-07 14:00:39,50.0,2024-06-07
160457,2018454,124989,2024-06-07 02:15:56,25.63,2024-06-07
193310,633032,66958,2024-06-07 07:02:25,9.11,2024-06-07
163957,987143,45814,2024-06-07 08:47:51,19.11,2024-06-07
136282,1549453,71929,2024-06-07 03:46:25,5.0,2024-06-07
154125,1124450,1815,2024-06-07 03:16:29,12.85,2024-06-07
186321,1000912,50235,2024-06-07 15:32:25,5.0,2024-06-07
55383,1581441,204861,2024-06-07 17:54:55,35.92,2024-06-07
122186,726691,187982,2024-06-07 12:24:57,5.0,2024-06-07
190252,993635,61314,2024-06-07 17:03:29,15.23,2024-06-07
143641,1667704,137800,2024-06-07 07:45:16,34.34,2024-06-07
12910,344044,12833,2024-06-07 02:09:38,8.14,2024-06-07
21040,219552,36722,2024-06-07 19:07:09,37.39,2024-06-07
52652,300099,83165,2024-06-07 03:29:17,6.69,2024-06-07
