dropoff_datetime,rate_code,passenger_count,trip_distance,fare_amount,tip_amount,payment_type,trip_type,trip_id
2024-05-25 06:17:00,5.0,1.0,0.2,29.48333922439818,0.0,3.0,2.0,6778885013
2024-05-25 22:57:00,5.0,1.0,0.0,98.70896340932516,1.9656619497726693,3.0,2.0,dd72ec80eb
2024-05-25 06:06:00,1.0,1.0,0.0,27.186087785255044,0.0,2.0,1.0,c29e91c6c3
2024-05-25 22:35:00,1.0,1.0,0.0,46.19888880446004,0.0,1.0,1.0,63e6a3b2ab
2024-05-25 12:49:00,1.0,1.0,0.0,54.85637137105918,2.20496970405482,1.0,1.0,47105b3c5a
2024-05-25 03:22:00,1.0,1.0,0.0,93.26662664207713,0.0,2.0,1.0,6f6d0c2b79
2024-05-25 06:07:00,5.0,1.0,0.1,22.84695332026906,2.013550694921144,3.0,2.0,337ffac2c8
2024-05-25 16:38:00,1.0,1.0,0.0,69.25577568539958,3.418313934101183,1.0,1.0,d20d635049
2024-05-25 11:02:00,5.0,1.0,0.0,91.06776289521873,0.0,4.0,2.0,f3f5ef856c
2024-05-25 09:14:00,5.0,1.0,4.9,49.708419147636654,3.739183905086052,3.0,2.0,b7510a0244
2024-05-25 16:57:00,5.0,1.0,15.3,26.18704519372594,0.0,2.0,2.0,0be216664d
2024-05-25 22:18:00,5.0,1.0,0.0,95.40599799933301,3.826001900846599,3.0,2.0,a182cc9d84
2024-05-25 09:34:00,5.0,4.0,1.0,34.27623134178424,2.5392732611741526,3.0,2.0,7cbec8c6da
2024-05-25 18:29:00,1.0,1.0,0.0,46.663837024753875,0.0,1.0,1.0,778e05e264
2024-05-25 15:29:00,5.0,1.0,40.5,38.23210477913323,0.0,2.0,2.0,2e76abf778
2024-05-25 19:17:00,1.0,1.0,0.0,45.451063344527824,0.0,1.0,1.0,ee3915bc1b
2024-05-25 01:32:00,5.0,1.0,1.0,42.70704488624755,0.0,3.0,2.0,d63ed118a0
2024-05-25 13:55:00,5.0,1.0,0.0,36.35204244868132,0.0,2.0,2.0,956e7803d7
2024-05-25 14:03:00,1.0,1.0,0.0,65.33953313063827,0.0,2.0,1.0,651f5bfe31
2024-05-25 12:44:00,1.0,1.0,0.0,49.14587932932022,0.0,1.0,1.0,72a2526dee
2024-05-25 10:50:00,1.0,1.0,0.0,29.236297621358947,0.0,1.0,1.0,3b50292ae0
2024-05-25 19:24:00,1.0,1.0,0.0,51.51125737346629,3.1690794124251727,1.0,1.0,84e295f4e6
2024-05-25 12:18:00,1.0,1.0,21.16,93.37381963346988,0.0,2.0,1.0,c98d041533
2024-05-25 18:38:00,2.0,1.0,0.0,25.536584368360714,3.1216794962474164,2.0,1.0,9909009c62
2024-05-25 19:32:00,5.0,1.0,0.0,20.02627252619792,0.0,1.0,2.0,a8ddd2a3ab
2024-05-25 01:24:00,5.0,1.0,11.1,97.71711297651265,0.0,3.0,2.0,c719f0dc25
2024-05-25 07:16:00,5.0,2.0,0.2,66.51030914287996,0.0,3.0,2.0,80329e5aaa
2024-05-25 21:30:00,5.0,1.0,0.0,74.23572724762101,0.0,1.0,2.0,f409cf79f8
2024-05-25 19:58:00,1.0,1.0,21.16,10.665637862359052,0.0,2.0,1.0,d629020092
2024-05-25 09:28:00,2.0,1.0,0.0,78.47847340928058,0.0,2.0,1.0,bb3b2f82e8
2024-05-25 22:43:00,5.0,1.0,20.0,89.06805478101082,0.0,2.0,2.0,806299a511
2024-05-25 09:45:00,5.0,2.0,9.6,77.08781472831834,1.5840196511721372,1.0,2.0,62fb965231
2024-05-25 09:59:00,5.0,1.0,0.4,72.60317238170381,4.131191211555406,1.0,2.0,a13b8bfacf
2024-05-25 13:16:00,5.0,1.0,0.0,11.10068083744933,0.0,1.0,2.0,e84827d697
2024-05-25 13:37:00,5.0,1.0,1.3,76.59901000214317,0.0,1.0,2.0,eda97e8faa
2024-05-25 13:20:00,5.0,2.0,14.1,60.48608076352183,1.7195046103725669,2.0,2.0,2209e903b9
2024-05-25 19:36:00,5.0,1.0,25.3,39.77901771107291,0.0,2.0,2.0,69794bfa98
2024-05-25 05:41:00,5.0,1.0,20.6,79.98599969389237,0.0,2.0,2.0,b592bf2c59
2024-05-25 12:06:00,1.0,1.0,7.21,10.492673796044055,0.0,2.0,1.0,e12a21874e
2024-05-25 22:44:00,1.0,1.0,7.21,22.87982746381377,0.0,2.0,1.0,5ca58d1030
2024-05-25 08:13:00,5.0,1.0,0.0,77.12671766583874,0.0,2.0,2.0,1e553fbebf
2024-05-25 19:51:00,5.0,1.0,0.0,58.127891917007176,0.0,2.0,2.0,a25f0619b6
2024-05-25 13:15:00,5.0,2.0,0.01,62.879032368253256,4.2104165056828755,1.0,2.0,954c354ed1
2024-05-25 10:12:00,5.0,1.0,0.0,30.291377140612767,3.860701310754013,1.0,2.0,a3cae2b98b
2024-05-25 14:07:00,5.0,1.0,0.0,58.40803193873991,0.0,1.0,2.0,fa0eb5ca68
2024-05-25 14:39:00,5.0,1.0,0.0,22.465132328071896,0.0,2.0,2.0,e5aac854b2
2024-05-25 08:28:00,5.0,5.0,11.7,68.84478259950951,0.0,2.0,2.0,3342d72b23
2024-05-25 13:16:00,5.0,1.0,0.24,13.122596177423437,0.0,2.0,2.0,f04ca0c90e
2024-05-25 11:55:00,5.0,2.0,0.05,45.02684814861863,3.7032942403577715,3.0,2.0,88a78a3eff
2024-05-25 09:27:00,5.0,1.0,0.04,85.20299370674164,2.452440749950006,2.0,2.0,0b4334c8fb
2024-05-25 21:26:00,5.0,2.0,0.1,34.81842331367543,0.0,4.0,1.0,6236828d0d
2024-05-25 13:55:00,5.0,1.0,0.0,35.90148413465407,0.0,4.0,1.0,67603c4bd4
2024-05-25 05:30:00,5.0,1.0,4.4,49.25536119864615,0.0,3.0,1.0,c6e70c2490
2024-05-25 07:46:00,5.0,2.0,0.0,31.772710383406817,0.0,3.0,1.0,1aad07fa7f
2024-05-25 14:57:00,5.0,1.0,2.1,37.68194151529761,0.0,3.0,1.0,6280328e8b
2024-05-25 20:55:00,5.0,1.0,6.2,87.9771281626541,0.0,3.0,1.0,f4a1231a3d
2024-05-25 16:54:00,5.0,1.0,2.2,69.1798929072252,0.0,3.0,1.0,dfb5b743ca
2024-05-25 16:02:00,5.0,1.0,3.5,60.09996421942925,0.0,3.0,1.0,7881f7a414
2024-05-25 10:30:00,5.0,1.0,0.7,42.41556368521085,3.3138492965650177,3.0,1.0,79637eae10
2024-05-25 09:05:00,5.0,1.0,5.3,55.27795789076975,3.475890162506207,2.0,1.0,1d8a1f54e1
2024-05-25 01:04:00,5.0,1.0,4.2,44.01382127373928,0.0,3.0,1.0,2fe7b319c8
2024-05-25 05:17:00,5.0,2.0,4.32,17.098156836974965,0.0,2.0,2.0,d89552425b
2024-05-25 14:46:00,5.0,2.0,0.05,72.23376063078595,0.0,3.0,2.0,babe3721d3
2024-05-25 08:21:00,,,9.33,71.81478558706611,0.0,,,30a08be009
2024-05-25 16:11:00,,,6.58,75.30112918985614,0.0,,,2f4f6ffd87
2024-05-25 10:34:00,,,5.95,75.90650138341124,1.385769610149791,,,876367c595
2024-05-25 16:04:00,,,7.32,99.52077365667108,0.0,,,33df040bb9
2024-05-25 06:40:00,,,9.29,71.45124823040393,2.3119540396794696,,,bef5768e11
2024-05-25 12:58:00,,,8.07,10.070303972717646,4.048938464902232,,,465bd28754
2024-05-25 14:47:00,,,9.87,37.81938900165787,0.0,,,ffe40525d6
2024-05-25 13:05:00,,,1.03,68.31467250272419,0.0,,,795ce536bd
2024-05-25 18:12:00,,,1.62,57.58609578971909,0.0,,,ececbb8c38
2024-05-25 12:50:00,,,2.07,32.149819585003854,0.0,,,b29dd36486
2024-05-25 08:29:00,,,1.38,41.31036089360063,0.0,,,886d650db1
2024-05-25 07:32:00,,,2.97,70.05925693169276,0.0,,,488b43dc18
2024-05-25 08:25:00,,,5.11,15.78183431371177,0.0,,,704af10d4a
2024-05-25 23:13:00,1.0,1.0,0.0,52.79750609681763,0.0,1.0,1.0,e2493f49cb
2024-05-25 20:26:00,1.0,1.0,0.0,68.91412313849128,0.0,1.0,1.0,c1c87124a4
2024-05-25 11:13:00,1.0,1.0,0.0,93.40450341842278,0.0,1.0,1.0,09970d2a45
2024-05-25 22:46:00,1.0,1.0,0.0,82.40199308192688,0.0,1.0,1.0,f944732a0a
2024-05-25 08:23:00,1.0,1.0,0.0,16.828889257956817,0.0,1.0,1.0,baad70598b
2024-05-25 05:52:00,,,6.11,56.37852539870172,0.0,,,b998c0e2a3
2024-05-25 05:37:00,,,5.16,46.98493513559375,3.3161611213589834,,,c6d62a7d28
2024-05-25 16:44:00,,,1.73,53.16726785086542,0.0,,,fe6fc522b0
2024-05-25 01:31:00,,,4.4,63.79957216164485,0.0,,,d638b8f6c3
2024-05-25 16:27:00,,,3.28,88.5299446067221,0.0,,,ae99c1d3a9
2024-05-25 10:41:00,,,6.32,91.48097132805088,3.2785431000305025,,,ceaaa23f36
2024-05-25 09:08:00,,,4.93,40.894779853497134,3.2992114894392226,,,5681d70aa8
2024-05-25 07:48:00,,,5.7,98.85115643654964,0.0,,,9e20f8b243
2024-05-25 17:11:00,,,0.0,85.54062992071401,0.0,,,3e299b6437
2024-05-25 23:17:00,1.0,2.0,14.62,71.04402599231811,0.0,2.0,1.0,d3f3026638
2024-05-25 14:46:00,1.0,1.0,13.17,50.473017567399786,4.90113097252857,2.0,1.0,80381ea2b6
2024-05-25 02:12:00,1.0,1.0,16.93,63.521200945716444,0.0,2.0,1.0,3d504a5545
2024-05-25 15:09:00,1.0,1.0,19.2,72.91295105178028,0.0,1.0,1.0,9ca3ac7da8
2024-05-25 20:11:00,1.0,1.0,18.96,26.452296434467268,0.0,1.0,1.0,8c8dc22523
2024-05-25 19:27:00,1.0,1.0,16.22,87.08726082039522,0.0,2.0,1.0,ef857457d1
2024-05-25 11:50:00,1.0,3.0,18.6,13.931560854152274,0.0,2.0,1.0,481661a14f
2024-05-25 13:55:00,1.0,6.0,18.27,41.793744482308114,0.0,1.0,1.0,2517080683
2024-05-25 13:40:00,1.0,1.0,13.9,48.02014298875038,0.0,1.0,1.0,63e3ed2b67
2024-05-25 03:47:00,1.0,1.0,17.89,99.11706967897875,1.2586240353651692,2.0,1.0,1bc8cfe1e6
2024-05-25 07:16:00,,,5.1,27.073854850570328,0.0,,,bb960618d7
2024-05-25 04:55:00,,,4.63,17.591428114965247,0.0,,,dd48a1870a
2024-05-25 02:24:00,,,7.3,19.230350496736058,0.0,,,e938901d51
2024-05-25 02:30:00,,,8.77,82.3854845599254,3.8151530582641007,,,937778631b
2024-05-25 08:48:00,,,2.14,28.87514566248945,0.0,,,af037c6ff9
2024-05-25 17:08:00,,,7.89,19.143836910744504,2.8569502180518525,,,b2a07c22a5
2024-05-25 14:34:00,,,7.18,39.93459041558733,4.241949971507431,,,171ffd7dae
2024-05-25 16:33:00,1.0,1.0,0.0,62.83694310472114,4.213596040697699,1.0,1.0,92a94c475e
2024-05-25 08:43:00,1.0,1.0,0.0,48.94839046180356,0.0,1.0,1.0,31ae775538
2024-05-25 06:06:00,1.0,1.0,0.0,21.343473915906518,0.0,1.0,1.0,f0c3a1ee8a
2024-05-25 03:44:00,1.0,1.0,0.0,36.5233921987208,0.0,1.0,1.0,b99c9b641a
2024-05-25 18:18:00,1.0,1.0,0.0,66.73601166349255,0.0,1.0,1.0,40f2454e64
2024-05-25 00:20:00,1.0,1.0,0.0,56.38658338100709,0.0,1.0,1.0,112cfd5a09
2024-05-25 15:29:00,1.0,1.0,0.0,63.655854038496855,0.0,1.0,1.0,5bba8271a6
2024-05-25 22:33:00,1.0,1.0,0.0,66.80770899996264,0.0,1.0,1.0,0fd7579c00
2024-05-25 10:18:00,1.0,1.0,0.0,54.35318209439924,0.0,1.0,1.0,e97a8417ce
2024-05-25 15:32:00,1.0,1.0,0.0,99.6314644994253,0.0,1.0,1.0,7a73336843
2024-05-25 08:24:00,1.0,1.0,0.0,39.97604069041479,4.255471119065522,1.0,1.0,4e04125da4
2024-05-25 21:23:00,1.0,1.0,0.0,78.130116147842,3.8790972288856205,1.0,1.0,83872b7eed
2024-05-25 12:02:00,1.0,1.0,0.0,66.27122538950223,0.0,1.0,1.0,1bd0c1e7f7
2024-05-25 16:20:00,1.0,1.0,0.0,27.610151413831442,0.0,1.0,1.0,0b8caa0394
2024-05-25 00:42:00,1.0,1.0,0.0,52.32388209356683,0.0,1.0,1.0,63d1e39e10
2024-05-25 20:40:00,1.0,1.0,0.0,28.85848827248205,0.0,1.0,1.0,f9765328ee
2024-05-25 08:31:00,1.0,1.0,0.0,24.594777984326036,0.0,1.0,1.0,ee9c314433
2024-05-25 10:00:00,1.0,1.0,0.0,28.445408465620112,0.0,1.0,1.0,b9f7a08857
2024-05-25 13:47:00,1.0,1.0,0.0,87.2102283566799,0.0,1.0,1.0,e223ad17df
2024-05-25 13:58:00,1.0,1.0,0.0,37.27693547497819,0.0,1.0,1.0,8d07dd1d1f
2024-05-25 03:18:00,1.0,1.0,0.0,57.34950933125697,4.035378719754713,1.0,1.0,efe77740c5
2024-05-25 01:47:00,1.0,1.0,0.0,22.314193920647806,0.0,1.0,1.0,aac3c5cfd7
2024-05-25 22:08:00,1.0,1.0,0.0,94.38044323000007,0.0,1.0,1.0,de8e6995ee
2024-05-25 18:16:00,1.0,1.0,0.0,79.61333385915216,0.0,1.0,1.0,d4675e2e1e
2024-05-25 06:23:00,1.0,1.0,0.0,54.8708445016316,0.0,1.0,1.0,8a12525e54
2024-05-25 22:12:00,1.0,1.0,0.0,89.59140439083743,0.0,1.0,1.0,99a34698cb
2024-05-25 13:46:00,1.0,1.0,0.0,94.2352876743664,0.0,1.0,1.0,65a1b07e04
2024-05-25 12:38:00,1.0,1.0,0.0,29.346854181222394,0.0,1.0,1.0,35eaaabb3c
2024-05-25 16:39:00,1.0,1.0,0.0,73.50592662732272,4.828868740151375,1.0,1.0,baa7b9beb9
2024-05-25 13:56:00,1.0,1.0,0.0,29.43616136635541,4.2128745203534645,1.0,1.0,8af580b17e
2024-05-25 15:07:00,1.0,1.0,0.0,50.326904466947795,0.0,1.0,1.0,d819e6dcad
2024-05-25 21:44:00,1.0,1.0,0.0,72.8325439363421,0.0,1.0,1.0,718a5c2646
2024-05-25 10:43:00,1.0,1.0,0.0,49.476129925567584,2.265479214244276,1.0,1.0,ffd40e6a4f
2024-05-25 08:14:00,1.0,1.0,0.0,74.29267096330388,0.0,1.0,1.0,bb8c23d957
2024-05-25 15:01:00,1.0,1.0,0.0,34.50767499688554,0.0,1.0,1.0,29cdcc23ae
2024-05-25 18:58:00,1.0,1.0,0.0,63.050589010371304,0.0,1.0,1.0,5018b7c92c
2024-05-25 18:54:00,1.0,1.0,0.0,34.56240858113354,0.0,1.0,1.0,a58df5de15
2024-05-25 14:07:00,1.0,1.0,0.0,52.76348405463677,2.7840569060494196,1.0,1.0,3eaf36e712
2024-05-25 05:18:00,1.0,1.0,0.0,18.12069650562978,0.0,1.0,1.0,9c5f85216b
2024-05-25 05:08:00,1.0,1.0,0.0,33.326377266425766,0.0,1.0,1.0,0f4f39f365
2024-05-25 23:48:00,1.0,1.0,0.0,87.73298662659151,0.0,1.0,1.0,bca7fdc7c7
2024-05-25 14:52:00,1.0,1.0,0.0,95.26674761352747,3.8823802552771776,1.0,1.0,8b261193d4
2024-05-25 13:25:00,1.0,1.0,0.0,56.22825980655282,2.706466376432175,1.0,1.0,8c33dd2b52
2024-05-25 11:49:00,1.0,1.0,0.0,31.88390454622068,0.0,1.0,1.0,72251a5f74
2024-05-25 03:43:00,1.0,1.0,41.24,83.08803616245307,0.0,2.0,1.0,afbc2e0053
2024-05-25 10:09:00,,,2.09,19.369848193137873,0.0,,,82980b62dd
2024-05-25 00:56:00,,,3.5,55.99887931340748,0.0,,,44bcc02636
2024-05-25 21:03:00,,,3.18,36.304110731149535,4.532007137329189,,,d6c19ecd29
2024-05-25 02:11:00,,,1.24,29.60109542949456,0.0,,,d3a6a13b38
2024-05-25 17:37:00,,,0.87,28.399981807485165,0.0,,,11b9c948fc
2024-05-25 10:12:00,,,1.3,61.698539740702635,0.0,,,bf8d8d9e08
2024-05-25 16:28:00,,,1.02,84.14777148874536,0.0,,,e5f102f4b3
2024-05-25 06:59:00,,,1.29,27.81774743671179,1.4787023507949102,,,ec586f3a13
2024-05-25 01:00:00,,,1.55,98.51185745045663,3.6415903012967807,,,5ccad8567b
2024-05-25 16:55:00,,,1.86,42.82279426454494,4.225988681719185,,,e6ac8cdca8
2024-05-25 15:20:00,,,1.34,10.208967376195693,0.0,,,ff173e2b53
2024-05-25 01:12:00,,,1.8,50.86957904695031,0.0,,,0e8b80a8da
2024-05-25 14:17:00,,,1.83,65.67453977536128,0.0,,,8b8f1eb6e9
2024-05-25 22:38:00,,,1.01,29.788392449539536,0.0,,,8bfc530c04
2024-05-25 23:22:00,,,1.76,66.89986536803063,3.9099511638037083,,,f50c57754d
2024-05-25 18:18:00,,,2.11,25.327974330826272,0.0,,,c812d90a6c
2024-05-25 12:45:00,,,1.63,90.2656817872317,0.0,,,9cc9d1e4e0
2024-05-25 17:32:00,,,1.91,81.57128243272955,0.0,,,a596f0c91e
2024-05-25 08:45:00,,,1.78,31.567490859025657,3.6058736775763873,,,5e7358d079
2024-05-25 08:16:00,,,1.67,94.50621237346199,0.0,,,81533a994a
2024-05-25 21:39:00,,,1.95,12.858428981069485,4.09955399066434,,,03cc0c7e17
2024-05-25 14:37:00,,,0.0,11.073644173686978,0.0,,,b3a744fd91
2024-05-25 17:04:00,,,1.7,28.308838826242642,0.0,,,81d31ab880
2024-05-25 19:38:00,,,0.93,92.74236513799326,0.0,,,4d4df51075
2024-05-25 07:20:00,,,1.92,70.49115610902044,0.0,,,c19697b224
2024-05-25 02:24:00,,,1.53,82.39918254165931,0.0,,,23f1015d2d
2024-05-25 01:20:00,,,1.53,77.15031459453026,0.0,,,1721c73f63
2024-05-25 23:20:00,,,1.05,57.92078740366199,0.0,,,e2f437995c
2024-05-25 10:40:00,,,1.83,36.990077622865485,0.0,,,3c402dd90d
2024-05-25 03:04:00,,,1.21,40.90039611358212,0.0,,,fa552bc3b3
2024-05-25 04:25:00,,,1.33,88.00604576983018,0.0,,,cc6b71b1d0
2024-05-25 04:21:00,,,0.33,44.25132280530727,3.006961653931399,,,627e23fd3e
2024-05-25 08:27:00,,,0.84,73.3504080731384,1.5414716096620533,,,0f2d69ebee
2024-05-25 06:15:00,,,0.92,96.6813013821449,0.0,,,658ba35550
2024-05-25 05:57:00,,,0.94,30.091196491093722,0.0,,,6fc1bb79b8
2024-05-25 05:28:00,,,0.9,55.74880193094698,0.0,,,da9fa6a956
2024-05-25 04:15:00,,,1.42,34.000227551217115,4.905562790025021,,,b6d102a864
2024-05-25 14:29:00,,,0.8,19.662693985450485,0.0,,,2ec1b2db4d
2024-05-25 10:40:00,,,0.92,74.43211512970777,1.147962974549122,,,e289b3c1bb
2024-05-25 11:26:00,,,1.76,95.11574547247731,0.0,,,bb118a7e4b
2024-05-25 03:59:00,,,0.98,25.37367059766924,0.0,,,4778815dff
