trip_id,pickup_location_id,dropoff_location_id,vendor_id,pickup_datetime,estimated_dropoff_datetime,estimated_fare_amount
62b08ec66f,93,93,1,2024-05-25 20:58:00,2024-05-25 21:25:00,85.6615764824235
22a627da4f,196,82,1,2024-05-25 16:25:00,2024-05-25 17:08:00,10.147938502562516
d6965bd426,93,93,1,2024-05-25 10:32:00,2024-05-25 11:23:00,54.66513650454464
965ea1ebcf,74,74,1,2024-05-25 13:16:00,2024-05-25 14:01:00,69.1390475940148
db78bcb223,56,264,1,2024-05-25 11:27:00,2024-05-25 11:50:00,35.7351527067964
a672a6663c,83,83,1,2024-05-25 12:58:00,2024-05-25 13:30:00,30.286142135548047
26a26065fa,93,93,1,2024-05-25 01:07:00,2024-05-25 01:32:00,22.94931642332626
d9e30297c0,93,93,1,2024-05-25 06:10:00,2024-05-25 06:24:00,20.85930358277627
04638e1253,93,83,1,2024-05-25 13:15:00,2024-05-25 13:53:00,74.35276146154224
e7346266fb,196,196,1,2024-05-25 20:04:00,2024-05-25 20:45:00,41.44854512659728
b68ad6d643,196,196,1,2024-05-25 01:19:00,2024-05-25 02:04:00,19.279477725978943
cd1dd150a7,193,193,2,2024-05-25 14:06:00,2024-05-25 14:14:00,20.331599009523014
edc15ef067,74,74,1,2024-05-25 04:32:00,2024-05-25 04:55:00,10.562649469280881
0dc6120ed5,116,116,1,2024-05-25 18:02:00,2024-05-25 18:33:00,23.152146622637304
663d537648,7,193,2,2024-05-25 01:39:00,2024-05-25 01:57:00,40.37406847211081
0f057ebc8c,93,93,1,2024-05-25 22:35:00,2024-05-25 22:48:00,34.66491395448277
14519ccea8,93,93,1,2024-05-25 18:29:00,2024-05-25 19:01:00,70.96814736518273
8df313ac97,93,92,1,2024-05-25 21:49:00,2024-05-25 22:14:00,83.79375397375041
a8ae5f00c6,93,93,1,2024-05-25 11:24:00,2024-05-25 12:13:00,8.747538498216429
d2ff6dce8b,56,264,1,2024-05-25 05:06:00,2024-05-25 05:18:00,34.398764539495566
7e9604f7cf,93,93,1,2024-05-25 02:42:00,2024-05-25 03:02:00,80.7130141356246
4e1cfd57f1,145,145,1,2024-05-25 04:12:00,2024-05-25 05:05:00,41.62686578552649
1f72991777,83,82,1,2024-05-25 06:13:00,2024-05-25 06:49:00,50.29939180821861
9babf4d56c,244,116,1,2024-05-25 03:55:00,2024-05-25 04:30:00,22.563185907696965
2b41ed8749,116,50,1,2024-05-25 20:40:00,2024-05-25 21:11:00,60.09325924036263
7eb9e04dc3,93,93,1,2024-05-25 10:31:00,2024-05-25 11:19:00,20.153084262674742
ac0439bc61,193,193,2,2024-05-25 18:43:00,2024-05-25 19:00:00,17.703681660503317
b3c864d7bd,129,10,1,2024-05-25 13:06:00,2024-05-25 13:23:00,48.303987700314956
1fef5e4ca9,248,248,1,2024-05-25 01:06:00,2024-05-25 01:16:00,66.35923300380449
b9076056ce,244,244,1,2024-05-25 17:02:00,2024-05-25 17:45:00,36.083245005003924
b7dc25df99,193,193,2,2024-05-25 07:36:00,2024-05-25 08:20:00,89.21738412808816
c17b1af4f0,193,193,2,2024-05-25 09:03:00,2024-05-25 09:50:00,99.2974180469847
4713240709,200,200,1,2024-05-25 03:31:00,2024-05-25 03:56:00,66.9260473736683
8d3e3e5aa0,264,264,2,2024-05-25 23:33:00,2024-05-25 23:49:00,72.39470626858758
f2e9486bd9,193,193,2,2024-05-25 13:04:00,2024-05-25 13:16:00,50.10882911188922
e48083cd58,193,193,2,2024-05-25 21:10:00,2024-05-25 21:24:00,78.77801429370489
d93640e0bb,193,193,2,2024-05-25 10:31:00,2024-05-25 11:06:00,85.57419125037511
153f95920d,82,216,1,2024-05-25 05:02:00,2024-05-25 05:13:00,78.76856053646716
3d2d8f534e,193,193,2,2024-05-25 05:39:00,2024-05-25 06:24:00,98.18129921059483
8cd5426bb0,207,207,2,2024-05-25 12:30:00,2024-05-25 13:18:00,20.26730463934644
5ab3d7d589,253,93,1,2024-05-25 19:24:00,2024-05-25 20:07:00,48.83907014303812
a7f8c74ecd,138,138,1,2024-05-25 12:59:00,2024-05-25 13:19:00,80.12782692520064
b513687762,82,196,1,2024-05-25 01:40:00,2024-05-25 02:09:00,72.98412808388454
f3a9a12e90,82,205,1,2024-05-25 23:52:00,2024-05-26 00:08:00,39.28409244790977
6aa10417c6,253,253,1,2024-05-25 09:14:00,2024-05-25 09:33:00,30.055870067074228
dace037ad7,256,256,1,2024-05-25 16:46:00,2024-05-25 17:42:00,65.29565465338139
6778885013,215,215,1,2024-05-25 05:42:00,2024-05-25 06:17:00,29.48333922439818
dd72ec80eb,82,82,1,2024-05-25 22:36:00,2024-05-25 22:55:00,98.70896340932516
c29e91c6c3,207,207,2,2024-05-25 05:14:00,2024-05-25 06:06:00,27.186087785255044
63e6a3b2ab,7,264,2,2024-05-25 22:19:00,2024-05-25 22:30:00,40.13733146925376
47105b3c5a,193,193,2,2024-05-25 11:50:00,2024-05-25 12:49:00,54.85637137105918
6f6d0c2b79,207,207,2,2024-05-25 03:04:00,2024-05-25 03:22:00,82.34213739048481
337ffac2c8,42,42,1,2024-05-25 05:25:00,2024-05-25 06:07:00,20.19424670783745
d20d635049,193,193,2,2024-05-25 16:21:00,2024-05-25 16:36:00,69.25577568539958
f3f5ef856c,260,260,1,2024-05-25 10:24:00,2024-05-25 11:00:00,78.94729116587207
b7510a0244,93,93,1,2024-05-25 08:53:00,2024-05-25 09:14:00,44.65323255819859
0be216664d,82,10,1,2024-05-25 16:25:00,2024-05-25 16:57:00,22.273696961603086
a182cc9d84,25,25,1,2024-05-25 21:46:00,2024-05-25 22:18:00,84.00119615532392
7cbec8c6da,52,52,1,2024-05-25 09:11:00,2024-05-25 09:30:00,30.45393423047941
778e05e264,193,193,2,2024-05-25 18:13:00,2024-05-25 18:29:00,46.663837024753875
2e76abf778,93,10,1,2024-05-25 15:09:00,2024-05-25 15:24:00,38.23210477913323
ee3915bc1b,193,193,2,2024-05-25 18:27:00,2024-05-25 19:13:00,45.451063344527824
d63ed118a0,41,41,1,2024-05-25 00:39:00,2024-05-25 01:32:00,42.70704488624755
956e7803d7,244,244,1,2024-05-25 12:58:00,2024-05-25 13:51:00,31.065574144411
651f5bfe31,207,207,2,2024-05-25 13:16:00,2024-05-25 14:03:00,56.820936691467686
72a2526dee,193,193,2,2024-05-25 11:55:00,2024-05-25 12:42:00,49.14587932932022
3b50292ae0,193,193,2,2024-05-25 09:52:00,2024-05-25 10:50:00,25.239972713440572
84e295f4e6,193,193,2,2024-05-25 18:36:00,2024-05-25 19:21:00,51.51125737346629
c98d041533,129,38,2,2024-05-25 12:02:00,2024-05-25 12:18:00,93.37381963346988
9909009c62,41,41,2,2024-05-25 17:51:00,2024-05-25 18:36:00,22.404662315559634
a8ddd2a3ab,193,193,2,2024-05-25 18:42:00,2024-05-25 19:32:00,20.02627252619792
c719f0dc25,93,93,1,2024-05-25 00:58:00,2024-05-25 01:21:00,86.12123435291542
80329e5aaa,93,93,1,2024-05-25 06:51:00,2024-05-25 07:14:00,66.51030914287996
f409cf79f8,193,193,2,2024-05-25 20:55:00,2024-05-25 21:25:00,74.23572724762101
d629020092,129,38,2,2024-05-25 19:08:00,2024-05-25 19:58:00,10.665637862359052
bb3b2f82e8,41,41,2,2024-05-25 08:45:00,2024-05-25 09:25:00,69.58232058203194
806299a511,129,173,1,2024-05-25 21:50:00,2024-05-25 22:39:00,89.06805478101082
62fb965231,173,79,1,2024-05-25 09:34:00,2024-05-25 09:45:00,77.08781472831834
a13b8bfacf,82,82,1,2024-05-25 09:13:00,2024-05-25 09:59:00,72.60317238170381
e84827d697,255,255,1,2024-05-25 12:51:00,2024-05-25 13:11:00,9.62238482016402
eda97e8faa,49,97,1,2024-05-25 13:06:00,2024-05-25 13:35:00,76.59901000214317
2209e903b9,56,146,1,2024-05-25 13:09:00,2024-05-25 13:18:00,60.48608076352183
69794bfa98,173,57,1,2024-05-25 18:38:00,2024-05-25 19:36:00,34.9348852440084
b592bf2c59,196,129,1,2024-05-25 05:29:00,2024-05-25 05:36:00,68.84754656820704
e12a21874e,74,186,2,2024-05-25 11:13:00,2024-05-25 12:06:00,9.210782225321035
5ca58d1030,74,186,2,2024-05-25 22:14:00,2024-05-25 22:44:00,22.87982746381377
1e553fbebf,150,29,2,2024-05-25 07:30:00,2024-05-25 08:11:00,77.12671766583874
a25f0619b6,130,130,2,2024-05-25 19:11:00,2024-05-25 19:47:00,52.03691962454086
954c354ed1,121,121,2,2024-05-25 12:29:00,2024-05-25 13:10:00,62.879032368253256
a3cae2b98b,166,264,2,2024-05-25 09:34:00,2024-05-25 10:09:00,30.291377140612767
fa0eb5ca68,70,70,2,2024-05-25 13:20:00,2024-05-25 14:07:00,50.74357402562759
e5aac854b2,42,42,2,2024-05-25 14:01:00,2024-05-25 14:37:00,19.963663896145075
3342d72b23,93,74,2,2024-05-25 08:11:00,2024-05-25 08:28:00,68.84478259950951
f04ca0c90e,130,130,2,2024-05-25 12:41:00,2024-05-25 13:13:00,11.747359105067126
88a78a3eff,7,7,2,2024-05-25 11:29:00,2024-05-25 11:51:00,45.02684814861863
0b4334c8fb,40,40,2,2024-05-25 08:30:00,2024-05-25 09:23:00,85.20299370674164
6236828d0d,93,93,1,2024-05-25 20:40:00,2024-05-25 21:21:00,34.81842331367543
67603c4bd4,93,93,1,2024-05-25 13:17:00,2024-05-25 13:53:00,32.069208586587166
c6e70c2490,65,209,1,2024-05-25 04:32:00,2024-05-25 05:26:00,49.25536119864615
1aad07fa7f,157,157,1,2024-05-25 07:05:00,2024-05-25 07:44:00,31.772710383406817
6280328e8b,66,87,1,2024-05-25 14:43:00,2024-05-25 14:57:00,37.68194151529761
f4a1231a3d,75,243,1,2024-05-25 20:06:00,2024-05-25 20:55:00,87.9771281626541
dfb5b743ca,41,74,1,2024-05-25 16:31:00,2024-05-25 16:54:00,69.1798929072252
7881f7a414,145,237,1,2024-05-25 15:31:00,2024-05-25 15:58:00,60.09996421942925
79637eae10,80,80,1,2024-05-25 09:33:00,2024-05-25 10:28:00,42.41556368521085
1d8a1f54e1,36,45,1,2024-05-25 08:52:00,2024-05-25 09:05:00,47.250546956120566
2fe7b319c8,196,138,1,2024-05-25 00:15:00,2024-05-25 01:01:00,37.796264306823964
d89552425b,35,181,2,2024-05-25 04:18:00,2024-05-25 05:17:00,15.069974488649658
babe3721d3,7,7,2,2024-05-25 14:03:00,2024-05-25 14:46:00,72.23376063078595
30a08be009,71,134,2,2024-05-25 07:58:00,2024-05-25 08:16:00,71.81478558706611
2f4f6ffd87,188,55,2,2024-05-25 15:18:00,2024-05-25 16:11:00,75.30112918985614
876367c595,189,39,2,2024-05-25 10:24:00,2024-05-25 10:32:00,67.80565642722497
33df040bb9,66,178,2,2024-05-25 15:07:00,2024-05-25 16:04:00,89.02457766825657
bef5768e11,164,138,2,2024-05-25 06:03:00,2024-05-25 06:40:00,63.62283430687004
465bd28754,42,138,2,2024-05-25 12:23:00,2024-05-25 12:58:00,8.843743577210992
ffe40525d6,244,211,2,2024-05-25 13:54:00,2024-05-25 14:47:00,33.305369699612676
795ce536bd,260,83,2,2024-05-25 12:44:00,2024-05-25 13:05:00,68.31467250272419
ececbb8c38,193,145,2,2024-05-25 17:17:00,2024-05-25 18:12:00,50.31207534346621
b29dd36486,169,241,2,2024-05-25 11:56:00,2024-05-25 12:46:00,32.149819585003854
886d650db1,74,75,2,2024-05-25 07:45:00,2024-05-25 08:29:00,37.15846978688682
488b43dc18,166,262,2,2024-05-25 06:36:00,2024-05-25 07:32:00,62.585872790751665
704af10d4a,52,112,2,2024-05-25 07:29:00,2024-05-25 08:25:00,13.630741196409717
e2493f49cb,20,181,1,2024-05-25 22:14:00,2024-05-25 23:09:00,45.40227453663993
c1c87124a4,76,161,1,2024-05-25 19:51:00,2024-05-25 20:26:00,58.668699840895876
09970d2a45,55,137,1,2024-05-25 10:16:00,2024-05-25 11:13:00,93.40450341842278
f944732a0a,188,69,1,2024-05-25 21:59:00,2024-05-25 22:46:00,70.58894766087215
baad70598b,218,75,1,2024-05-25 07:38:00,2024-05-25 08:23:00,16.828889257956817
b998c0e2a3,65,198,2,2024-05-25 04:56:00,2024-05-25 05:50:00,49.08515669149198
c6d62a7d28,72,256,2,2024-05-25 04:54:00,2024-05-25 05:37:00,41.864100157568245
fe6fc522b0,189,25,2,2024-05-25 16:27:00,2024-05-25 16:44:00,45.76427623210725
d638b8f6c3,116,75,2,2024-05-25 00:36:00,2024-05-25 01:31:00,63.79957216164485
ae99c1d3a9,166,141,2,2024-05-25 15:55:00,2024-05-25 16:27:00,77.52513576872346
ceaaa23f36,74,212,2,2024-05-25 10:22:00,2024-05-25 10:41:00,79.16242650905018
5681d70aa8,255,141,2,2024-05-25 08:56:00,2024-05-25 09:05:00,35.63811501309526
9e20f8b243,244,142,2,2024-05-25 07:19:00,2024-05-25 07:45:00,84.13017528887947
3e299b6437,66,66,2,2024-05-25 16:20:00,2024-05-25 17:11:00,85.54062992071401
d3f3026638,82,22,2,2024-05-25 22:25:00,2024-05-25 23:12:00,71.04402599231811
80381ea2b6,21,55,2,2024-05-25 14:10:00,2024-05-25 14:41:00,50.473017567399786
3d504a5545,55,55,2,2024-05-25 01:56:00,2024-05-25 02:12:00,63.521200945716444
9ca3ac7da8,95,50,2,2024-05-25 14:25:00,2024-05-25 15:09:00,72.91295105178028
8c8dc22523,93,87,2,2024-05-25 19:53:00,2024-05-25 20:07:00,26.452296434467268
ef857457d1,166,227,2,2024-05-25 19:07:00,2024-05-25 19:27:00,87.08726082039522
481661a14f,74,132,1,2024-05-25 11:04:00,2024-05-25 11:50:00,12.431340961773312
2517080683,33,132,2,2024-05-25 13:02:00,2024-05-25 13:55:00,41.793744482308114
63e3ed2b67,91,161,2,2024-05-25 12:44:00,2024-05-25 13:40:00,48.02014298875038
1bc8cfe1e6,223,83,2,2024-05-25 02:58:00,2024-05-25 03:44:00,87.01844983134647
bb960618d7,116,43,2,2024-05-25 06:23:00,2024-05-25 07:11:00,27.073854850570328
dd48a1870a,55,89,2,2024-05-25 04:04:00,2024-05-25 04:50:00,17.591428114965247
e938901d51,244,163,2,2024-05-25 01:55:00,2024-05-25 02:24:00,16.5988676708461
937778631b,80,41,2,2024-05-25 02:16:00,2024-05-25 02:26:00,72.67148922479059
af037c6ff9,210,29,2,2024-05-25 08:04:00,2024-05-25 08:48:00,24.893644098886845
b2a07c22a5,89,113,2,2024-05-25 16:20:00,2024-05-25 17:03:00,16.578190817240177
171ffd7dae,74,90,2,2024-05-25 14:21:00,2024-05-25 14:34:00,34.618988924107654
92a94c475e,246,147,1,2024-05-25 15:49:00,2024-05-25 16:33:00,62.83694310472114
31ae775538,89,238,1,2024-05-25 08:06:00,2024-05-25 08:43:00,43.108670793974355
f0c3a1ee8a,76,231,1,2024-05-25 05:37:00,2024-05-25 06:06:00,21.343473915906518
b99c9b641a,205,86,1,2024-05-25 02:57:00,2024-05-25 03:44:00,36.5233921987208
40f2454e64,17,263,1,2024-05-25 17:39:00,2024-05-25 18:18:00,58.89577906878545
112cfd5a09,254,119,1,2024-05-25 00:01:00,2024-05-25 00:20:00,56.38658338100709
5bba8271a6,51,167,1,2024-05-25 14:45:00,2024-05-25 15:29:00,63.655854038496855
0fd7579c00,197,64,1,2024-05-25 22:06:00,2024-05-25 22:33:00,56.943575657876345
e97a8417ce,179,17,1,2024-05-25 09:56:00,2024-05-25 10:14:00,47.50283990875415
7a73336843,123,39,1,2024-05-25 14:44:00,2024-05-25 15:27:00,99.6314644994253
4e04125da4,81,160,1,2024-05-25 07:46:00,2024-05-25 08:24:00,33.995466338956106
83872b7eed,71,140,1,2024-05-25 21:11:00,2024-05-25 21:23:00,67.47376247203026
1bd0c1e7f7,25,243,1,2024-05-25 11:06:00,2024-05-25 11:58:00,58.925212482826915
0b8caa0394,124,97,1,2024-05-25 15:49:00,2024-05-25 16:20:00,24.676882409282737
63d1e39e10,150,265,1,2024-05-25 00:14:00,2024-05-25 00:39:00,52.32388209356683
f9765328ee,22,124,1,2024-05-25 20:26:00,2024-05-25 20:40:00,25.63952831994164
ee9c314433,35,215,1,2024-05-25 08:21:00,2024-05-25 08:31:00,24.594777984326036
b9f7a08857,150,65,1,2024-05-25 09:36:00,2024-05-25 09:55:00,25.539702945500277
e223ad17df,65,55,1,2024-05-25 13:16:00,2024-05-25 13:47:00,77.15189029188069
8d07dd1d1f,226,197,1,2024-05-25 13:30:00,2024-05-25 13:56:00,32.601686669761925
efe77740c5,124,67,1,2024-05-25 02:59:00,2024-05-25 03:14:00,57.34950933125697
aac3c5cfd7,155,231,1,2024-05-25 01:08:00,2024-05-25 01:47:00,22.314193920647806
de8e6995ee,160,185,1,2024-05-25 21:16:00,2024-05-25 22:05:00,94.38044323000007
d4675e2e1e,100,208,1,2024-05-25 17:48:00,2024-05-25 18:13:00,79.61333385915216
8a12525e54,175,17,1,2024-05-25 05:41:00,2024-05-25 06:20:00,47.96270194578929
99a34698cb,77,13,1,2024-05-25 21:29:00,2024-05-25 22:12:00,78.2017056683741
65a1b07e04,113,149,1,2024-05-25 13:20:00,2024-05-25 13:43:00,94.2352876743664
35eaaabb3c,63,201,1,2024-05-25 12:13:00,2024-05-25 12:38:00,29.346854181222394
baa7b9beb9,192,169,1,2024-05-25 16:19:00,2024-05-25 16:36:00,65.6440717279396
8af580b17e,130,247,1,2024-05-25 13:10:00,2024-05-25 13:56:00,29.43616136635541
d819e6dcad,71,140,1,2024-05-25 14:15:00,2024-05-25 15:07:00,44.200659654179674
718a5c2646,196,247,1,2024-05-25 21:25:00,2024-05-25 21:39:00,72.8325439363421
ffd40e6a4f,32,75,1,2024-05-25 10:25:00,2024-05-25 10:43:00,49.476129925567584
bb8c23d957,196,247,1,2024-05-25 07:18:00,2024-05-25 08:09:00,65.06776425645543
29cdcc23ae,167,230,1,2024-05-25 14:07:00,2024-05-25 14:58:00,30.116235836552903
5018b7c92c,196,247,1,2024-05-25 17:59:00,2024-05-25 18:58:00,56.5806280652912
a58df5de15,71,140,1,2024-05-25 18:39:00,2024-05-25 18:50:00,29.52007306599536
3eaf36e712,179,45,1,2024-05-25 13:12:00,2024-05-25 14:04:00,47.04712934402222
9c5f85216b,81,134,1,2024-05-25 04:30:00,2024-05-25 05:18:00,18.12069650562978
0f4f39f365,91,209,1,2024-05-25 04:11:00,2024-05-25 05:06:00,33.326377266425766
bca7fdc7c7,56,235,1,2024-05-25 23:09:00,2024-05-25 23:48:00,77.28408858783132
8b261193d4,160,185,1,2024-05-25 14:05:00,2024-05-25 14:49:00,83.47909265824778
8c33dd2b52,71,140,1,2024-05-25 13:10:00,2024-05-25 13:23:00,49.53786730208419
72251a5f74,71,140,1,2024-05-25 10:59:00,2024-05-25 11:45:00,28.45479898223734
afbc2e0053,223,223,2,2024-05-25 03:27:00,2024-05-25 03:43:00,83.08803616245307
82980b62dd,74,236,2,2024-05-25 09:47:00,2024-05-25 10:09:00,19.369848193137873
44bcc02636,25,256,2,2024-05-25 00:37:00,2024-05-25 00:53:00,48.1662674474303
d6c19ecd29,74,239,2,2024-05-25 20:48:00,2024-05-25 21:01:00,36.304110731149535
d3a6a13b38,193,145,2,2024-05-25 01:53:00,2024-05-25 02:11:00,26.633234509517486
11b9c948fc,7,193,2,2024-05-25 16:53:00,2024-05-25 17:34:00,28.399981807485165
bf8d8d9e08,193,145,2,2024-05-25 09:28:00,2024-05-25 10:07:00,55.0916835149347
e5f102f4b3,7,193,2,2024-05-25 15:49:00,2024-05-25 16:24:00,84.14777148874536
ec586f3a13,193,145,2,2024-05-25 06:34:00,2024-05-25 06:56:00,27.81774743671179
5ccad8567b,25,189,2,2024-05-25 00:44:00,2024-05-25 01:00:00,98.51185745045663
e6ac8cdca8,95,28,2,2024-05-25 16:45:00,2024-05-25 16:55:00,42.82279426454494
ff173e2b53,41,74,2,2024-05-25 14:46:00,2024-05-25 15:20:00,10.208967376195693
0e8b80a8da,61,49,2,2024-05-25 00:56:00,2024-05-25 01:12:00,45.29685153340862
8b8f1eb6e9,116,166,2,2024-05-25 13:52:00,2024-05-25 14:17:00,65.67453977536128
8bfc530c04,74,41,2,2024-05-25 22:15:00,2024-05-25 22:38:00,29.788392449539536
f50c57754d,166,116,2,2024-05-25 22:53:00,2024-05-25 23:18:00,66.89986536803063
c812d90a6c,42,74,2,2024-05-25 18:03:00,2024-05-25 18:18:00,22.06246527080877
9cc9d1e4e0,55,108,2,2024-05-25 12:04:00,2024-05-25 12:45:00,81.202642988409
a596f0c91e,25,33,2,2024-05-25 17:01:00,2024-05-25 17:27:00,70.9725171620395
5e7358d079,116,166,2,2024-05-25 08:01:00,2024-05-25 08:45:00,31.567490859025657
81533a994a,42,166,2,2024-05-25 07:59:00,2024-05-25 08:16:00,81.55724552919045
03cc0c7e17,166,75,2,2024-05-25 20:49:00,2024-05-25 21:36:00,10.979682329457138
b3a744fd91,71,61,2,2024-05-25 14:13:00,2024-05-25 14:34:00,9.945253111970475
81d31ab880,189,52,2,2024-05-25 16:51:00,2024-05-25 17:02:00,25.172790923350153
4d4df51075,181,181,2,2024-05-25 18:59:00,2024-05-25 19:36:00,92.74236513799326
c19697b224,226,146,2,2024-05-25 06:43:00,2024-05-25 07:20:00,70.49115610902044
23f1015d2d,75,166,2,2024-05-25 02:13:00,2024-05-25 02:19:00,82.39918254165931
1721c73f63,166,74,2,2024-05-25 01:01:00,2024-05-25 01:15:00,77.15031459453026
e2f437995c,49,189,2,2024-05-25 23:01:00,2024-05-25 23:20:00,57.92078740366199
3c402dd90d,152,24,2,2024-05-25 10:29:00,2024-05-25 10:40:00,32.0255711278951
fa552bc3b3,52,33,2,2024-05-25 02:07:00,2024-05-25 03:01:00,35.4156508061933
cc6b71b1d0,191,265,2,2024-05-25 04:06:00,2024-05-25 04:25:00,88.00604576983018
627e23fd3e,247,247,2,2024-05-25 03:37:00,2024-05-25 04:21:00,39.52366932065204
0f2d69ebee,37,198,2,2024-05-25 08:07:00,2024-05-25 08:27:00,65.37854677386036
658ba35550,168,74,2,2024-05-25 05:23:00,2024-05-25 06:15:00,84.0264566461839
6fc1bb79b8,193,193,2,2024-05-25 05:43:00,2024-05-25 05:57:00,30.091196491093722
da9fa6a956,193,193,2,2024-05-25 04:30:00,2024-05-25 05:28:00,50.15698760540526
b6d102a864,193,145,2,2024-05-25 04:03:00,2024-05-25 04:15:00,34.000227551217115
2ec1b2db4d,193,7,2,2024-05-25 13:37:00,2024-05-25 14:25:00,17.058624836512656
e289b3c1bb,193,193,2,2024-05-25 10:28:00,2024-05-25 10:40:00,64.8954067712399
bb118a7e4b,193,145,2,2024-05-25 10:37:00,2024-05-25 11:23:00,82.43109222991467
4778815dff,193,145,2,2024-05-25 03:46:00,2024-05-25 03:59:00,25.37367059766924
6019c773d7,193,193,2,2024-05-25 14:47:00,2024-05-25 15:25:00,64.88994107760857
aaf793f163,193,193,2,2024-05-25 01:47:00,2024-05-25 02:32:00,28.477466418496697
5552246647,193,193,2,2024-05-25 03:58:00,2024-05-25 04:21:00,45.57441735072835
578ed0db98,244,152,2,2024-05-25 01:44:00,2024-05-25 02:22:00,66.59129139500624
4febea3807,66,97,2,2024-05-25 18:49:00,2024-05-25 19:31:00,22.427744101559107
69a2a0493d,129,7,2,2024-05-25 19:37:00,2024-05-25 20:28:00,21.77826141358429
9d386b670d,37,61,2,2024-05-25 19:57:00,2024-05-25 20:17:00,25.123884913874917
ccab54ed39,74,166,2,2024-05-25 00:55:00,2024-05-25 01:47:00,12.828544086724566
7847410424,166,236,2,2024-05-25 16:21:00,2024-05-25 16:49:00,69.05319264951974
cd83362977,41,116,2,2024-05-25 17:18:00,2024-05-25 18:16:00,43.947313160410644
282b4ccb56,193,145,2,2024-05-25 20:11:00,2024-05-25 20:23:00,76.9069027809779
653a16b74a,193,145,2,2024-05-25 10:33:00,2024-05-25 10:55:00,32.63621830770803
b9d694e46e,193,145,2,2024-05-25 11:26:00,2024-05-25 11:45:00,46.18427932867391
d4e025851c,265,191,2,2024-05-25 20:10:00,2024-05-25 20:42:00,23.828224286839273
0c69db3e89,166,151,2,2024-05-25 02:39:00,2024-05-25 03:25:00,64.58750774348924
f5ceb66518,166,151,2,2024-05-25 09:33:00,2024-05-25 10:24:00,83.59377049111467
065679286a,106,25,2,2024-05-25 13:33:00,2024-05-25 14:21:00,70.54040924266758
27a1f59093,166,42,2,2024-05-25 18:56:00,2024-05-25 19:16:00,88.47553751952664
