id,user_id,session_id,ip_address,city,state,browser,traffic_source,uri,event_type
74756,97559,3d384cc8-f217-4f06-812a-f2df05d00678,222.229.87.159,Atlanta,Georgia,Chrome,Facebook,/cart,cart
74769,42202,fa566fa3-4c6b-414f-b0c5-28e43f23160f,61.239.142.10,Atlanta,Georgia,Chrome,Email,/cart,cart
46489,92575,468d1fb4-059d-48de-a038-8629deaa02f7,182.238.108.134,Melbourne,Victoria,Chrome,Facebook,/cart,cart
46493,3577,ed7b0bea-b3f9-4ca1-a7b1-ad89c751c115,209.242.159.63,Melbourne,Victoria,Firefox Mobile,Email,/cart,cart
46496,3577,ed7b0bea-b3f9-4ca1-a7b1-ad89c751c115,209.242.159.63,Melbourne,Victoria,Firefox,Email,/cart,cart
471142,35933,14c63984-9eba-41ec-9f9f-7c7cf91e5685,149.6.198.79,Beijing,Zhejiang,Chrome,Adwords,/cart,cart
80380,6192,d3cbf149-6faf-4b5a-863f-dc4879d4ffc1,220.241.194.148,Muret,Occitanie,Firefox,Adwords,/cart,cart
690321,52902,c97d6011-2d92-4f91-aeef-d774f5780b69,147.178.77.138,Shanghai,Zhejiang,IE,Email,/cart,cart
1042619,79914,cd7136ad-5c8e-4223-a618-9f9b7dc04a03,2.28.215.46,Wright,Florida,Other,Facebook,/cart,cart
549964,42028,afa49a62-f318-40bf-9a0c-a69a5f000027,168.253.190.193,Sebastian,Florida,Safari,Adwords,/cart,cart
182412,13920,7c29fbe6-1526-4282-9982-17890960716c,181.18.81.186,Hialeah,Florida,Chrome Mobile,Email,/cart,cart
163584,12399,149d1fd5-7863-490c-8d95-157672931da1,104.69.49.229,Beijing,Jiangxi,Safari,Email,/cart,cart
163594,12399,6a99f556-eda8-4f83-b698-7a8a1560238b,6.206.207.236,Beijing,Jiangxi,Chrome,YouTube,/cart,cart
457052,34891,c7bc7b1d-3aa7-4350-b89a-db0344f5057d,135.233.195.85,Miami,Florida,Chrome,Adwords,/cart,cart
457059,34891,9b589dbf-a943-45dc-8449-18768c4a7551,34.146.252.41,Miami,Florida,Firefox,Email,/cart,cart
457069,34891,d0cd57b2-b158-4cb9-b96c-8a7eb1cf7a26,139.245.50.154,Miami,Florida,Firefox,Email,/cart,cart
1133255,86659,ff91b910-1845-42bf-9677-5c97212c89d7,83.120.49.20,Bègles,Nouvelle-Aquitaine,Firefox,Adwords,/cart,cart
377364,28681,1f1f9389-aa63-4813-80e0-ba5d8b39e6b8,48.164.81.249,Miami,Florida,Other,Email,/cart,cart
377367,28681,1f1f9389-aa63-4813-80e0-ba5d8b39e6b8,48.164.81.249,Miami,Florida,Other Mobile,Email,/cart,cart
11132,808,be140262-25d0-4c93-8214-4bfb1f977874,31.47.186.237,Palmetto Bay,Florida,Chrome Mobile,Adwords,/cart,cart
274160,20946,603b8c87-e118-43ec-965b-27e2becac5dd,121.198.238.252,Chengdu,Jiangxi,Chrome Mobile,Email,/cart,cart
1265594,96660,26dc39f0-e7f1-4f4f-9476-d608d162d283,3.145.126.209,Saitama City,Saitama,Chrome,Facebook,/cart,cart
501936,38359,eda754d0-804a-4d55-97c2-714971d109a7,173.165.155.175,Town 'n' Country,Florida,Chrome,Adwords,/cart,cart
501930,38359,eda754d0-804a-4d55-97c2-714971d109a7,173.165.155.175,Town 'n' Country,Florida,Chrome,Adwords,/cart,cart
472070,36009,13a6160c-4194-45b1-85a2-0262c8a8b790,210.88.119.100,West Samoset,Florida,IE,Organic,/cart,cart
926507,71012,37827dc1-0f2f-40f3-ba71-987a610643d3,130.204.244.25,Zhanjiang,Jiangxi,Safari Mobile,Adwords,/cart,cart
926530,71012,ccfac562-e504-41c7-8a0a-ccb5397f9936,182.77.39.41,Zhanjiang,Jiangxi,Chrome,Email,/cart,cart
1816687,0,2961e3a5-178c-4c6e-8477-c96096bed9b1,213.86.107.129,Gisborne,Victoria,Chrome,Email,/cart,cart
315741,24076,87f70c1a-ee5f-4950-98a4-702e4f4e0105,86.247.23.125,Suzhou,Fujian,Chrome Mobile,Adwords,/cart,cart
885347,67982,6225bb4c-1611-4d1f-ab13-e1449bf92870,209.243.62.193,Le Pertre,Bretagne,IE Mobile,Email,/cart,cart
678834,51986,c9ed04c5-c110-4648-9975-fe25441d48bd,69.27.236.241,Xi'an,Fujian,Safari Mobile,Adwords,/cart,cart
283332,21645,769f4938-593a-4960-9856-e256514533e1,175.223.138.74,Nanjing,Fujian,Safari Mobile,YouTube,/cart,cart
794198,61053,ae7247b5-2b4e-46c0-bdd7-698caa3549d9,106.142.23.34,Três Corações,Minas Gerais,Chrome,Adwords,/cart,cart
698087,53471,5d0c76c2-5e93-4d36-984e-52b5dceabe6e,203.73.155.71,Machado,Minas Gerais,Firefox,Facebook,/cart,cart
1277040,97559,a344dc05-a39c-4d03-b5bb-e6534c8f644d,58.142.110.196,Toolangi,Victoria,Safari,Email,/cart,cart
7784,550,1ea89066-875c-443d-9ec8-f1a4916bc0eb,135.172.50.30,Columbia,Tennessee,Other,Email,/cart,cart
431342,32874,2b6ce90f-8ebc-4b85-a1a7-b058864041a6,124.81.56.150,Tianjin,Chongqing,Safari,Email,/cart,cart
431346,32874,381b79bb-f973-4e17-b6df-dd4a9da4efb8,21.204.66.233,Tianjin,Chongqing,Chrome Mobile,YouTube,/cart,cart
329337,25045,fd0d6f27-f49e-4945-a3dd-cb613a286040,76.253.248.229,Putian,Chongqing,Firefox,Email,/cart,cart
200538,15294,33bc2b27-329b-4db4-837c-2bfcd974a4df,62.229.188.50,Salvador,Bahia,Other,Facebook,/cart,cart
1067523,81794,3b06effa-4b82-4aba-8f1b-6c9315c97b8a,114.42.204.142,Salvador,Bahia,Firefox,Adwords,/cart,cart
536853,40979,dfc79376-9d43-412c-bf54-0cc149382e9a,125.211.52.137,Linyi,Hunan,Firefox,YouTube,/cart,cart
536876,40979,3b82d3d7-ba29-4a73-a726-182a7861bf67,193.43.206.248,Linyi,Hunan,Chrome,Email,/cart,cart
536879,40979,3b82d3d7-ba29-4a73-a726-182a7861bf67,193.43.206.248,Linyi,Hunan,Chrome Mobile,Email,/cart,cart
109822,8430,09d525f0-4063-403e-98bb-3161475bf95a,156.203.214.205,Shan Tou,Hunan,Firefox Mobile,Email,/cart,cart
151230,11481,ffdb57bc-b2d3-4866-9965-c2c57e974c44,204.225.143.26,Independence,Kentucky,Firefox,Adwords,/cart,cart
151226,11481,4d586954-8907-4db6-8b0c-5a35d1db907b,67.217.64.68,Independence,Kentucky,Chrome,Email,/cart,cart
1292925,98777,121eecde-5aa8-4928-9974-57a1b5fbca94,23.188.35.192,Goyang City,Gyeonggi-do,Chrome,Adwords,/cart,cart
162261,12308,bef126ec-9593-46cd-94b2-10d28bdf6057,99.68.210.192,Neuss,Nordrhein-Westfalen,Chrome Mobile,YouTube,/cart,cart
609533,46689,6065f6b2-d1ea-47c2-a361-2514d6d76b8e,148.86.138.75,Siheung City,Gyeonggi-do,Firefox,YouTube,/cart,cart
1838393,0,f0936d9f-13e6-4d60-9b10-447a7e74e344,211.112.101.133,Yunfu,Hubei,Chrome,Facebook,/cart,cart
780754,60021,3a663172-ae28-4e44-a1be-fa24c9f398b5,160.192.51.179,Dongguan,Hubei,Chrome Mobile,Email,/cart,cart
819380,63028,1590f596-ce55-4528-9e63-6b212c8f0cb0,163.215.76.12,Osan City,Gyeonggi-do,Chrome Mobile,Email,/cart,cart
819377,63028,1590f596-ce55-4528-9e63-6b212c8f0cb0,163.215.76.12,Osan City,Gyeonggi-do,Chrome,Email,/cart,cart
1483672,0,f13029d5-43d0-491f-9f8a-871648767b43,55.92.118.181,Yongin City,Gyeonggi-do,Safari,Email,/cart,cart
71738,5514,23d88ef4-0d39-4110-87b0-c24b7b58be0a,204.125.77.242,Shanghai,Henan,Safari,Adwords,/cart,cart
254994,19491,a4e59041-71e8-46ee-a0c3-b0dbb6f4f9e0,174.111.103.199,Porto Seguro,Bahia,Safari,Facebook,/cart,cart
218809,16661,b5ce44ce-9daf-4312-83fb-f4c10b16f6f9,203.189.140.171,Valencia,Comunidad Valenciana,Chrome,Email,/cart,cart
1070370,81980,3a010dbb-7dc7-4376-85f2-a02a0f24d968,130.83.168.205,Indianapolis,Indiana,Chrome,Email,/cart,cart
384404,29253,c1eaea20-d71f-42f7-824f-4c958f4dc76d,83.91.246.41,Tönisvorst,Nordrhein-Westfalen,Firefox,Email,/cart,cart
554355,42413,77205f31-6ce4-4e6b-b382-0a7865e8cc6e,123.77.78.214,Grand Rapids,Michigan,Safari,Email,/cart,cart
83251,6404,824f403d-f492-4547-a8c8-743ff8d51f0b,184.105.112.176,Malmedy,Wallonia,Other Mobile,Email,/cart,cart
1033305,79208,3663b145-442a-4087-88e5-a6353f501a4b,214.26.86.127,Gwangju,Gwangju,Chrome,Email,/cart,cart
730842,56023,1a199893-ab4d-47d0-b0da-fd7c1aa99c62,54.77.27.167,Fosses-la-Ville,Wallonia,IE,YouTube,/cart,cart
682050,52245,e2f403fe-d66b-4c2e-a71d-eae94d3db27f,45.205.242.39,Adelaide,South Australia,IE Mobile,YouTube,/cart,cart
1100769,84267,28e39e68-778d-4e08-8e74-ce2a1608cb3b,107.248.221.84,Recife,Pernambuco,Chrome Mobile,Email,/cart,cart
1260230,96250,067f5ab0-0cad-4e70-8e46-f9461213882e,107.98.23.153,Foshan,Guangdong,Firefox,Adwords,/cart,cart
30817,2327,62335026-2111-469d-9294-9db374720a0c,92.252.146.254,Shaoyang,Guangdong,Safari,Email,/cart,cart
672762,51508,3e2313d1-1d4d-4a9d-90f8-9a7c983f7b1d,187.39.66.41,Guangzhou,Guangdong,Chrome Mobile,Adwords,/cart,cart
409560,31218,48882091-85eb-431a-8a8f-ecb8e3546b7f,130.125.191.55,Yinchuan,Guangdong,Chrome Mobile,Adwords,/cart,cart
1294178,98890,df72e72a-e643-4866-a546-e06c7ccbf789,57.120.167.38,Yueyang,Guangdong,Chrome,Facebook,/cart,cart
267604,20416,b9b994ef-52b0-457a-94db-2d198c1b7aa0,176.135.12.25,Nanjing,Guangdong,Other Mobile,Adwords,/cart,cart
56667,4343,3b576e38-5b14-4461-b02a-37985e999cad,90.162.140.113,Beijing,Guangdong,Firefox Mobile,Adwords,/cart,cart
1065190,81630,b9b0c978-1c49-4dad-9f8b-3a8bc294769a,218.61.248.173,Shan Tou,Guangdong,Safari,Email,/cart,cart
1065207,81630,f4bf5449-2068-472f-afd7-6158bcf95152,76.140.252.193,Shan Tou,Guangdong,Chrome,Email,/cart,cart
1065203,81630,f9113831-e2da-490f-9b6b-c515c6531f04,149.20.66.179,Shan Tou,Guangdong,Safari Mobile,Adwords,/cart,cart
277846,21227,c97fdc6f-f7cd-4a97-b5fe-b8637658449f,57.4.132.173,Haikou,Guangdong,Chrome,Email,/cart,cart
959564,73446,01bf1c65-229c-4a89-86ac-541916a98bf9,21.182.35.177,Kunming,Guangdong,Firefox,Facebook,/cart,cart
959583,73446,8c49cd5d-4aa7-437d-abd4-9d88bf00dcec,9.144.107.55,Kunming,Guangdong,Safari Mobile,Adwords,/cart,cart
227795,17352,49223a5b-85d1-4029-97a4-9508e76d90dd,124.247.137.102,Beijing,Guangdong,Chrome,Email,/cart,cart
227778,17352,fc03754c-d1d7-4349-a3dc-3044759f0614,170.172.113.220,Beijing,Guangdong,Firefox,Adwords,/cart,cart
310378,23680,dc274703-3913-4beb-ac3c-93f952e773a9,34.19.85.92,Tianjin,Guangdong,Chrome,Email,/cart,cart
453388,34596,f83cf36f-82e2-4cba-9906-785588d46387,183.79.152.212,Burlington,Vermont,Chrome,Adwords,/cart,cart
275847,21050,e28ebfde-617a-4759-9fc0-6b486a4beaa6,122.219.29.163,Shenzhen,Guizhou,Chrome,Facebook,/cart,cart
55632,4262,d39f694c-f275-4061-802f-98330ab91ea9,151.197.145.169,Shijiazhuang,Guizhou,Chrome Mobile,Email,/cart,cart
357162,27115,2955a178-6676-48ec-aa42-56a18c3678ad,148.25.195.69,Lino Lakes,Minnesota,Other,Email,/cart,cart
254200,19435,23e6fb03-ba41-42aa-9745-eecd5ded8b2a,214.126.100.61,Lakeville,Minnesota,Safari,Adwords,/cart,cart
365537,27750,69c7ba2c-0c82-40c5-9591-f39f085e5079,190.130.236.19,Suzhou,Hebei,Chrome Mobile,Adwords,/cart,cart
365511,27750,0b8c4bc4-812d-4b1f-9d43-25e872908e1d,215.135.41.18,Suzhou,Hebei,Chrome Mobile,Email,/cart,cart
710947,54454,2c5c4c0f-666a-496f-908d-5e2bf87371df,188.185.123.99,Eden Prairie,Minnesota,Chrome,Email,/cart,cart
1186174,90646,3699cec7-66f8-465d-948c-0dcd8d8a92f5,28.130.60.191,Mayen,Rheinland-Pfalz,Chrome,Facebook,/cart,cart
1027472,78755,5c594b8f-31a6-4631-8c57-22ebf272a1b7,26.236.202.40,Dongguan,Hainan,Chrome Mobile,Adwords,/cart,cart
916208,70297,447a839b-4137-4f73-b355-7f6fec1c2fe4,180.201.135.132,Suzhou,Hainan,Chrome,Email,/cart,cart
765149,58762,71c0ebd6-d6e7-4fb5-8128-26a52f1b0629,15.231.163.22,Daqing,Hebei,Firefox Mobile,Email,/cart,cart
529239,40462,7dbeef45-d731-4994-8761-a67f9332ae28,66.10.62.248,São Gonçalo do Amarante,Rio Grande do Norte,Firefox,Email,/cart,cart
551617,42200,8837875a-ad1e-4610-b6bd-10747cf93a2d,103.22.104.82,Apodi,Rio Grande do Norte,Firefox Mobile,Email,/cart,cart
292342,22367,7b9368b7-08bf-4b7c-9d36-d7a87b1d2467,155.205.169.217,Fortaleza,Ceará,Safari,Facebook,/cart,cart
375181,28513,4aae86ec-9c67-4eea-9bef-1a784fac47df,116.122.149.18,Highland Park,Illinois,Safari,Email,/cart,cart
812139,62442,09f4590b-606e-4fc1-a0cd-988427e5543e,39.45.89.114,Coudun,Hauts-de-France,Firefox,Email,/cart,cart
367250,27911,d427f174-7659-441e-bf3f-88fcd8a5a06d,90.35.250.6,Perth,Western Australia,Chrome Mobile,Email,/cart,cart
367243,27911,ed9e3eb2-04ab-4a89-ac0d-eb691e5f1ca8,167.40.102.89,Perth,Western Australia,Chrome,Adwords,/cart,cart
2141163,0,46b93c71-26d0-4508-b85a-d37a49aca808,28.42.211.251,Taiyuan,Sichuan,Chrome Mobile,Email,/cart,cart
338020,25677,554d7cbe-108c-4270-a7fb-2ca8da3784de,216.216.91.154,Busan,Busan,Safari,Facebook,/cart,cart
360505,27355,fc9fb458-1d6b-4616-83d6-0bac40378617,213.16.118.1,Gimhae City,Gyeongsangnam-do,Chrome,Email,/cart,cart
457523,34925,b6c4fd23-e999-49b7-ad23-348c4d015ccc,17.137.217.119,São Gonçalo do Amarante,Ceará,Firefox Mobile,Email,/cart,cart
457509,34925,b3f7d33f-5ba8-4dd8-96a6-18e7384f2d63,83.191.65.95,São Gonçalo do Amarante,Ceará,Chrome,Facebook,/cart,cart
157391,11947,88129489-f77e-4de8-b17e-866c436c83d5,31.232.86.162,Guangzhou,Sichuan,Chrome,Email,/cart,cart
157417,11947,6420abb7-e2d5-44c1-b40d-c323b6edb37c,79.115.191.10,Guangzhou,Sichuan,Chrome,Email,/cart,cart
157410,11947,7ab972c0-e600-4616-87c0-9430d9034366,23.213.225.69,Guangzhou,Sichuan,Chrome,Adwords,/cart,cart
682000,52239,42c8e6c6-1c36-49ac-9aa3-94a9527ad8de,71.23.92.3,Offenbach am Main,Hessen,Firefox Mobile,Email,/cart,cart
681997,52239,42c8e6c6-1c36-49ac-9aa3-94a9527ad8de,71.23.92.3,Offenbach am Main,Hessen,Firefox Mobile,Email,/cart,cart
447823,34173,3c7ac4b1-3baa-4d22-b92a-0977cc16f13d,15.89.80.185,,Ceará,Chrome,Adwords,/cart,cart
1111066,85067,b548d228-5be7-459d-8285-aae7cc177cdb,189.37.244.142,Darmstadt,Hessen,Chrome,Adwords,/cart,cart
500704,38275,bb43af8d-cca8-4452-914d-5d4b2b2f5d14,90.28.194.63,Aschersleben,Sachsen-Anhalt,Firefox,Email,/cart,cart
500709,38275,a2c957ac-47e2-488e-bd44-dd0213240d86,75.73.28.118,Aschersleben,Sachsen-Anhalt,Other,Adwords,/cart,cart
405198,30885,bce000be-b156-467b-aba9-f504cced8709,118.152.113.132,Mouguerre,Nouvelle-Aquitaine,Chrome,Facebook,/cart,cart
