order_id,user_id,status,created_at,returned_at,shipped_at,delivered_at,num_of_item
108706,86957,Shipped,2024-06-01 18:58:08.121699 UTC,,2024-06-03 01:33:08.121699 UTC,,1
19563,15579,Shipped,2024-05-31 12:13:00 UTC,,2024-06-01 18:15:00 UTC,,1
97721,78203,Shipped,2024-06-01 01:21:00 UTC,,2024-06-02 12:43:00 UTC,,1
105295,84256,Shipped,2024-06-01 07:03:00 UTC,,2024-06-03 03:56:00 UTC,,1
17739,14102,Shipped,2024-06-01 03:47:00 UTC,,2024-06-01 13:08:00 UTC,,1
62155,49651,Shipped,2024-05-31 13:48:00 UTC,,2024-06-02 09:11:00 UTC,,1
64554,51607,Shipped,2024-05-31 00:09:00 UTC,,2024-06-01 10:07:00 UTC,,1
90495,72374,Shipped,2024-05-31 15:25:00 UTC,,2024-06-02 02:51:00 UTC,,1
39010,31195,Shipped,2024-05-31 17:20:00 UTC,,2024-05-31 21:49:00 UTC,,1
71659,57282,Shipped,2024-06-01 06:23:00 UTC,,2024-06-03 04:13:00 UTC,,1
117515,94086,Shipped,2024-06-01 18:56:45.554157 UTC,,2024-06-02 20:23:45.554157 UTC,,1
124436,99624,Shipped,2024-06-01 00:14:00 UTC,,2024-06-02 04:02:00 UTC,,1
6518,5111,Shipped,2024-06-01 10:19:00 UTC,,2024-06-02 21:05:00 UTC,,1
107376,85878,Shipped,2024-06-01 13:27:00 UTC,,2024-06-02 03:28:00 UTC,,1
8624,6805,Shipped,2024-06-01 09:36:00 UTC,,2024-06-03 01:39:00 UTC,,1
30182,24126,Shipped,2024-06-01 00:51:00 UTC,,2024-06-03 11:24:00 UTC,,1
35808,28610,Shipped,2024-06-01 01:41:00 UTC,,2024-06-01 08:59:00 UTC,,1
53263,42561,Shipped,2024-06-01 05:47:00 UTC,,2024-06-01 07:40:00 UTC,,1
57861,46242,Shipped,2024-05-31 09:02:00 UTC,,2024-06-03 05:59:00 UTC,,1
105872,84723,Shipped,2024-06-01 01:29:00 UTC,,2024-06-03 02:17:00 UTC,,1
107240,85772,Shipped,2024-05-31 14:17:00 UTC,,2024-06-03 00:02:00 UTC,,1
111464,89144,Shipped,2024-06-01 04:30:00 UTC,,2024-06-01 04:30:00 UTC,,1
90891,72716,Shipped,2024-05-31 05:35:00 UTC,,2024-05-31 06:33:00 UTC,,1
50018,39993,Shipped,2024-06-01 03:57:00 UTC,,2024-06-02 10:01:00 UTC,,1
90538,72398,Shipped,2024-06-01 05:26:39.630629 UTC,,2024-06-02 02:55:39.630629 UTC,,1
96272,77068,Shipped,2024-05-31 07:21:00 UTC,,2024-06-01 11:10:00 UTC,,1
63540,50779,Shipped,2024-05-31 10:34:00 UTC,,2024-06-02 17:36:00 UTC,,1
66159,52877,Shipped,2024-06-01 00:15:00 UTC,,2024-06-03 22:28:00 UTC,,1
30865,24659,Shipped,2024-06-01 07:47:00 UTC,,2024-06-02 14:23:00 UTC,,1
74997,60035,Shipped,2024-05-31 11:59:00 UTC,,2024-06-01 02:23:00 UTC,,1
82829,66263,Shipped,2024-05-31 12:20:00 UTC,,2024-05-31 23:40:00 UTC,,1
2910,2301,Shipped,2024-06-01 13:18:00 UTC,,2024-06-01 21:23:00 UTC,,1
39522,31619,Shipped,2024-05-31 18:34:00 UTC,,2024-06-03 06:32:00 UTC,,1
122392,97974,Shipped,2024-05-31 06:51:00 UTC,,2024-06-03 02:09:00 UTC,,1
49617,39649,Shipped,2024-05-31 07:31:00 UTC,,2024-06-01 16:15:00 UTC,,1
65635,52469,Shipped,2024-06-01 06:30:58.301061 UTC,,2024-06-01 17:46:58.301061 UTC,,1
100403,80326,Shipped,2024-06-01 11:58:00 UTC,,2024-06-03 23:57:00 UTC,,1
108503,86794,Shipped,2024-06-01 14:14:03.088831 UTC,,2024-06-02 21:33:03.088831 UTC,,1
111192,88906,Shipped,2024-06-01 16:37:00 UTC,,2024-06-02 09:07:00 UTC,,1
106726,85398,Shipped,2024-06-01 01:01:00 UTC,,2024-06-03 07:47:00 UTC,,1
5046,3970,Shipped,2024-06-01 08:04:26.659598 UTC,,2024-06-03 04:54:26.659598 UTC,,1
96023,76842,Shipped,2024-06-01 06:39:00 UTC,,2024-06-03 18:10:00 UTC,,1
53719,42909,Shipped,2024-06-01 11:03:00 UTC,,2024-06-02 07:48:00 UTC,,1
79072,63235,Shipped,2024-06-01 12:56:00 UTC,,2024-06-03 20:05:00 UTC,,1
99384,79510,Shipped,2024-06-01 06:16:00 UTC,,2024-06-01 21:17:00 UTC,,1
57647,46075,Shipped,2024-06-01 13:49:51.556023 UTC,,2024-06-02 14:27:51.556023 UTC,,1
29719,23739,Shipped,2024-05-31 01:25:00 UTC,,2024-06-02 18:12:00 UTC,,1
103932,83141,Shipped,2024-06-01 03:58:00 UTC,,2024-06-03 08:10:00 UTC,,1
59252,47336,Shipped,2024-05-31 14:18:00 UTC,,2024-05-31 20:21:00 UTC,,1
107233,85768,Shipped,2024-06-01 12:12:00 UTC,,2024-06-04 09:11:00 UTC,,1
98433,78734,Shipped,2024-05-31 01:13:00 UTC,,2024-06-02 00:56:00 UTC,,1
14859,11799,Shipped,2024-05-31 09:16:00 UTC,,2024-05-31 22:14:00 UTC,,1
15939,12652,Shipped,2024-06-01 00:17:44.604663 UTC,,2024-06-03 22:01:44.604663 UTC,,1
110746,88540,Shipped,2024-05-31 07:15:00 UTC,,2024-06-02 20:47:00 UTC,,1
16221,12870,Shipped,2024-06-01 13:56:50.91367 UTC,,2024-06-02 19:51:50.91367 UTC,,1
82599,66097,Shipped,2024-05-31 02:14:00 UTC,,2024-06-01 07:37:00 UTC,,1
32372,25863,Shipped,2024-05-31 12:09:00 UTC,,2024-06-01 20:46:00 UTC,,1
85274,68203,Shipped,2024-06-01 16:38:00 UTC,,2024-06-02 16:30:00 UTC,,1
100522,80412,Shipped,2024-06-01 18:08:00 UTC,,2024-06-04 13:02:00 UTC,,1
21496,17134,Shipped,2024-05-31 03:14:00 UTC,,2024-06-01 03:37:00 UTC,,1
89931,71949,Shipped,2024-05-31 02:33:00 UTC,,2024-06-01 03:14:00 UTC,,1
44133,35305,Shipped,2024-06-01 07:03:00 UTC,,2024-06-02 10:29:00 UTC,,1
85088,68064,Shipped,2024-05-31 05:34:00 UTC,,2024-06-02 01:42:00 UTC,,1
56233,44909,Shipped,2024-06-01 03:19:00 UTC,,2024-06-03 08:15:00 UTC,,1
96419,77188,Shipped,2024-05-31 00:51:00 UTC,,2024-06-02 04:17:00 UTC,,1
119303,95487,Shipped,2024-05-31 16:47:00 UTC,,2024-06-01 13:55:00 UTC,,1
78606,62838,Shipped,2024-05-31 17:03:00 UTC,,2024-06-01 14:58:00 UTC,,1
101089,80821,Shipped,2024-06-01 11:38:00 UTC,,2024-06-02 01:30:00 UTC,,1
81365,65105,Shipped,2024-06-01 02:15:00 UTC,,2024-06-03 00:27:00 UTC,,1
37404,29901,Shipped,2024-06-01 08:57:00 UTC,,2024-06-02 01:57:00 UTC,,1
101462,81122,Shipped,2024-05-31 12:01:00 UTC,,2024-05-31 17:57:00 UTC,,1
69040,55170,Shipped,2024-06-01 02:26:00 UTC,,2024-06-03 05:33:00 UTC,,1
111983,89551,Shipped,2024-06-01 11:41:00 UTC,,2024-06-02 06:29:00 UTC,,1
91052,72844,Shipped,2024-06-01 12:05:52.46919 UTC,,2024-06-03 10:12:52.46919 UTC,,1
91286,73056,Shipped,2024-05-31 12:35:00 UTC,,2024-06-02 04:00:00 UTC,,1
101366,81049,Shipped,2024-05-31 15:11:00 UTC,,2024-06-03 06:56:00 UTC,,1
123796,99082,Shipped,2024-06-01 03:34:00 UTC,,2024-06-02 15:54:00 UTC,,1
16101,12778,Shipped,2024-05-31 14:19:00 UTC,,2024-06-03 09:37:00 UTC,,1
69915,55880,Shipped,2024-05-31 07:42:00 UTC,,2024-06-02 04:05:00 UTC,,1
87702,70140,Shipped,2024-06-01 17:50:00 UTC,,2024-06-03 19:20:00 UTC,,1
6389,5013,Shipped,2024-06-01 18:34:00 UTC,,2024-06-04 08:36:00 UTC,,1
26151,20915,Shipped,2024-06-01 02:50:00 UTC,,2024-06-02 06:42:00 UTC,,1
1807,1414,Shipped,2024-06-01 18:54:09.548687 UTC,,2024-06-01 22:28:09.548687 UTC,,1
16222,12870,Shipped,2024-06-01 13:56:50.91367 UTC,,2024-06-01 17:06:50.91367 UTC,,1
111798,89401,Shipped,2024-05-31 18:13:00 UTC,,2024-06-02 22:36:00 UTC,,1
28084,22418,Shipped,2024-05-31 05:02:00 UTC,,2024-06-01 19:50:00 UTC,,1
32733,26168,Shipped,2024-05-31 04:50:00 UTC,,2024-06-01 20:11:00 UTC,,1
78363,62655,Shipped,2024-05-31 12:24:00 UTC,,2024-06-02 23:57:00 UTC,,1
94778,75862,Shipped,2024-06-01 15:31:00 UTC,,2024-06-03 17:07:00 UTC,,1
105457,84388,Shipped,2024-06-01 16:01:00 UTC,,2024-06-02 06:04:00 UTC,,1
45910,36735,Shipped,2024-06-01 10:04:00 UTC,,2024-06-03 12:35:00 UTC,,1
24283,19356,Shipped,2024-06-01 05:17:00 UTC,,2024-06-03 00:36:00 UTC,,1
42891,34362,Shipped,2024-06-01 02:00:49.787468 UTC,,2024-06-01 23:19:49.787468 UTC,,1
85079,68057,Shipped,2024-05-31 08:37:00 UTC,,2024-05-31 09:26:00 UTC,,1
104816,83849,Shipped,2024-06-01 05:12:00 UTC,,2024-06-02 13:37:00 UTC,,1
110633,88459,Shipped,2024-06-01 14:25:00 UTC,,2024-06-03 01:24:00 UTC,,1
40711,32593,Shipped,2024-06-01 07:57:00 UTC,,2024-06-03 04:42:00 UTC,,1
90528,72393,Shipped,2024-06-01 16:59:00 UTC,,2024-06-01 22:13:00 UTC,,1
100054,80057,Shipped,2024-05-31 00:29:00 UTC,,2024-06-01 14:08:00 UTC,,1
103269,82580,Shipped,2024-06-01 09:32:00 UTC,,2024-06-04 05:21:00 UTC,,1
26182,20930,Shipped,2024-05-31 12:57:00 UTC,,2024-05-31 22:15:00 UTC,,1
30657,24502,Shipped,2024-06-01 12:44:00 UTC,,2024-06-03 16:19:00 UTC,,1
80777,64620,Shipped,2024-06-01 18:19:53.824183 UTC,,2024-06-03 20:11:53.824183 UTC,,1
96707,77416,Shipped,2024-06-01 06:28:05.366481 UTC,,2024-06-02 14:34:05.366481 UTC,,1
43062,34491,Shipped,2024-05-31 17:52:00 UTC,,2024-06-02 08:15:00 UTC,,1
92798,74310,Shipped,2024-06-01 03:48:00 UTC,,2024-06-01 11:16:00 UTC,,1
102338,81854,Shipped,2024-06-01 16:06:00 UTC,,2024-06-04 05:44:00 UTC,,1
57338,45821,Shipped,2024-05-31 06:10:00 UTC,,2024-06-01 06:26:00 UTC,,1
74841,59899,Shipped,2024-06-01 18:01:35.273003 UTC,,2024-06-03 00:09:35.273003 UTC,,1
101208,80924,Shipped,2024-06-01 13:58:00 UTC,,2024-06-02 10:14:00 UTC,,1
23247,18544,Shipped,2024-05-31 17:26:00 UTC,,2024-06-03 00:29:00 UTC,,1
56177,44857,Shipped,2024-05-31 07:03:00 UTC,,2024-06-01 14:37:00 UTC,,1
34972,27962,Shipped,2024-06-01 01:18:37.589047 UTC,,2024-06-01 19:27:37.589047 UTC,,1
46039,36837,Shipped,2024-05-31 09:27:00 UTC,,2024-06-01 07:41:00 UTC,,1
77005,61603,Shipped,2024-06-01 04:31:25.324684 UTC,,2024-06-03 05:47:25.324684 UTC,,1
16316,12950,Shipped,2024-05-31 00:37:00 UTC,,2024-06-02 08:02:00 UTC,,1
20531,16367,Shipped,2024-05-31 05:41:00 UTC,,2024-06-02 21:59:00 UTC,,1
45512,36418,Shipped,2024-06-01 10:48:00 UTC,,2024-06-01 15:29:00 UTC,,1
81324,65074,Shipped,2024-05-31 18:50:00 UTC,,2024-06-02 13:47:00 UTC,,1
14771,11735,Shipped,2024-06-01 06:24:00 UTC,,2024-06-03 07:03:00 UTC,,1
46928,37534,Shipped,2024-06-01 04:42:00 UTC,,2024-06-03 20:53:00 UTC,,1
100526,80413,Shipped,2024-06-01 19:24:42.985731 UTC,,2024-06-02 06:22:42.985731 UTC,,1
110894,88655,Shipped,2024-05-31 16:39:00 UTC,,2024-06-02 21:45:00 UTC,,1
9821,7748,Shipped,2024-05-31 09:11:00 UTC,,2024-06-01 19:47:00 UTC,,1
81211,64976,Shipped,2024-05-31 07:38:00 UTC,,2024-06-02 09:31:00 UTC,,1
6574,5161,Shipped,2024-06-01 17:35:00 UTC,,2024-06-02 04:46:00 UTC,,1
37039,29581,Shipped,2024-06-01 03:18:00 UTC,,2024-06-03 14:39:00 UTC,,1
106535,85236,Shipped,2024-05-31 13:16:00 UTC,,2024-06-02 23:20:00 UTC,,1
65583,52430,Shipped,2024-05-31 15:00:00 UTC,,2024-06-02 20:20:00 UTC,,1
87356,69881,Shipped,2024-06-01 13:29:00 UTC,,2024-06-04 03:01:00 UTC,,1
82156,65743,Shipped,2024-05-31 13:13:00 UTC,,2024-06-01 06:41:00 UTC,,1
68650,54844,Shipped,2024-05-31 08:08:00 UTC,,2024-06-02 16:55:00 UTC,,1
114652,91797,Shipped,2024-05-31 16:32:00 UTC,,2024-06-02 05:56:00 UTC,,1
6367,4997,Shipped,2024-06-01 14:25:57.288382 UTC,,2024-06-03 12:36:57.288382 UTC,,1
76158,60946,Shipped,2024-05-31 09:07:00 UTC,,2024-06-02 23:04:00 UTC,,1
55821,44577,Shipped,2024-05-31 16:02:00 UTC,,2024-06-02 05:42:00 UTC,,1
13154,10426,Shipped,2024-06-01 02:59:00 UTC,,2024-06-03 17:07:00 UTC,,1
49159,39298,Shipped,2024-05-31 04:45:00 UTC,,2024-06-02 02:04:00 UTC,,1
91743,73436,Shipped,2024-06-01 03:07:00 UTC,,2024-06-02 05:37:00 UTC,,1
90496,72374,Shipped,2024-06-01 15:25:00 UTC,,2024-06-03 00:28:00 UTC,,1
110073,88000,Shipped,2024-06-01 07:59:00 UTC,,2024-06-03 13:17:00 UTC,,1
94220,75406,Shipped,2024-06-01 10:34:07.038194 UTC,,2024-06-01 21:48:07.038194 UTC,,1
31290,25009,Shipped,2024-06-01 09:28:00 UTC,,2024-06-03 16:35:00 UTC,,1
13469,10692,Shipped,2024-06-01 04:37:00 UTC,,2024-06-02 05:24:00 UTC,,1
62075,49589,Shipped,2024-06-01 12:00:00 UTC,,2024-06-01 19:48:00 UTC,,1
54351,43404,Shipped,2024-05-31 16:25:00 UTC,,2024-06-01 23:52:00 UTC,,1
47163,37738,Shipped,2024-05-31 04:54:00 UTC,,2024-06-01 04:18:00 UTC,,1
78764,62971,Shipped,2024-06-01 10:17:00 UTC,,2024-06-02 01:27:00 UTC,,1
95186,76195,Shipped,2024-05-31 12:41:00 UTC,,2024-06-02 09:24:00 UTC,,1
108668,86919,Complete,2024-06-01 11:03:00 UTC,,2024-06-03 22:34:00 UTC,2024-06-08 03:06:00 UTC,1
49492,39545,Complete,2024-05-31 09:47:00 UTC,,2024-05-31 23:06:00 UTC,2024-06-03 02:16:00 UTC,1
118052,94503,Complete,2024-05-31 13:12:00 UTC,,2024-06-03 04:36:00 UTC,2024-06-06 16:35:00 UTC,1
118989,95253,Complete,2024-06-01 14:21:00 UTC,,2024-06-03 14:13:00 UTC,2024-06-07 16:52:00 UTC,1
49054,39220,Complete,2024-06-01 11:37:00 UTC,,2024-06-02 18:13:00 UTC,2024-06-04 15:23:00 UTC,1
53259,42555,Complete,2024-06-01 11:40:00 UTC,,2024-06-03 18:22:00 UTC,2024-06-06 10:41:00 UTC,1
94897,75955,Complete,2024-06-01 06:10:00 UTC,,2024-06-03 08:56:00 UTC,2024-06-06 08:36:00 UTC,1
46327,37060,Complete,2024-06-01 15:59:00 UTC,,2024-06-04 05:12:00 UTC,2024-06-06 03:10:00 UTC,1
121505,97257,Complete,2024-06-01 10:30:00 UTC,,2024-06-03 04:02:00 UTC,2024-06-06 22:44:00 UTC,1
33648,26887,Complete,2024-05-31 18:58:00 UTC,,2024-06-01 11:21:00 UTC,2024-06-04 09:24:00 UTC,1
62811,50201,Complete,2024-06-01 04:02:51.953864 UTC,,2024-06-03 00:09:51.953864 UTC,2024-06-04 19:44:51.953864 UTC,1
102987,82357,Complete,2024-05-31 00:31:00 UTC,,2024-06-01 15:17:00 UTC,2024-06-01 21:17:00 UTC,1
18465,14683,Complete,2024-05-31 07:56:00 UTC,,2024-06-02 21:58:00 UTC,2024-06-05 19:15:00 UTC,1
68770,54943,Complete,2024-05-31 02:30:00 UTC,,2024-06-03 01:52:00 UTC,2024-06-05 20:57:00 UTC,1
815,646,Complete,2024-05-31 12:00:00 UTC,,2024-06-02 18:38:00 UTC,2024-06-05 01:51:00 UTC,1
28499,22757,Complete,2024-06-01 10:34:01.750517 UTC,,2024-06-03 19:57:01.750517 UTC,2024-06-06 09:20:01.750517 UTC,1
49493,39545,Complete,2024-05-31 09:47:00 UTC,,2024-06-01 03:58:00 UTC,2024-06-01 12:10:00 UTC,1
61889,49443,Complete,2024-05-31 03:14:00 UTC,,2024-05-31 19:19:00 UTC,2024-06-02 17:39:00 UTC,1
35259,28177,Complete,2024-05-31 06:59:00 UTC,,2024-06-02 02:44:00 UTC,2024-06-05 11:47:00 UTC,1
100197,80174,Complete,2024-06-01 02:59:00 UTC,,2024-06-02 05:32:00 UTC,2024-06-06 10:08:00 UTC,1
111926,89501,Complete,2024-06-01 09:41:00 UTC,,2024-06-04 00:20:00 UTC,2024-06-08 18:08:00 UTC,1
115268,92278,Complete,2024-06-01 13:19:00 UTC,,2024-06-03 10:40:00 UTC,2024-06-04 16:32:00 UTC,1
18355,14587,Complete,2024-06-01 16:27:00 UTC,,2024-06-02 11:38:00 UTC,2024-06-07 08:12:00 UTC,1
56983,45513,Complete,2024-05-31 02:16:00 UTC,,2024-05-31 04:50:00 UTC,2024-06-04 08:24:00 UTC,1
78824,63025,Complete,2024-05-31 16:36:00 UTC,,2024-06-01 19:51:00 UTC,2024-06-03 05:17:00 UTC,1
85468,68345,Complete,2024-05-31 18:02:00 UTC,,2024-06-01 07:45:00 UTC,2024-06-03 23:59:00 UTC,1
91008,72810,Complete,2024-05-31 17:53:00 UTC,,2024-06-03 07:51:00 UTC,2024-06-07 00:40:00 UTC,1
91842,73523,Complete,2024-05-31 12:19:00 UTC,,2024-06-03 03:00:00 UTC,2024-06-07 04:22:00 UTC,1
98318,78652,Complete,2024-06-01 03:57:00 UTC,,2024-06-02 09:22:00 UTC,2024-06-06 15:56:00 UTC,1
108694,86945,Complete,2024-06-01 18:32:07.775304 UTC,,2024-06-01 21:23:07.775304 UTC,2024-06-02 23:31:07.775304 UTC,1
44622,35691,Complete,2024-06-01 16:13:29.02572 UTC,,2024-06-03 17:19:29.02572 UTC,2024-06-06 04:46:29.02572 UTC,1
113809,91114,Complete,2024-06-01 14:48:13.687588 UTC,,2024-06-03 23:50:13.687588 UTC,2024-06-05 15:23:13.687588 UTC,1
34899,27905,Complete,2024-05-31 09:08:00 UTC,,2024-06-01 19:44:00 UTC,2024-06-05 06:53:00 UTC,1
74495,59619,Complete,2024-06-01 00:41:27.058181 UTC,,2024-06-01 01:44:27.058181 UTC,2024-06-03 04:45:27.058181 UTC,1
76014,60825,Complete,2024-05-31 07:43:00 UTC,,2024-05-31 21:54:00 UTC,2024-06-04 10:53:00 UTC,1
19443,15483,Complete,2024-05-31 04:46:00 UTC,,2024-05-31 07:34:00 UTC,2024-06-04 22:03:00 UTC,1
13052,10336,Complete,2024-06-01 07:07:00 UTC,,2024-06-01 21:22:00 UTC,2024-06-05 23:16:00 UTC,1
89335,71486,Complete,2024-06-01 11:55:00 UTC,,2024-06-02 00:18:00 UTC,2024-06-05 07:38:00 UTC,1
108018,86407,Complete,2024-06-01 09:14:00 UTC,,2024-06-03 09:59:00 UTC,2024-06-06 06:42:00 UTC,1
116930,93605,Complete,2024-05-31 01:54:00 UTC,,2024-06-01 23:38:00 UTC,2024-06-03 18:52:00 UTC,1
119691,95793,Complete,2024-05-31 12:20:00 UTC,,2024-05-31 23:37:00 UTC,2024-06-05 14:58:00 UTC,1
47518,38002,Complete,2024-06-01 09:31:36.825444 UTC,,2024-06-02 01:09:36.825444 UTC,2024-06-04 15:56:36.825444 UTC,1
57065,45598,Complete,2024-06-01 06:06:00 UTC,,2024-06-03 16:48:00 UTC,2024-06-05 01:05:00 UTC,1
100949,80724,Complete,2024-06-01 01:22:00 UTC,,2024-06-01 21:57:00 UTC,2024-06-02 06:26:00 UTC,1
59091,47220,Complete,2024-05-31 14:02:00 UTC,,2024-06-01 09:10:00 UTC,2024-06-03 01:05:00 UTC,1
98539,78815,Complete,2024-05-31 05:36:00 UTC,,2024-06-01 08:27:00 UTC,2024-06-03 01:41:00 UTC,1
4692,3681,Complete,2024-05-31 08:21:00 UTC,,2024-06-01 12:28:00 UTC,2024-06-04 03:30:00 UTC,1
101235,80945,Complete,2024-06-01 14:43:00 UTC,,2024-06-03 15:55:00 UTC,2024-06-07 21:00:00 UTC,1
102451,81932,Complete,2024-06-01 08:32:00 UTC,,2024-06-04 00:28:00 UTC,2024-06-04 15:31:00 UTC,1
35338,28248,Complete,2024-05-31 01:05:00 UTC,,2024-06-02 14:59:00 UTC,2024-06-03 15:44:00 UTC,1
66429,53097,Complete,2024-06-01 03:25:00 UTC,,2024-06-03 20:30:00 UTC,2024-06-04 00:01:00 UTC,1
15123,11995,Complete,2024-05-31 16:11:00 UTC,,2024-06-01 01:09:00 UTC,2024-06-01 19:53:00 UTC,1
3237,2557,Complete,2024-05-31 17:02:00 UTC,,2024-06-01 03:08:00 UTC,2024-06-03 13:20:00 UTC,1
59866,47841,Complete,2024-05-31 06:17:00 UTC,,2024-06-01 17:41:00 UTC,2024-06-03 18:22:00 UTC,1
75052,60085,Complete,2024-05-31 17:05:00 UTC,,2024-06-01 21:52:00 UTC,2024-06-06 02:10:00 UTC,1
114041,91296,Complete,2024-06-01 14:53:00 UTC,,2024-06-03 06:33:00 UTC,2024-06-04 15:40:00 UTC,1
6499,5091,Complete,2024-06-01 17:12:00 UTC,,2024-06-02 23:35:00 UTC,2024-06-07 10:00:00 UTC,1
82182,65766,Complete,2024-05-31 02:11:00 UTC,,2024-05-31 04:25:00 UTC,2024-06-05 01:15:00 UTC,1
105511,84441,Complete,2024-05-31 02:01:00 UTC,,2024-06-02 03:36:00 UTC,2024-06-06 08:34:00 UTC,1
117717,94248,Complete,2024-05-31 08:16:00 UTC,,2024-05-31 18:39:00 UTC,2024-06-02 03:37:00 UTC,1
93504,74870,Complete,2024-06-01 03:29:00 UTC,,2024-06-02 08:09:00 UTC,2024-06-04 09:12:00 UTC,1
97250,77830,Complete,2024-06-01 11:38:00 UTC,,2024-06-01 14:16:00 UTC,2024-06-06 10:17:00 UTC,1
115361,92352,Complete,2024-05-31 12:07:00 UTC,,2024-06-01 13:36:00 UTC,2024-06-05 20:02:00 UTC,1
88908,71109,Complete,2024-06-01 02:54:00 UTC,,2024-06-02 02:06:00 UTC,2024-06-02 05:26:00 UTC,1
64837,51854,Complete,2024-05-31 15:48:00 UTC,,2024-05-31 15:59:00 UTC,2024-06-05 14:42:00 UTC,1
111720,89342,Complete,2024-06-01 14:57:00 UTC,,2024-06-04 09:48:00 UTC,2024-06-05 02:05:00 UTC,1
65055,52013,Complete,2024-05-31 18:47:00 UTC,,2024-06-01 12:35:00 UTC,2024-06-03 00:35:00 UTC,1
52911,42272,Complete,2024-05-31 03:29:00 UTC,,2024-06-01 23:10:00 UTC,2024-06-04 21:12:00 UTC,1
111537,89194,Complete,2024-06-01 18:35:00 UTC,,2024-06-02 02:18:00 UTC,2024-06-03 17:37:00 UTC,1
3228,2552,Complete,2024-06-01 09:26:00 UTC,,2024-06-03 01:47:00 UTC,2024-06-06 14:22:00 UTC,1
113795,91105,Complete,2024-06-01 00:14:00 UTC,,2024-06-03 22:28:00 UTC,2024-06-04 00:23:00 UTC,1
52212,41727,Complete,2024-06-01 06:36:00 UTC,,2024-06-02 06:21:00 UTC,2024-06-03 04:32:00 UTC,1
4209,3327,Complete,2024-05-31 05:47:00 UTC,,2024-05-31 22:56:00 UTC,2024-06-05 14:55:00 UTC,1
10359,8205,Complete,2024-06-01 15:22:00 UTC,,2024-06-03 17:43:00 UTC,2024-06-06 22:15:00 UTC,1
55963,44692,Complete,2024-05-31 02:29:00 UTC,,2024-05-31 22:36:00 UTC,2024-06-05 15:22:00 UTC,1
46034,36831,Complete,2024-05-31 01:38:00 UTC,,2024-06-01 12:06:00 UTC,2024-06-02 20:32:00 UTC,1
83174,66537,Complete,2024-05-31 04:31:00 UTC,,2024-06-02 15:38:00 UTC,2024-06-07 13:40:00 UTC,1
1101,870,Complete,2024-06-01 00:44:00 UTC,,2024-06-02 17:57:00 UTC,2024-06-06 19:02:00 UTC,1
