order_id,user_id,status,created_at,returned_at,shipped_at,delivered_at,num_of_item
35327,28241,Shipped,2024-06-02 14:20:00 UTC,,2024-06-04 21:46:00 UTC,,1
56233,44909,Shipped,2024-06-01 03:19:00 UTC,,2024-06-03 08:15:00 UTC,,1
28500,22757,Shipped,2024-06-02 10:34:01.750517 UTC,,2024-06-03 16:33:01.750517 UTC,,1
107174,85729,Shipped,2024-06-02 13:41:30.775083 UTC,,2024-06-05 04:50:30.775083 UTC,,1
42188,33759,Shipped,2024-06-02 03:26:32.240277 UTC,,2024-06-02 17:48:32.240277 UTC,,1
100254,80215,Shipped,2024-06-02 01:10:00 UTC,,2024-06-02 13:08:00 UTC,,1
121855,97531,Shipped,2024-06-02 16:33:00 UTC,,2024-06-03 16:11:00 UTC,,1
23851,19025,Shipped,2024-06-01 18:29:00 UTC,,2024-06-02 02:30:00 UTC,,1
26151,20915,Shipped,2024-06-01 02:50:00 UTC,,2024-06-02 06:42:00 UTC,,1
92357,73945,Shipped,2024-06-02 11:14:24.326237 UTC,,2024-06-04 06:22:24.326237 UTC,,1
98609,78868,Shipped,2024-06-02 01:47:48.990567 UTC,,2024-06-04 10:10:48.990567 UTC,,1
26275,20996,Shipped,2024-06-02 03:26:00 UTC,,2024-06-04 15:32:00 UTC,,1
102722,82153,Shipped,2024-06-02 10:24:43.048073 UTC,,2024-06-03 19:54:43.048073 UTC,,1
105872,84723,Shipped,2024-06-01 01:29:00 UTC,,2024-06-03 02:17:00 UTC,,1
116924,93596,Shipped,2024-06-02 08:38:30.082602 UTC,,2024-06-04 06:14:30.082602 UTC,,1
77576,62019,Shipped,2024-06-02 02:06:00 UTC,,2024-06-03 17:26:00 UTC,,1
16376,13013,Shipped,2024-06-02 03:46:54.978569 UTC,,2024-06-04 16:44:54.978569 UTC,,1
45461,36370,Shipped,2024-06-01 08:48:00 UTC,,2024-06-03 17:40:00 UTC,,1
46221,36974,Shipped,2024-06-02 14:11:06.398435 UTC,,2024-06-02 21:25:06.398435 UTC,,1
102338,81854,Shipped,2024-06-01 16:06:00 UTC,,2024-06-04 05:44:00 UTC,,1
108503,86794,Shipped,2024-06-01 14:14:03.088831 UTC,,2024-06-02 21:33:03.088831 UTC,,1
90528,72393,Shipped,2024-06-01 16:59:00 UTC,,2024-06-01 22:13:00 UTC,,1
91068,72859,Shipped,2024-06-02 01:13:52.900268 UTC,,2024-06-03 15:02:52.900268 UTC,,1
2732,2148,Shipped,2024-06-02 17:33:00 UTC,,2024-06-05 02:11:00 UTC,,1
32103,25647,Shipped,2024-06-02 13:30:00 UTC,,2024-06-03 06:11:00 UTC,,1
53263,42561,Shipped,2024-06-01 05:47:00 UTC,,2024-06-01 07:40:00 UTC,,1
92798,74310,Shipped,2024-06-01 03:48:00 UTC,,2024-06-01 11:16:00 UTC,,1
58126,46468,Shipped,2024-06-02 02:26:03.139316 UTC,,2024-06-04 12:48:03.139316 UTC,,1
113292,90665,Shipped,2024-06-02 19:20:00.212893 UTC,,2024-06-03 13:05:00.212893 UTC,,1
117515,94086,Shipped,2024-06-01 18:56:45.554157 UTC,,2024-06-02 20:23:45.554157 UTC,,1
21726,17335,Shipped,2024-06-01 09:41:00 UTC,,2024-06-01 23:42:00 UTC,,1
100403,80326,Shipped,2024-06-01 11:58:00 UTC,,2024-06-03 23:57:00 UTC,,1
100526,80413,Shipped,2024-06-01 19:24:42.985731 UTC,,2024-06-02 06:22:42.985731 UTC,,1
115050,92123,Shipped,2024-06-02 02:02:00 UTC,,2024-06-03 23:13:00 UTC,,1
47289,37831,Shipped,2024-06-02 13:01:00 UTC,,2024-06-05 06:35:00 UTC,,1
52490,41941,Shipped,2024-06-02 16:46:47.012308 UTC,,2024-06-03 10:30:47.012308 UTC,,1
21120,16828,Shipped,2024-06-02 13:16:00 UTC,,2024-06-02 15:18:00 UTC,,1
46928,37534,Shipped,2024-06-01 04:42:00 UTC,,2024-06-03 20:53:00 UTC,,1
65635,52469,Shipped,2024-06-01 06:30:58.301061 UTC,,2024-06-01 17:46:58.301061 UTC,,1
113241,90615,Shipped,2024-06-02 12:17:00 UTC,,2024-06-03 17:05:00 UTC,,1
121623,97359,Shipped,2024-06-02 12:07:00 UTC,,2024-06-05 08:57:00 UTC,,1
2910,2301,Shipped,2024-06-01 13:18:00 UTC,,2024-06-01 21:23:00 UTC,,1
111983,89551,Shipped,2024-06-01 11:41:00 UTC,,2024-06-02 06:29:00 UTC,,1
118676,94989,Shipped,2024-06-02 05:57:12.794555 UTC,,2024-06-03 20:04:12.794555 UTC,,1
81365,65105,Shipped,2024-06-01 02:15:00 UTC,,2024-06-03 00:27:00 UTC,,1
104816,83849,Shipped,2024-06-01 05:12:00 UTC,,2024-06-02 13:37:00 UTC,,1
54215,43294,Shipped,2024-06-02 01:25:00 UTC,,2024-06-02 04:18:00 UTC,,1
68738,54914,Shipped,2024-06-02 07:10:00 UTC,,2024-06-04 05:10:00 UTC,,1
78764,62971,Shipped,2024-06-01 10:17:00 UTC,,2024-06-02 01:27:00 UTC,,1
33440,26733,Shipped,2024-06-02 02:35:00 UTC,,2024-06-04 02:29:00 UTC,,1
82661,66146,Shipped,2024-06-01 10:58:00 UTC,,2024-06-03 01:25:00 UTC,,1
16062,12747,Shipped,2024-06-01 08:41:00 UTC,,2024-06-01 15:20:00 UTC,,1
95949,76785,Shipped,2024-06-02 07:46:47.171523 UTC,,2024-06-03 15:15:47.171523 UTC,,1
12973,10266,Shipped,2024-06-02 07:38:00 UTC,,2024-06-03 21:55:00 UTC,,1
15939,12652,Shipped,2024-06-01 00:17:44.604663 UTC,,2024-06-03 22:01:44.604663 UTC,,1
40711,32593,Shipped,2024-06-01 07:57:00 UTC,,2024-06-03 04:42:00 UTC,,1
73365,58678,Shipped,2024-06-02 09:31:59.72859 UTC,,2024-06-04 05:07:59.72859 UTC,,1
31698,25327,Shipped,2024-06-02 03:33:18.363604 UTC,,2024-06-03 04:38:18.363604 UTC,,1
108102,86474,Shipped,2024-06-02 07:32:53.353469 UTC,,2024-06-03 12:23:53.353469 UTC,,1
24092,19212,Shipped,2024-06-02 11:23:04.756666 UTC,,2024-06-05 06:18:04.756666 UTC,,1
81388,65120,Shipped,2024-06-02 03:26:08.386412 UTC,,2024-06-02 09:26:08.386412 UTC,,1
89225,71386,Shipped,2024-06-02 10:54:09.863087 UTC,,2024-06-05 05:11:09.863087 UTC,,1
69040,55170,Shipped,2024-06-01 02:26:00 UTC,,2024-06-03 05:33:00 UTC,,1
92810,74317,Shipped,2024-06-02 07:57:00 UTC,,2024-06-04 23:15:00 UTC,,1
112671,90113,Shipped,2024-06-02 18:54:00 UTC,,2024-06-03 04:14:00 UTC,,1
103932,83141,Shipped,2024-06-01 03:58:00 UTC,,2024-06-03 08:10:00 UTC,,1
119173,95387,Shipped,2024-06-02 02:30:00 UTC,,2024-06-03 06:12:00 UTC,,1
24283,19356,Shipped,2024-06-01 05:17:00 UTC,,2024-06-03 00:36:00 UTC,,1
53942,43086,Shipped,2024-06-02 14:15:00 UTC,,2024-06-03 14:57:00 UTC,,1
103800,83021,Shipped,2024-06-02 17:58:00 UTC,,2024-06-05 11:27:00 UTC,,1
163,137,Shipped,2024-06-01 12:38:00 UTC,,2024-06-01 13:19:00 UTC,,1
26977,21555,Shipped,2024-06-02 09:09:00 UTC,,2024-06-04 10:03:00 UTC,,1
41760,33428,Shipped,2024-06-02 06:43:22.450019 UTC,,2024-06-02 13:49:22.450019 UTC,,1
54323,43383,Shipped,2024-06-02 18:09:00 UTC,,2024-06-04 05:30:00 UTC,,1
117768,94291,Shipped,2024-06-02 15:08:51.774596 UTC,,2024-06-04 18:00:51.774596 UTC,,1
6518,5111,Shipped,2024-06-01 10:19:00 UTC,,2024-06-02 21:05:00 UTC,,1
19844,15799,Shipped,2024-06-02 14:18:00 UTC,,2024-06-02 18:42:00 UTC,,1
94778,75862,Shipped,2024-06-01 15:31:00 UTC,,2024-06-03 17:07:00 UTC,,1
124436,99624,Shipped,2024-06-01 00:14:00 UTC,,2024-06-02 04:02:00 UTC,,1
53719,42909,Shipped,2024-06-01 11:03:00 UTC,,2024-06-02 07:48:00 UTC,,1
81130,64915,Shipped,2024-06-01 10:12:00 UTC,,2024-06-01 19:01:00 UTC,,1
94442,75565,Shipped,2024-06-02 14:25:11.708518 UTC,,2024-06-02 18:05:11.708518 UTC,,1
100522,80412,Shipped,2024-06-01 18:08:00 UTC,,2024-06-04 13:02:00 UTC,,1
9576,7560,Shipped,2024-06-02 06:12:00 UTC,,2024-06-02 16:24:00 UTC,,1
79072,63235,Shipped,2024-06-01 12:56:00 UTC,,2024-06-03 20:05:00 UTC,,1
97721,78203,Shipped,2024-06-01 01:21:00 UTC,,2024-06-02 12:43:00 UTC,,1
16221,12870,Shipped,2024-06-01 13:56:50.91367 UTC,,2024-06-02 19:51:50.91367 UTC,,1
116780,93474,Shipped,2024-06-02 14:18:25.122661 UTC,,2024-06-04 01:37:25.122661 UTC,,1
45512,36418,Shipped,2024-06-01 10:48:00 UTC,,2024-06-01 15:29:00 UTC,,1
46044,36840,Shipped,2024-06-02 15:19:02.55812 UTC,,2024-06-05 00:59:02.55812 UTC,,1
98608,78868,Shipped,2024-06-02 01:47:48.990567 UTC,,2024-06-02 16:11:48.990567 UTC,,1
105295,84256,Shipped,2024-06-01 07:03:00 UTC,,2024-06-03 03:56:00 UTC,,1
2311,1823,Shipped,2024-06-02 06:00:21.949191 UTC,,2024-06-02 18:15:21.949191 UTC,,1
10694,8477,Shipped,2024-06-02 10:12:00 UTC,,2024-06-03 06:05:00 UTC,,1
31877,25469,Shipped,2024-06-01 03:43:00 UTC,,2024-06-03 03:17:00 UTC,,1
37959,30338,Shipped,2024-06-02 17:34:00 UTC,,2024-06-05 15:30:00 UTC,,1
80777,64620,Shipped,2024-06-01 18:19:53.824183 UTC,,2024-06-03 20:11:53.824183 UTC,,1
60810,48598,Shipped,2024-06-02 04:52:05.341649 UTC,,2024-06-03 06:50:05.341649 UTC,,1
91743,73436,Shipped,2024-06-01 03:07:00 UTC,,2024-06-02 05:37:00 UTC,,1
103339,82637,Shipped,2024-06-02 06:54:00 UTC,,2024-06-04 11:42:00 UTC,,1
107376,85878,Shipped,2024-06-01 13:27:00 UTC,,2024-06-02 03:28:00 UTC,,1
121418,97186,Shipped,2024-06-02 16:55:18.598074 UTC,,2024-06-02 22:23:18.598074 UTC,,1
20890,16649,Shipped,2024-06-02 03:01:00 UTC,,2024-06-02 17:31:00 UTC,,1
35730,28552,Shipped,2024-06-02 01:21:00 UTC,,2024-06-02 15:19:00 UTC,,1
30182,24126,Shipped,2024-06-01 00:51:00 UTC,,2024-06-03 11:24:00 UTC,,1
44133,35305,Shipped,2024-06-01 07:03:00 UTC,,2024-06-02 10:29:00 UTC,,1
68763,54938,Shipped,2024-06-02 15:58:00 UTC,,2024-06-05 02:26:00 UTC,,1
9800,7731,Shipped,2024-06-02 16:07:00 UTC,,2024-06-04 04:34:00 UTC,,1
45348,36282,Shipped,2024-06-02 16:44:46.307346 UTC,,2024-06-03 01:18:46.307346 UTC,,1
116725,93430,Shipped,2024-06-02 17:04:00 UTC,,2024-06-04 03:51:00 UTC,,1
34972,27962,Shipped,2024-06-01 01:18:37.589047 UTC,,2024-06-01 19:27:37.589047 UTC,,1
63165,50465,Shipped,2024-06-02 05:03:59.663363 UTC,,2024-06-04 00:31:59.663363 UTC,,1
73896,59130,Shipped,2024-06-02 11:19:12.871203 UTC,,2024-06-03 06:50:12.871203 UTC,,1
94220,75406,Shipped,2024-06-01 10:34:07.038194 UTC,,2024-06-01 21:48:07.038194 UTC,,1
99384,79510,Shipped,2024-06-01 06:16:00 UTC,,2024-06-01 21:17:00 UTC,,1
69355,55428,Shipped,2024-06-02 15:26:00 UTC,,2024-06-04 22:46:00 UTC,,1
84116,67285,Shipped,2024-06-02 00:58:00 UTC,,2024-06-03 22:12:00 UTC,,1
102631,82073,Shipped,2024-06-02 06:59:40.647933 UTC,,2024-06-04 07:31:40.647933 UTC,,1
23747,18949,Shipped,2024-06-02 08:10:56.733953 UTC,,2024-06-04 05:00:56.733953 UTC,,1
55722,44495,Shipped,2024-06-02 08:25:05.44807 UTC,,2024-06-02 13:16:05.44807 UTC,,1
81772,65433,Shipped,2024-06-02 09:37:17.556222 UTC,,2024-06-02 20:31:17.556222 UTC,,1
101011,80775,Shipped,2024-06-02 13:09:01.479406 UTC,,2024-06-04 14:31:01.479406 UTC,,1
111406,89093,Shipped,2024-06-02 10:27:00 UTC,,2024-06-03 00:33:00 UTC,,1
88747,70987,Shipped,2024-06-02 13:40:58.275959 UTC,,2024-06-05 04:24:58.275959 UTC,,1
105457,84388,Shipped,2024-06-01 16:01:00 UTC,,2024-06-02 06:04:00 UTC,,1
120156,96200,Shipped,2024-06-02 12:50:49.188448 UTC,,2024-06-04 03:18:49.188448 UTC,,1
4416,3465,Shipped,2024-06-02 05:07:00 UTC,,2024-06-04 17:00:00 UTC,,1
20620,16442,Shipped,2024-06-02 18:24:41.956086 UTC,,2024-06-05 10:56:41.956086 UTC,,1
57056,45589,Shipped,2024-06-02 08:39:00 UTC,,2024-06-03 04:10:00 UTC,,1
71659,57282,Shipped,2024-06-01 06:23:00 UTC,,2024-06-03 04:13:00 UTC,,1
77956,62322,Shipped,2024-06-02 15:23:00 UTC,,2024-06-03 18:07:00 UTC,,1
123809,99087,Shipped,2024-06-01 16:49:00 UTC,,2024-06-01 18:45:00 UTC,,1
16287,12926,Shipped,2024-06-02 10:54:52.519907 UTC,,2024-06-03 10:23:52.519907 UTC,,1
20101,16006,Shipped,2024-06-02 09:09:00 UTC,,2024-06-02 17:08:00 UTC,,1
76295,61043,Shipped,2024-06-02 09:04:00 UTC,,2024-06-03 06:45:00 UTC,,1
14287,11335,Shipped,2024-06-02 12:16:00 UTC,,2024-06-04 15:14:00 UTC,,1
46628,37283,Shipped,2024-06-02 17:03:00 UTC,,2024-06-02 21:18:00 UTC,,1
64230,51340,Shipped,2024-06-02 04:44:25.282643 UTC,,2024-06-04 03:58:25.282643 UTC,,1
91052,72844,Shipped,2024-06-01 12:05:52.46919 UTC,,2024-06-03 10:12:52.46919 UTC,,1
96707,77416,Shipped,2024-06-01 06:28:05.366481 UTC,,2024-06-02 14:34:05.366481 UTC,,1
110633,88459,Shipped,2024-06-01 14:25:00 UTC,,2024-06-03 01:24:00 UTC,,1
13469,10692,Shipped,2024-06-01 04:37:00 UTC,,2024-06-02 05:24:00 UTC,,1
16485,13092,Shipped,2024-06-02 16:44:57.302302 UTC,,2024-06-05 07:49:57.302302 UTC,,1
101208,80924,Shipped,2024-06-01 13:58:00 UTC,,2024-06-02 10:14:00 UTC,,1
37404,29901,Shipped,2024-06-01 08:57:00 UTC,,2024-06-02 01:57:00 UTC,,1
87701,70140,Shipped,2024-06-02 17:50:00 UTC,,2024-06-03 06:38:00 UTC,,1
124435,99623,Shipped,2024-06-02 07:53:00 UTC,,2024-06-03 20:13:00 UTC,,1
76357,61093,Shipped,2024-06-02 06:05:00 UTC,,2024-06-04 13:43:00 UTC,,1
85274,68203,Shipped,2024-06-01 16:38:00 UTC,,2024-06-02 16:30:00 UTC,,1
16916,13436,Shipped,2024-06-02 14:52:00 UTC,,2024-06-04 04:50:00 UTC,,1
37039,29581,Shipped,2024-06-01 03:18:00 UTC,,2024-06-03 14:39:00 UTC,,1
51606,41264,Shipped,2024-06-02 04:05:12.571189 UTC,,2024-06-05 01:37:12.571189 UTC,,1
79633,63692,Shipped,2024-06-02 03:15:00 UTC,,2024-06-03 17:52:00 UTC,,1
88304,70642,Shipped,2024-06-02 05:44:48.370153 UTC,,2024-06-02 12:35:48.370153 UTC,,1
52586,42021,Shipped,2024-06-02 10:38:00 UTC,,2024-06-05 06:39:00 UTC,,1
100388,80314,Shipped,2024-06-02 07:00:37.271725 UTC,,2024-06-04 09:10:37.271725 UTC,,1
42891,34362,Shipped,2024-06-01 02:00:49.787468 UTC,,2024-06-01 23:19:49.787468 UTC,,1
57647,46075,Shipped,2024-06-01 13:49:51.556023 UTC,,2024-06-02 14:27:51.556023 UTC,,1
77005,61603,Shipped,2024-06-01 04:31:25.324684 UTC,,2024-06-03 05:47:25.324684 UTC,,1
87702,70140,Shipped,2024-06-01 17:50:00 UTC,,2024-06-03 19:20:00 UTC,,1
10966,8672,Shipped,2024-06-02 18:02:00 UTC,,2024-06-04 06:14:00 UTC,,1
15204,12072,Shipped,2024-06-02 05:16:00 UTC,,2024-06-02 06:42:00 UTC,,1
25241,20145,Shipped,2024-06-02 07:43:00 UTC,,2024-06-02 18:18:00 UTC,,1
43255,34628,Shipped,2024-06-02 02:14:57.61044 UTC,,2024-06-04 08:34:57.61044 UTC,,1
55188,44100,Shipped,2024-06-02 19:12:53.704985 UTC,,2024-06-05 14:53:53.704985 UTC,,1
36424,29090,Shipped,2024-06-02 14:45:12.455061 UTC,,2024-06-05 05:19:12.455061 UTC,,1
42523,34058,Shipped,2024-06-02 17:26:40.857439 UTC,,2024-06-03 03:33:40.857439 UTC,,1
59991,47933,Shipped,2024-06-01 11:49:00 UTC,,2024-06-04 04:59:00 UTC,,1
104818,83850,Shipped,2024-06-02 04:38:34.636227 UTC,,2024-06-03 01:26:34.636227 UTC,,1
117926,94416,Shipped,2024-06-02 07:54:55.516412 UTC,,2024-06-03 15:29:55.516412 UTC,,1
59062,47193,Shipped,2024-06-02 01:14:00 UTC,,2024-06-03 20:21:00 UTC,,1
104838,83865,Shipped,2024-06-02 15:52:35.081961 UTC,,2024-06-03 12:22:35.081961 UTC,,1
119010,95271,Shipped,2024-06-02 18:30:00 UTC,,2024-06-04 21:18:00 UTC,,1
36451,29109,Shipped,2024-06-02 14:27:00 UTC,,2024-06-04 14:20:00 UTC,,1
74841,59899,Shipped,2024-06-01 18:01:35.273003 UTC,,2024-06-03 00:09:35.273003 UTC,,1
87356,69881,Shipped,2024-06-01 13:29:00 UTC,,2024-06-04 03:01:00 UTC,,1
6574,5161,Shipped,2024-06-01 17:35:00 UTC,,2024-06-02 04:46:00 UTC,,1
111192,88906,Shipped,2024-06-01 16:37:00 UTC,,2024-06-02 09:07:00 UTC,,1
18485,14697,Shipped,2024-06-02 15:47:50.080295 UTC,,2024-06-04 18:24:50.080295 UTC,,1
1807,1414,Shipped,2024-06-01 18:54:09.548687 UTC,,2024-06-01 22:28:09.548687 UTC,,1
8095,6396,Shipped,2024-06-02 05:14:39.145193 UTC,,2024-06-04 12:37:39.145193 UTC,,1
18450,14667,Shipped,2024-06-02 14:12:49.186307 UTC,,2024-06-04 21:47:49.186307 UTC,,1
90496,72374,Shipped,2024-06-01 15:25:00 UTC,,2024-06-03 00:28:00 UTC,,1
119752,95842,Shipped,2024-06-01 13:13:00 UTC,,2024-06-02 02:22:00 UTC,,1
38159,30521,Shipped,2024-06-02 18:17:00 UTC,,2024-06-05 03:46:00 UTC,,1
90538,72398,Shipped,2024-06-01 05:26:39.630629 UTC,,2024-06-02 02:55:39.630629 UTC,,1
111464,89144,Shipped,2024-06-01 04:30:00 UTC,,2024-06-01 04:30:00 UTC,,1
6367,4997,Shipped,2024-06-01 14:25:57.288382 UTC,,2024-06-03 12:36:57.288382 UTC,,1
12433,9840,Shipped,2024-06-02 15:53:00 UTC,,2024-06-03 11:56:00 UTC,,1
12616,9991,Shipped,2024-06-02 01:54:00 UTC,,2024-06-05 00:51:00 UTC,,1
17739,14102,Shipped,2024-06-01 03:47:00 UTC,,2024-06-01 13:08:00 UTC,,1
31290,25009,Shipped,2024-06-01 09:28:00 UTC,,2024-06-03 16:35:00 UTC,,1
109528,87570,Shipped,2024-06-02 02:24:00 UTC,,2024-06-02 17:27:00 UTC,,1
62075,49589,Shipped,2024-06-01 12:00:00 UTC,,2024-06-01 19:48:00 UTC,,1
123569,98894,Shipped,2024-06-02 16:48:00 UTC,,2024-06-05 10:55:00 UTC,,1
78026,62378,Shipped,2024-06-02 16:05:00 UTC,,2024-06-02 21:29:00 UTC,,1
6389,5013,Shipped,2024-06-01 18:34:00 UTC,,2024-06-04 08:36:00 UTC,,1
45910,36735,Shipped,2024-06-01 10:04:00 UTC,,2024-06-03 12:35:00 UTC,,1
46622,37279,Shipped,2024-06-02 10:57:00 UTC,,2024-06-04 13:10:00 UTC,,1
59993,47936,Shipped,2024-06-02 15:22:00 UTC,,2024-06-04 15:28:00 UTC,,1
23172,18483,Shipped,2024-06-02 15:19:00 UTC,,2024-06-05 05:58:00 UTC,,1
30865,24659,Shipped,2024-06-01 07:47:00 UTC,,2024-06-02 14:23:00 UTC,,1
14771,11735,Shipped,2024-06-01 06:24:00 UTC,,2024-06-03 07:03:00 UTC,,1
48054,38450,Shipped,2024-06-02 10:02:49.867037 UTC,,2024-06-04 11:13:49.867037 UTC,,1
66159,52877,Shipped,2024-06-01 00:15:00 UTC,,2024-06-03 22:28:00 UTC,,1
16222,12870,Shipped,2024-06-01 13:56:50.91367 UTC,,2024-06-01 17:06:50.91367 UTC,,1
50463,40353,Shipped,2024-06-02 05:04:00 UTC,,2024-06-02 07:47:00 UTC,,1
108445,86740,Shipped,2024-06-02 18:19:01.440115 UTC,,2024-06-03 16:24:01.440115 UTC,,1
98684,78946,Shipped,2024-06-02 05:06:51.556695 UTC,,2024-06-04 13:54:51.556695 UTC,,1
109040,87186,Shipped,2024-06-02 06:25:15.029066 UTC,,2024-06-04 14:51:15.029066 UTC,,1
20131,16033,Complete,2024-06-01 04:01:00 UTC,,2024-06-03 16:53:00 UTC,2024-06-08 08:59:00 UTC,1
80909,64725,Complete,2024-06-02 05:27:56.858805 UTC,,2024-06-02 18:57:56.858805 UTC,2024-06-05 03:51:56.858805 UTC,1
82695,66169,Complete,2024-06-02 03:38:38.773655 UTC,,2024-06-03 12:23:38.773655 UTC,2024-06-03 21:31:38.773655 UTC,1
108668,86919,Complete,2024-06-01 11:03:00 UTC,,2024-06-03 22:34:00 UTC,2024-06-08 03:06:00 UTC,1
18432,14649,Complete,2024-06-02 05:42:00 UTC,,2024-06-03 13:37:00 UTC,2024-06-04 18:23:00 UTC,1
58900,47060,Complete,2024-06-02 08:54:20.392513 UTC,,2024-06-03 05:48:20.392513 UTC,2024-06-07 08:07:20.392513 UTC,1
101235,80945,Complete,2024-06-01 14:43:00 UTC,,2024-06-03 15:55:00 UTC,2024-06-07 21:00:00 UTC,1
102451,81932,Complete,2024-06-01 08:32:00 UTC,,2024-06-04 00:28:00 UTC,2024-06-04 15:31:00 UTC,1
28281,22582,Complete,2024-06-01 11:27:56.560909 UTC,,2024-06-03 22:40:56.560909 UTC,2024-06-08 01:10:56.560909 UTC,1
62141,49641,Complete,2024-06-01 10:55:35.641103 UTC,,2024-06-02 05:39:35.641103 UTC,2024-06-05 03:50:35.641103 UTC,1
88234,70591,Complete,2024-06-02 14:12:00 UTC,,2024-06-04 09:07:00 UTC,2024-06-07 08:15:00 UTC,1
5103,4008,Complete,2024-06-02 18:16:00 UTC,,2024-06-03 11:42:00 UTC,2024-06-06 14:05:00 UTC,1
122375,97963,Complete,2024-06-02 13:55:00 UTC,,2024-06-02 14:21:00 UTC,2024-06-05 09:21:00 UTC,1
32057,25609,Complete,2024-06-01 18:00:26.734871 UTC,,2024-06-04 14:05:26.734871 UTC,2024-06-05 10:09:26.734871 UTC,1
115771,92679,Complete,2024-06-02 13:02:00 UTC,,2024-06-03 01:24:00 UTC,2024-06-06 13:04:00 UTC,1
