id,order_id,user_id,product_id,status,created_at,shipped_at,delivered_at,returned_at,sale_price
93858,64554,51607,1380,Shipped,2024-05-30 23:46:05 UTC,2024-06-01 10:07:00 UTC,,,36.9900016784668
34963,24037,19173,2315,Shipped,2024-06-04 12:50:48 UTC,2024-06-02 16:54:00 UTC,,,17.5
34962,24037,19173,686,Shipped,2024-06-04 13:29:26 UTC,2024-06-02 16:54:00 UTC,,,14.970000267028809
34964,24037,19173,13376,Shipped,2024-06-01 13:08:36 UTC,2024-06-02 16:54:00 UTC,,,64.989997863769531
34961,24037,19173,10775,Shipped,2024-06-02 14:31:25 UTC,2024-06-02 16:54:00 UTC,,,15.279999732971191
123647,85079,68057,2814,Shipped,2024-05-31 06:45:13 UTC,2024-05-31 09:26:00 UTC,,,35
21591,14859,11799,15900,Shipped,2024-05-31 05:23:44 UTC,2024-05-31 22:14:00 UTC,,,23
66828,46039,36837,8208,Shipped,2024-05-31 08:52:09 UTC,2024-06-01 07:41:00 UTC,,,25.989999771118164
166598,114652,91797,23529,Shipped,2024-05-31 12:42:35 UTC,2024-06-02 05:56:00 UTC,,,40
27351,18842,14976,28752,Shipped,2024-06-02 15:12:18 UTC,2024-06-03 05:06:00 UTC,,,160
27352,18842,14976,25516,Shipped,2024-06-02 14:00:50 UTC,2024-06-03 05:06:00 UTC,,,25
147364,101366,81049,3654,Shipped,2024-05-31 12:15:38 UTC,2024-06-03 06:56:00 UTC,,,69.870002746582031
147015,101119,80848,9637,Shipped,2024-05-31 01:02:14 UTC,2024-05-31 07:19:00 UTC,,,18
147014,101119,80848,6934,Shipped,2024-06-02 00:55:29 UTC,2024-05-31 07:19:00 UTC,,,9.0100002288818377
151079,103932,83141,23837,Shipped,2024-06-01 03:18:13 UTC,2024-06-03 08:10:00 UTC,,,228
23340,16062,12747,27894,Shipped,2024-06-01 08:22:54 UTC,2024-06-01 15:20:00 UTC,,,88
78938,54351,43404,11465,Shipped,2024-05-31 16:23:52 UTC,2024-06-01 23:52:00 UTC,,,22.989999771118164
118892,81822,65475,10468,Shipped,2024-06-05 12:35:55 UTC,2024-06-03 10:55:00 UTC,,,58.950000762939446
118891,81822,65475,2836,Shipped,2024-06-03 14:06:07 UTC,2024-06-03 10:55:00 UTC,,,18.799999237060547
118890,81822,65475,2331,Shipped,2024-06-02 13:35:42 UTC,2024-06-03 10:55:00 UTC,,,67.930000305175781
131564,90555,72416,4037,Shipped,2024-05-31 14:37:34 UTC,2024-05-31 23:11:00 UTC,,,26.989999771118164
131565,90555,72416,5046,Shipped,2024-06-04 14:35:11 UTC,2024-05-31 23:11:00 UTC,,,32.9900016784668
71994,49617,39649,25497,Shipped,2024-05-31 05:23:02 UTC,2024-06-01 16:15:00 UTC,,,29
123660,85088,68064,9873,Shipped,2024-05-31 03:36:59 UTC,2024-06-02 01:42:00 UTC,,,36
147141,101208,80924,26008,Shipped,2024-06-01 13:41:13 UTC,2024-06-02 10:14:00 UTC,,,17.75
104152,71659,57282,23591,Shipped,2024-06-01 03:32:30 UTC,2024-06-03 04:13:00 UTC,,,47.919998168945312
113871,78363,62655,13904,Shipped,2024-05-31 11:49:54 UTC,2024-06-02 23:57:00 UTC,,,12.75
78005,53719,42909,19161,Shipped,2024-06-01 07:15:16 UTC,2024-06-02 07:48:00 UTC,,,49.9900016784668
23169,15938,12650,8681,Shipped,2024-05-31 10:23:31 UTC,2024-06-02 13:54:00 UTC,,,299
23170,15938,12650,2568,Shipped,2024-05-31 08:16:12 UTC,2024-06-02 13:54:00 UTC,,,44.9900016784668
23171,15938,12650,2999,Shipped,2024-06-02 06:53:54 UTC,2024-06-02 13:54:00 UTC,,,42
23168,15938,12650,1277,Shipped,2024-06-03 10:03:52 UTC,2024-06-02 13:54:00 UTC,,,89
105109,72323,57813,15859,Shipped,2024-06-05 17:36:18 UTC,2024-06-02 18:10:00 UTC,,,27.200000762939453
105108,72323,57813,6458,Shipped,2024-06-02 14:52:58 UTC,2024-06-02 18:10:00 UTC,,,44.130001068115234
115083,79197,63346,6933,Shipped,2024-06-03 04:49:00 UTC,2024-06-03 20:41:00 UTC,,,50
115084,79197,63346,7157,Shipped,2024-06-02 06:25:36 UTC,2024-06-03 20:41:00 UTC,,,14.989999771118164
167001,114925,92023,22911,Shipped,2024-06-04 14:05:55 UTC,2024-06-03 17:20:00 UTC,,,59.5
167002,114925,92023,17105,Shipped,2024-06-04 12:38:54 UTC,2024-06-03 17:20:00 UTC,,,60
145452,100054,80057,20641,Shipped,2024-05-30 21:37:13 UTC,2024-06-01 14:08:00 UTC,,,53
9592,6574,5161,813,Shipped,2024-06-01 17:42:54 UTC,2024-06-02 04:46:00 UTC,,,42.9900016784668
114889,79072,63235,28968,Shipped,2024-06-01 11:12:37 UTC,2024-06-03 20:05:00 UTC,,,129.99000549316406
153048,105295,84256,27627,Shipped,2024-06-01 05:03:28 UTC,2024-06-03 03:56:00 UTC,,,40
97933,67361,53834,14708,Shipped,2024-06-05 05:44:00 UTC,2024-06-03 21:55:00 UTC,,,49.950000762939446
97934,67361,53834,3911,Shipped,2024-06-02 04:16:37 UTC,2024-06-03 21:55:00 UTC,,,69.989997863769531
97935,67361,53834,8110,Shipped,2024-06-02 05:05:14 UTC,2024-06-03 21:55:00 UTC,,,16.989999771118164
152346,104816,83849,2679,Shipped,2024-06-01 04:17:47 UTC,2024-06-02 13:37:00 UTC,,,52
110653,76158,60946,27394,Shipped,2024-05-31 05:55:04 UTC,2024-06-02 23:04:00 UTC,,,95
11971,8230,6508,3986,Shipped,2024-05-31 05:58:57 UTC,2024-06-01 01:03:00 UTC,,,498
11972,8230,6508,9924,Shipped,2024-06-01 03:42:16 UTC,2024-06-01 01:03:00 UTC,,,79
43314,29719,23739,26705,Shipped,2024-05-30 21:46:39 UTC,2024-06-02 18:12:00 UTC,,,69
19585,13469,10692,17262,Shipped,2024-06-01 01:42:23 UTC,2024-06-02 05:24:00 UTC,,,25
9319,6389,5013,26801,Shipped,2024-06-01 16:37:16 UTC,2024-06-04 08:36:00 UTC,,,29.950000762939453
85647,58965,47104,17432,Shipped,2024-05-31 07:48:30 UTC,2024-06-01 04:43:00 UTC,,,65
85649,58965,47104,21174,Shipped,2024-05-31 08:30:40 UTC,2024-06-01 04:43:00 UTC,,,34.9900016784668
85650,58965,47104,24830,Shipped,2024-06-04 10:19:18 UTC,2024-06-01 04:43:00 UTC,,,15
85648,58965,47104,23244,Shipped,2024-05-31 09:22:11 UTC,2024-06-01 04:43:00 UTC,,,69.9800033569336
52010,35808,28610,12283,Shipped,2024-06-01 00:55:15 UTC,2024-06-01 08:59:00 UTC,,,32.950000762939453
97317,66944,53511,15032,Shipped,2024-06-03 13:13:39 UTC,2024-06-02 02:58:00 UTC,,,39.979999542236328
97318,66944,53511,6680,Shipped,2024-06-02 13:02:31 UTC,2024-06-02 02:58:00 UTC,,,25
92363,63540,50779,17313,Shipped,2024-05-31 09:47:23 UTC,2024-06-02 17:36:00 UTC,,,50
114463,78764,62971,27969,Shipped,2024-06-01 08:45:10 UTC,2024-06-02 01:27:00 UTC,,,52.479999542236328
174106,119752,95842,22867,Shipped,2024-06-01 12:53:02 UTC,2024-06-02 02:22:00 UTC,,,52
179911,123809,99087,19721,Shipped,2024-06-01 13:28:47 UTC,2024-06-01 18:45:00 UTC,,,63
40045,27509,21964,24320,Shipped,2024-05-31 17:11:44 UTC,2024-06-03 13:25:00 UTC,,,169
125955,86677,69306,15330,Shipped,2024-05-31 02:06:52 UTC,2024-06-02 19:45:00 UTC,,,6.9899997711181641
170402,117232,93857,5513,Shipped,2024-06-04 05:53:34 UTC,2024-06-03 13:44:00 UTC,,,59.9900016784668
170401,117232,93857,10815,Shipped,2024-06-01 04:09:48 UTC,2024-06-03 13:44:00 UTC,,,20
53740,37039,29581,2486,Shipped,2024-06-01 00:58:35 UTC,2024-06-03 14:39:00 UTC,,,33.069999694824219
168601,116000,92855,17746,Shipped,2024-06-05 05:42:24 UTC,2024-06-03 06:26:00 UTC,,,70
168600,116000,92855,18559,Shipped,2024-06-04 05:25:15 UTC,2024-06-03 06:26:00 UTC,,,20
130662,89931,71949,23280,Shipped,2024-05-31 01:34:50 UTC,2024-06-01 03:14:00 UTC,,,19.579999923706051
72583,50018,39993,15042,Shipped,2024-06-01 03:49:48 UTC,2024-06-02 10:01:00 UTC,,,49.950000762939446
139952,96272,77068,12063,Shipped,2024-05-31 03:37:54 UTC,2024-06-01 11:10:00 UTC,,,23.989999771118164
4675,3183,2517,10429,Shipped,2024-06-03 04:47:42 UTC,2024-06-03 14:22:00 UTC,,,35
4676,3183,2517,7865,Shipped,2024-06-01 03:10:25 UTC,2024-06-03 14:22:00 UTC,,,26.899999618530277
4677,3183,2517,14549,Shipped,2024-06-02 04:18:01 UTC,2024-06-03 14:22:00 UTC,,,1.9800000190734863
4674,3183,2517,2961,Shipped,2024-06-03 03:59:14 UTC,2024-06-03 14:22:00 UTC,,,24.639999389648441
153286,105457,84388,918,Shipped,2024-06-01 14:19:20 UTC,2024-06-02 06:04:00 UTC,,,8.9899997711181641
173453,119303,95487,444,Shipped,2024-05-31 15:57:55 UTC,2024-06-01 13:55:00 UTC,,,32.9900016784668
19114,13154,10426,26707,Shipped,2024-06-01 02:33:14 UTC,2024-06-03 17:07:00 UTC,,,37.5
137743,94778,75862,9580,Shipped,2024-06-01 14:19:48 UTC,2024-06-03 17:07:00 UTC,,,25
105244,72413,57895,25881,Shipped,2024-05-31 06:41:57 UTC,2024-06-03 04:19:00 UTC,,,15
105245,72413,57895,19076,Shipped,2024-06-04 08:26:04 UTC,2024-06-03 04:19:00 UTC,,,104.5
105246,72413,57895,17606,Shipped,2024-06-04 09:13:28 UTC,2024-06-03 04:19:00 UTC,,,66
32844,22641,18054,21115,Shipped,2024-06-02 01:31:12 UTC,2024-06-01 20:01:00 UTC,,,194
32842,22641,18054,21235,Shipped,2024-05-31 00:08:53 UTC,2024-06-01 20:01:00 UTC,,,153.94999694824219
32843,22641,18054,25031,Shipped,2024-06-01 23:53:08 UTC,2024-06-01 20:01:00 UTC,,,24.299999237060547
238,163,137,18994,Shipped,2024-06-01 08:59:02 UTC,2024-06-01 13:19:00 UTC,,,79
122572,84345,67467,7657,Shipped,2024-06-02 13:18:02 UTC,2024-06-01 01:26:00 UTC,,,39.5
122573,84345,67467,12890,Shipped,2024-06-02 13:01:39 UTC,2024-06-01 01:26:00 UTC,,,46
103663,71323,56997,28095,Shipped,2024-06-01 05:03:11 UTC,2024-06-03 01:17:00 UTC,,,36.9900016784668
103664,71323,56997,20757,Shipped,2024-05-31 01:50:09 UTC,2024-06-03 01:17:00 UTC,,,119.98999786376952
103665,71323,56997,20948,Shipped,2024-06-03 03:16:01 UTC,2024-06-03 01:17:00 UTC,,,198
100397,69040,55170,20729,Shipped,2024-05-31 23:35:29 UTC,2024-06-03 05:33:00 UTC,,,99
38045,26151,20915,18920,Shipped,2024-05-31 23:13:09 UTC,2024-06-02 06:42:00 UTC,,,175
151722,104370,83492,23764,Shipped,2024-06-01 14:01:45 UTC,2024-06-01 23:05:00 UTC,,,48
151723,104370,83492,27438,Shipped,2024-05-31 14:49:01 UTC,2024-06-01 23:05:00 UTC,,,33.950000762939453
66470,45798,36628,13909,Shipped,2024-05-31 04:37:25 UTC,2024-06-02 07:37:00 UTC,,,7.9899997711181632
52682,36290,28980,9340,Shipped,2024-05-31 06:41:41 UTC,2024-06-03 00:41:00 UTC,,,8.8999996185302734
162015,111464,89144,14715,Shipped,2024-06-01 01:39:40 UTC,2024-06-01 04:30:00 UTC,,,39.979999542236328
100392,69038,55170,21230,Shipped,2024-06-01 01:29:19 UTC,2024-06-01 23:24:00 UTC,,,88
100390,69038,55170,26825,Shipped,2024-06-04 00:48:17 UTC,2024-06-01 23:24:00 UTC,,,30
100391,69038,55170,16381,Shipped,2024-06-02 00:37:26 UTC,2024-06-01 23:24:00 UTC,,,21.450000762939453
150120,103269,82580,26722,Shipped,2024-06-01 06:14:40 UTC,2024-06-04 05:21:00 UTC,,,36.669998168945312
62503,43062,34491,24222,Shipped,2024-05-31 16:14:46 UTC,2024-06-02 08:15:00 UTC,,,98.949996948242173
108974,74997,60035,13115,Shipped,2024-05-31 11:04:37 UTC,2024-06-01 02:23:00 UTC,,,161
101305,69673,55695,23944,Shipped,2024-06-04 12:59:53 UTC,2024-06-03 11:41:00 UTC,,,79.989997863769531
101304,69673,55695,21856,Shipped,2024-06-01 12:09:41 UTC,2024-06-03 11:41:00 UTC,,,49.9900016784668
144511,99384,79510,21377,Shipped,2024-06-01 05:35:12 UTC,2024-06-01 21:17:00 UTC,,,50
157291,108228,86571,12950,Shipped,2024-06-01 15:45:14 UTC,2024-06-02 21:22:00 UTC,,,230
157289,108228,86571,7179,Shipped,2024-06-02 18:08:02 UTC,2024-06-02 21:22:00 UTC,,,32
157290,108228,86571,6043,Shipped,2024-06-03 15:22:18 UTC,2024-06-02 21:22:00 UTC,,,13.989999771118164
31157,21496,17134,26496,Shipped,2024-05-30 23:46:01 UTC,2024-06-01 03:37:00 UTC,,,29.989999771118164
28378,19563,15579,16528,Shipped,2024-05-31 10:26:05 UTC,2024-06-01 18:15:00 UTC,,,25
141570,97399,77950,3985,Shipped,2024-06-01 15:37:18 UTC,2024-06-02 11:19:00 UTC,,,124
123919,85274,68203,20973,Shipped,2024-06-01 15:54:29 UTC,2024-06-02 16:30:00 UTC,,,319
162459,111798,89401,15487,Shipped,2024-05-31 17:43:16 UTC,2024-06-02 22:36:00 UTC,,,38.400001525878906
120362,82829,66263,918,Shipped,2024-05-31 09:26:28 UTC,2024-05-31 23:40:00 UTC,,,8.9899997711181641
43978,30182,24126,8308,Shipped,2024-06-01 00:21:48 UTC,2024-06-03 11:24:00 UTC,,,90
45563,31290,25009,5086,Shipped,2024-06-01 08:30:03 UTC,2024-06-03 16:35:00 UTC,,,87.949996948242173
123867,85232,68176,1730,Shipped,2024-05-30 20:37:55 UTC,2024-06-02 23:31:00 UTC,,,23.329999923706051
59069,40711,32593,24554,Shipped,2024-06-01 07:46:58 UTC,2024-06-03 04:42:00 UTC,,,9
179897,123796,99082,6267,Shipped,2024-06-01 00:38:20 UTC,2024-06-02 15:54:00 UTC,,,8.9899997711181641
119397,82156,65743,3001,Shipped,2024-05-31 10:51:37 UTC,2024-06-01 06:41:00 UTC,,,59.9900016784668
9508,6518,5111,6543,Shipped,2024-06-01 08:47:08 UTC,2024-06-02 21:05:00 UTC,,,25
127445,87702,70140,9099,Shipped,2024-06-01 16:38:47 UTC,2024-06-03 19:20:00 UTC,,,19.950000762939453
57370,39522,31619,7685,Shipped,2024-05-31 15:33:15 UTC,2024-06-03 06:32:00 UTC,,,99.970001220703125
44952,30865,24659,1298,Shipped,2024-06-01 04:36:12 UTC,2024-06-02 14:23:00 UTC,,,44
34676,23851,19025,13825,Shipped,2024-06-01 18:07:28 UTC,2024-06-02 02:30:00 UTC,,,84
140261,96484,77236,22324,Shipped,2024-05-31 03:29:55 UTC,2024-06-03 05:01:00 UTC,,,16.850000381469727
81557,56177,44857,24559,Shipped,2024-05-31 03:15:59 UTC,2024-06-01 14:37:00 UTC,,,11
134814,92798,74310,26688,Shipped,2024-06-01 01:05:34 UTC,2024-06-01 11:16:00 UTC,,,14.989999771118164
90217,62075,49589,23192,Shipped,2024-06-01 10:13:58 UTC,2024-06-01 19:48:00 UTC,,,42.9900016784668
118173,81324,65074,14392,Shipped,2024-05-31 16:24:14 UTC,2024-06-02 13:47:00 UTC,,,35.720001220703125
118017,81211,64976,6798,Shipped,2024-05-31 05:25:43 UTC,2024-06-02 09:31:00 UTC,,,42
70389,48489,38798,3858,Shipped,2024-06-04 03:09:30 UTC,2024-05-31 13:20:00 UTC,,,95
70390,48489,38798,5343,Shipped,2024-06-01 02:42:09 UTC,2024-05-31 13:20:00 UTC,,,58
146155,100522,80412,7989,Shipped,2024-06-01 15:43:23 UTC,2024-06-04 13:02:00 UTC,,,10.300000190734863
162721,111983,89551,23087,Shipped,2024-06-01 08:54:54 UTC,2024-06-02 06:29:00 UTC,,,37.950000762939446
68102,46928,37534,27772,Shipped,2024-06-01 02:36:19 UTC,2024-06-03 20:53:00 UTC,,,70
86082,59252,47336,4764,Shipped,2024-05-31 11:41:39 UTC,2024-05-31 20:21:00 UTC,,,34.900001525878906
131479,90496,72374,10091,Shipped,2024-06-01 14:20:43 UTC,2024-06-03 00:28:00 UTC,,,67.199996948242188
71933,49572,39611,169,Shipped,2024-06-03 22:27:41 UTC,2024-05-31 09:23:00 UTC,,,32.9900016784668
71934,49572,39611,15636,Shipped,2024-06-02 00:21:50 UTC,2024-05-31 09:23:00 UTC,,,12
89852,61811,49385,19075,Shipped,2024-06-02 06:27:54 UTC,2024-06-02 21:07:00 UTC,,,240
89853,61811,49385,21113,Shipped,2024-06-03 07:01:43 UTC,2024-06-02 21:07:00 UTC,,,129
148780,102338,81854,10473,Shipped,2024-06-01 15:58:45 UTC,2024-06-04 05:44:00 UTC,,,42.299999237060554
155530,106999,85613,15185,Shipped,2024-06-01 14:32:54 UTC,2024-06-03 10:14:00 UTC,,,54.9900016784668
155531,106999,85613,15504,Shipped,2024-06-03 14:56:00 UTC,2024-06-03 10:14:00 UTC,,,159
40904,28084,22418,26770,Shipped,2024-05-31 04:10:12 UTC,2024-06-01 19:50:00 UTC,,,49.950000762939446
112499,77432,61906,11184,Shipped,2024-06-01 00:32:04 UTC,2024-06-02 22:21:00 UTC,,,26
112497,77432,61906,9099,Shipped,2024-06-02 00:28:18 UTC,2024-06-02 22:21:00 UTC,,,19.950000762939453
112498,77432,61906,9459,Shipped,2024-06-01 21:48:48 UTC,2024-06-02 22:21:00 UTC,,,72
145975,100403,80326,28751,Shipped,2024-06-01 08:12:10 UTC,2024-06-03 23:57:00 UTC,,,24.950000762939453
25729,17739,14102,13703,Shipped,2024-06-01 02:19:17 UTC,2024-06-01 13:08:00 UTC,,,150
131478,90495,72374,12003,Shipped,2024-05-31 15:23:58 UTC,2024-06-02 02:51:00 UTC,,,22
83245,57338,45821,27152,Shipped,2024-05-31 03:11:03 UTC,2024-06-01 06:26:00 UTC,,,19.899999618530277
114234,78606,62838,8120,Shipped,2024-05-31 15:53:04 UTC,2024-06-01 14:58:00 UTC,,,145
23704,16316,12950,18254,Shipped,2024-05-30 23:04:18 UTC,2024-06-02 08:02:00 UTC,,,17
139586,96023,76842,3688,Shipped,2024-06-01 03:41:00 UTC,2024-06-03 18:10:00 UTC,,,99
18191,12536,9932,14474,Shipped,2024-05-31 10:12:57 UTC,2024-06-01 15:53:00 UTC,,,14.979999542236328
161171,110894,88655,25583,Shipped,2024-05-31 14:05:38 UTC,2024-06-02 21:45:00 UTC,,,32
101671,69915,55880,8034,Shipped,2024-05-31 06:37:24 UTC,2024-06-02 04:05:00 UTC,,,109.98999786376952
120122,82661,66146,13549,Shipped,2024-06-01 10:16:43 UTC,2024-06-03 01:25:00 UTC,,,132
147504,101462,81122,10912,Shipped,2024-05-31 10:42:17 UTC,2024-05-31 17:57:00 UTC,,,22.5
126938,87356,69881,25579,Shipped,2024-06-01 12:24:41 UTC,2024-06-04 03:01:00 UTC,,,18
77329,53263,42561,6120,Shipped,2024-06-01 05:39:32 UTC,2024-06-01 07:40:00 UTC,,,24.5
4278,2910,2301,7320,Shipped,2024-06-01 11:13:11 UTC,2024-06-01 21:23:00 UTC,,,8.5399999618530273
129257,88957,71156,6714,Shipped,2024-06-03 08:32:11 UTC,2024-06-03 00:49:00 UTC,,,15.5
129256,88957,71156,2302,Shipped,2024-06-01 08:18:11 UTC,2024-06-03 00:49:00 UTC,,,25.950000762939453
129255,88957,71156,8880,Shipped,2024-06-03 10:21:36 UTC,2024-06-03 00:49:00 UTC,,,10
10701,7336,5786,20814,Shipped,2024-06-03 06:25:41 UTC,2024-06-03 03:34:00 UTC,,,179
10702,7336,5786,24226,Shipped,2024-05-31 09:19:12 UTC,2024-06-03 03:34:00 UTC,,,199
41578,28537,22785,11825,Shipped,2024-06-01 22:16:09 UTC,2024-06-02 07:09:00 UTC,,,53.330001831054688
41576,28537,22785,10044,Shipped,2024-06-04 22:40:51 UTC,2024-06-02 07:09:00 UTC,,,12.989999771118164
41579,28537,22785,2340,Shipped,2024-06-01 01:06:58 UTC,2024-06-02 07:09:00 UTC,,,14.029999732971191
