rental_id,user_id,vehicle_id,rental_start_time,rental_end_time,pickup_location,dropoff_location,total_amount
2d045b22ad,01a174edd0,a78c85c5d9,2024-02-16 00:16:00,2024-02-18 13:16:00,4040,8462,610.0
0b355c0f81,01a174edd0,141bde934f,2024-05-14 22:13:00,2024-05-17 00:13:00,1507,8750,2500.0
2934d2af9f,8e0162fc06,8a8acd7386,2024-01-22 02:23:00,2024-01-24 08:23:00,2081,6599,1080.0
88764bcb96,8e0162fc06,8e9c350252,2024-03-18 14:07:00,2024-03-18 19:07:00,3976,8491,100.0
c55710e8a2,8e0162fc06,323af2d5c2,2024-03-05 06:13:00,2024-03-06 15:13:00,3057,4670,330.0
80b11f9adb,1a6059de93,270a943ff6,2024-03-09 12:02:00,2024-03-11 13:02:00,7305,6896,490.0
e5881180c0,1a6059de93,95b0b3e573,2024-01-02 14:41:00,2024-01-03 07:41:00,9197,2863,340.0
2ea2ab2c3c,453a2b7d70,f78d35bbd0,2024-04-19 10:58:00,2024-04-20 20:58:00,7597,3216,1700.0
80a65fbf60,26d743688b,c58053f39b,2024-02-25 09:51:00,2024-02-27 14:51:00,8667,2981,1060.0
fa7b4b767e,26d743688b,6901cbccfd,2024-03-21 20:02:00,2024-03-23 12:02:00,3355,8974,2000.0
de71515a8d,e25510c01e,7ab106a227,2024-01-06 21:21:00,2024-01-07 12:21:00,9211,6599,150.0
8c9a4ee1b5,e25510c01e,5b92f9f818,2024-04-19 23:51:00,2024-04-22 22:51:00,1171,5345,1420.0
53986b2c0b,ed6ae278f2,f2123ef6bc,2024-02-24 00:28:00,2024-02-24 03:28:00,6208,2005,60.0
3a2ecf88ff,ed6ae278f2,d4de5286f8,2024-01-24 20:22:00,2024-01-26 19:22:00,8317,9462,940.0
ae891a5aba,ed6ae278f2,aa5714988b,2024-03-05 12:23:00,2024-03-06 04:23:00,6363,7676,800.0
c51659c278,b85bac0799,fb434c469f,2024-04-19 18:49:00,2024-04-22 11:49:00,6609,3228,650.0
7101f4534f,b85bac0799,8e067a9176,2024-03-16 06:06:00,2024-03-18 00:06:00,1496,5149,840.0
759e65878a,739f8147b8,b9b55208c9,2024-05-04 19:18:00,2024-05-07 07:18:00,9005,1871,600.0
7db01e4658,739f8147b8,5c823d2b92,2024-04-13 21:42:00,2024-04-15 13:42:00,6771,3225,800.0
02f8f38fe5,739f8147b8,6f9324eb30,2024-04-12 09:38:00,2024-04-14 09:38:00,4133,2268,960.0
ecc2344118,3586a7f762,d274b47ffe,2024-05-10 22:14:00,2024-05-11 17:14:00,9211,1171,380.0
6563291095,3586a7f762,f09fa3c228,2024-03-21 02:35:00,2024-03-23 21:35:00,6086,8001,670.0
7730b2ae9c,3586a7f762,583c54c4cf,2024-02-21 10:33:00,2024-02-23 21:33:00,2116,9182,590.0
c0227b5a88,35875fd712,5dff5c3a14,2024-04-21 12:47:00,2024-04-24 08:47:00,6920,4129,1360.0
3242372eaa,8e3ed37796,85c07ddc03,2024-02-24 03:16:00,2024-02-26 09:16:00,5804,7672,2700.0
283ac40916,8e3ed37796,f66230aeca,2024-02-10 20:26:00,2024-02-12 16:26:00,6208,5498,440.0
402ceb335c,8e3ed37796,8b166b6c63,2024-05-10 01:55:00,2024-05-10 04:55:00,7800,2620,30.0
b60e3becd4,eb1f6d7cf6,859b00c240,2024-01-15 11:39:00,2024-01-17 19:39:00,9558,6091,560.0
518e409f4a,eb1f6d7cf6,bf4e340ef7,2024-01-03 06:19:00,2024-01-04 10:19:00,4627,8134,1400.0
99cc685d1f,c1e35b41e1,efe917f307,2024-01-06 21:43:00,2024-01-09 07:43:00,7195,7434,580.0
ef8c5cdad9,f1388793d5,3b20ce4307,2024-02-04 11:05:00,2024-02-05 14:05:00,8725,8281,540.0
89a68bdf59,b0c0ec1671,63e183a0b6,2024-01-24 23:07:00,2024-01-27 06:07:00,7156,7538,550.0
916575fa93,b0c0ec1671,d9b44754eb,2024-02-08 12:44:00,2024-02-08 21:44:00,1171,1431,90.0
57434a8f36,4d05228fcf,7b79307ac1,2024-02-03 18:43:00,2024-02-06 14:43:00,3374,6785,3400.0
545a0c566c,a68dd47e83,6154412466,2024-03-17 09:01:00,2024-03-17 15:01:00,6377,8281,300.0
55b3aa7b33,a68dd47e83,23653621c0,2024-01-30 18:36:00,2024-02-02 04:36:00,2081,6290,580.0
7798190159,cc3a176b3f,916005f285,2024-05-19 03:19:00,2024-05-21 11:19:00,4670,2118,560.0
4ea3edd31b,cc3a176b3f,4bdb235b07,2024-05-16 03:11:00,2024-05-17 15:11:00,1761,2712,1800.0
534fa71102,cc3a176b3f,fac58f651b,2024-05-07 19:06:00,2024-05-09 07:06:00,8590,1885,720.0
167c256c74,78619bb942,4e7c8f1dcb,2024-01-06 04:51:00,2024-01-09 04:51:00,4394,4392,720.0
7c73bef5c8,78619bb942,1d4fc7f672,2024-02-21 01:38:00,2024-02-23 11:38:00,9559,9600,1160.0
c5b08e9077,78619bb942,bd42dc62d4,2024-05-04 17:06:00,2024-05-06 22:06:00,2815,5906,1060.0
51786b2941,304eb3f5a7,d758a456c7,2024-02-10 20:08:00,2024-02-11 03:08:00,6036,7156,350.0
60c8f22447,0340ae5cde,a6e98d28a4,2024-04-04 06:38:00,2024-04-05 13:38:00,3028,9863,310.0
aba4bf48f9,0340ae5cde,3eaefbd405,2024-05-16 19:04:00,2024-05-17 15:04:00,1297,7305,400.0
99523087e5,565433b245,da433195d8,2024-03-16 06:34:00,2024-03-18 06:34:00,7881,3524,2400.0
8ff225a8dc,abf5269ea8,f898310a2a,2024-02-02 11:42:00,2024-02-04 05:42:00,3887,2863,2100.0
f1c86103a8,abf5269ea8,50c697ddf9,2024-05-31 16:14:00,2024-06-03 14:14:00,3976,5984,700.0
443b818d73,3db3fc9287,f0fd1e1eb8,2024-03-07 15:57:00,2024-03-08 05:57:00,5192,9536,280.0
adbf9a5e17,3db3fc9287,48cfe79a44,2024-05-04 03:54:00,2024-05-06 13:54:00,2621,2132,1160.0
cc354f3ab2,3db3fc9287,ee2b9c3d49,2024-02-23 09:40:00,2024-02-23 15:40:00,6690,1959,60.0
2d6e0d448e,103d824024,5bf40bb61f,2024-04-30 01:36:00,2024-04-30 18:36:00,1871,3561,170.0
7b45cf4b22,103d824024,598609e6ec,2024-02-19 02:32:00,2024-02-20 08:32:00,1806,9424,600.0
3fdb452dd2,341119d81f,d64bbdf250,2024-05-04 19:13:00,2024-05-06 13:13:00,1806,1496,420.0
0dffd35f4b,3e109edd93,9d47c3536a,2024-05-23 15:06:00,2024-05-25 15:06:00,6929,6377,2400.0
f3c881f061,3e109edd93,cbcd791749,2024-02-09 19:41:00,2024-02-12 09:41:00,3108,9559,1240.0
1e4199d01d,3e109edd93,9dcb14c198,2024-05-14 03:56:00,2024-05-15 19:56:00,8725,1843,2000.0
5d0e5d408b,ed2f554495,b4c784de32,2024-01-17 16:34:00,2024-01-17 23:34:00,5192,6896,140.0
7a3bb96851,ed2f554495,ff35ac43b1,2024-03-14 10:47:00,2024-03-14 14:47:00,3355,1714,200.0
3ac4927a9e,329c7cbecc,03ae1ee218,2024-02-26 03:17:00,2024-02-28 03:17:00,3108,9559,2400.0
a9896f3535,9725122ab5,8ac51e07a7,2024-01-01 07:16:00,2024-01-01 11:16:00,3225,8866,40.0
5280e7c591,9725122ab5,6402fcf6f2,2024-04-14 10:57:00,2024-04-15 22:57:00,6131,2248,360.0
4c21b90739,9725122ab5,e3f5fd8555,2024-02-16 18:40:00,2024-02-18 23:40:00,1832,6375,530.0
28066f8e3a,5144945047,349e361f16,2024-05-22 12:00:00,2024-05-25 09:00:00,7925,4591,690.0
015c3653f7,5144945047,93a8685cd6,2024-05-24 01:42:00,2024-05-26 08:42:00,6180,8332,550.0
e8a94ff70f,5144945047,1f05ef9b25,2024-05-15 06:05:00,2024-05-16 02:05:00,7178,2356,400.0
c8e4b7d2b8,ae54402357,05bac98a54,2024-01-31 03:58:00,2024-02-01 07:58:00,6036,6886,280.0
058fd31e97,ae54402357,61a82e2974,2024-02-15 22:23:00,2024-02-18 12:23:00,5886,2608,620.0
9c9f23abc9,83a64a8cdc,30fb72a283,2024-01-24 18:21:00,2024-01-25 19:21:00,8281,2487,500.0
cb30e36f7b,83a64a8cdc,7085944205,2024-02-02 17:16:00,2024-02-03 05:16:00,4449,1714,120.0
812b343e79,8ec6a40b3f,5718ee713f,2024-01-20 20:02:00,2024-01-22 06:02:00,4179,8462,1700.0
846f45581b,8ec6a40b3f,2b81fc0395,2024-01-02 16:00:00,2024-01-03 06:00:00,6771,3108,280.0
ada21ca5a8,8ec6a40b3f,f5401724e7,2024-03-14 05:31:00,2024-03-15 13:31:00,4707,5166,640.0
ca7f9bd04b,0c4482d77c,da0ba33b73,2024-02-28 01:13:00,2024-03-01 00:13:00,9633,6785,470.0
ab6c9afb63,e087e0ffcd,27ae1afeef,2024-02-13 16:24:00,2024-02-15 15:24:00,3519,4652,940.0
d373f45568,1a90ecace6,4b7f6071e6,2024-01-29 18:08:00,2024-02-01 15:08:00,5498,7654,690.0
6676e62fa2,20988ed35c,4bb1cc3662,2024-02-22 10:36:00,2024-02-25 08:36:00,4318,7925,3500.0
3f978b6635,20988ed35c,efb4a5d3d7,2024-05-27 20:18:00,2024-05-29 12:18:00,2546,5016,2000.0
b004b019a3,20988ed35c,bcf435e098,2024-05-19 17:34:00,2024-05-21 23:34:00,4258,4133,1080.0
f5ff0ff9f2,733dba747f,e803433459,2024-04-22 03:32:00,2024-04-22 10:32:00,4451,9259,140.0
60750e9100,7b7b440500,e810308d63,2024-04-14 22:43:00,2024-04-15 02:43:00,2546,2356,80.0
c4e13ae8c2,7b7b440500,5dc78a2ca1,2024-01-09 03:25:00,2024-01-10 03:25:00,9259,2608,480.0
6d1a8e24a6,7b7b440500,30cbef9ce9,2024-04-21 05:28:00,2024-04-22 14:28:00,8932,7147,330.0
a67cbe3723,afc8ed9d54,1d53213a56,2024-02-07 20:42:00,2024-02-07 22:42:00,3067,3216,40.0
50d34d6a35,afc8ed9d54,8f1a83e235,2024-02-10 03:01:00,2024-02-10 20:01:00,7099,5804,170.0
0b8f1aa7b1,afc8ed9d54,6b0851e0b2,2024-02-17 14:03:00,2024-02-19 00:03:00,7970,6599,340.0
d56d5c8c9e,d863fb7bfd,c15d49b8ea,2024-02-14 14:00:00,2024-02-15 13:00:00,7156,1496,460.0
bde6a7ecd8,d863fb7bfd,ac754a30bd,2024-03-27 07:43:00,2024-03-27 13:43:00,9619,5402,60.0
11bbe1dd43,d863fb7bfd,6f5df5c2d9,2024-05-28 04:30:00,2024-05-29 02:30:00,6091,2363,440.0
34e6154a0b,f04f4bfbf8,c479061cba,2024-05-13 03:59:00,2024-05-14 12:59:00,2153,2529,1650.0
fa9f4a4414,802aad7b38,f729435654,2024-01-01 01:56:00,2024-01-02 11:56:00,8549,9253,340.0
f8cca62f5d,802aad7b38,080074c455,2024-03-16 12:56:00,2024-03-18 05:56:00,2683,6771,820.0
7a5a6dbb17,802aad7b38,fe3ab9eb6d,2024-04-20 03:25:00,2024-04-21 10:25:00,6377,2732,310.0
a03d3ddb53,7ef5f9e5d3,3204db7108,2024-03-11 18:51:00,2024-03-12 04:51:00,9458,7734,500.0
74c18515e8,7ef5f9e5d3,7f85d354fa,2024-02-08 11:50:00,2024-02-09 07:50:00,3269,3143,400.0
12fafa0a37,7ef5f9e5d3,ff77793e28,2024-05-04 21:13:00,2024-05-06 07:13:00,6599,6886,680.0
e17498d280,dcd5a481ce,6b9c22cc66,2024-05-16 21:04:00,2024-05-17 03:04:00,4737,5889,120.0
88fafce3a3,dcd5a481ce,24aac5f5ed,2024-05-22 00:12:00,2024-05-24 05:12:00,1727,9005,530.0
4121ee9420,ac59e40137,e72d4d86c2,2024-04-24 22:10:00,2024-04-26 00:10:00,3561,8597,260.0
7c8702a0d7,0f9d41fcf1,9f32fcd24d,2024-05-13 20:34:00,2024-05-16 01:34:00,9865,6290,2650.0
942f70f776,0f9d41fcf1,9b33c98139,2024-01-24 18:24:00,2024-01-26 05:24:00,5149,8332,350.0
6d219cb112,7f1119287f,abcaaf57e9,2024-05-13 21:17:00,2024-05-14 18:17:00,9384,4133,420.0
9429705962,39e7553e90,fa90f71dfd,2024-05-20 22:21:00,2024-05-21 18:21:00,9810,5499,200.0
3f8ce43ace,39e7553e90,b3041d03f0,2024-05-05 18:59:00,2024-05-06 05:59:00,5499,2356,220.0
749be54d95,6ff307a01f,cc80daf1b1,2024-02-05 01:40:00,2024-02-06 04:40:00,8327,5906,540.0
074c06d138,6ff307a01f,4f16c16e95,2024-02-23 19:39:00,2024-02-24 02:39:00,2683,3406,350.0
46d51555df,6ff307a01f,98451072c3,2024-03-06 04:10:00,2024-03-08 21:10:00,9182,4737,1300.0
853f6f6698,7330471903,b28d4a89e5,2024-05-23 03:32:00,2024-05-23 05:32:00,2118,2294,40.0
b6ac958d75,7330471903,a1f1e99b88,2024-04-08 07:21:00,2024-04-11 00:21:00,8134,9918,1300.0
c576f30981,7330471903,244ff313b8,2024-05-18 07:12:00,2024-05-18 11:12:00,5405,2608,200.0
4918605089,0d51e08c2b,07de2bae7c,2024-01-14 03:27:00,2024-01-16 15:27:00,7672,9297,1200.0
dc12102b8c,a578c58b3d,d43b9c0b01,2024-03-26 03:08:00,2024-03-26 14:08:00,5499,1832,550.0
0fe4fa5c3e,88c3dc5eb5,b952805aa8,2024-01-24 19:36:00,2024-01-26 12:36:00,9713,8281,820.0
a83807771f,2740ac44c0,1c7eaf094e,2024-05-18 18:08:00,2024-05-18 23:08:00,9062,9384,100.0
fef71f0d29,48fcc7af42,2950d80cf1,2024-02-13 19:27:00,2024-02-16 08:27:00,6616,4133,3050.0
1f4e11ba42,8b7922be78,d35cda743c,2024-02-11 09:05:00,2024-02-12 14:05:00,4394,8147,290.0
1262f9ff97,8b7922be78,2d7713fa2e,2024-05-31 21:48:00,2024-06-03 15:48:00,2264,9211,3300.0
9a92cb67fd,8b7922be78,07f9b7237a,2024-01-25 04:12:00,2024-01-27 01:12:00,2732,7925,450.0
ea3e383ad1,ece7f9ab31,e8b8b02794,2024-01-06 02:29:00,2024-01-07 06:29:00,5943,6787,1400.0
4d6cc1e1c6,ece7f9ab31,a6b29906e5,2024-05-20 14:25:00,2024-05-23 00:25:00,8974,4380,580.0
35fe585777,ece7f9ab31,6cc07b53a0,2024-03-13 12:36:00,2024-03-15 08:36:00,7676,8543,440.0
d9ec6ef9d5,9c1a1c669a,5332004b06,2024-05-09 13:13:00,2024-05-09 15:13:00,6822,8001,40.0
ce5f79b4cb,ec89a29bad,391d0fcf98,2024-02-18 04:28:00,2024-02-20 19:28:00,6350,5216,630.0
c3ec950da2,ec89a29bad,0050ccb838,2024-05-09 16:04:00,2024-05-11 23:04:00,5804,9259,1100.0
842798a223,1ec7e490c3,05c9757b48,2024-01-25 22:34:00,2024-01-27 04:34:00,9197,4591,1500.0
9bdd88869f,1ec7e490c3,d770be72cf,2024-01-05 11:13:00,2024-01-06 12:13:00,9211,2118,1250.0
ca99bb7874,f7168c9730,253ae64408,2024-01-29 04:32:00,2024-01-31 15:32:00,7660,6036,2950.0
a055624f49,f7168c9730,2ebd1a3778,2024-03-29 19:06:00,2024-03-31 18:06:00,5569,1171,940.0
c461f08e2d,f7168c9730,1313de6ba5,2024-01-20 03:42:00,2024-01-22 00:42:00,4627,9633,450.0
b3df321f35,787b8e90ef,bb2d584804,2024-04-13 01:17:00,2024-04-16 00:17:00,4318,2081,710.0
6da5cc5370,787b8e90ef,b7697bbc5a,2024-04-23 23:24:00,2024-04-26 05:24:00,5402,6091,540.0
fd83d985c1,1484b9697b,ad597bd824,2024-04-28 10:47:00,2024-04-30 08:47:00,9034,5012,920.0
9fed13ca2a,832fca1dd5,6ecb7c98c7,2024-04-10 12:38:00,2024-04-11 18:38:00,8705,3466,1500.0
74f6f6dadc,23ea41f87d,cdf1aa9fb1,2024-05-26 18:27:00,2024-05-29 14:27:00,4394,9689,1360.0
18a3f1e834,23ea41f87d,e041f6dec7,2024-01-16 18:09:00,2024-01-19 18:09:00,3143,5906,720.0
f473248ac3,ee1ef6015f,a81ebe1ee8,2024-03-16 01:52:00,2024-03-16 07:52:00,1745,9689,60.0
6b5956788f,ee1ef6015f,301daed822,2024-04-02 17:47:00,2024-04-05 05:47:00,7660,7156,1200.0
d0b91d3935,65e5aad8c7,3090d2756c,2024-02-29 13:18:00,2024-03-01 11:18:00,4380,6994,440.0
cb5ac0b7d3,2296d5b2ed,77934fbfed,2024-04-15 09:11:00,2024-04-17 05:11:00,7434,6131,880.0
acdc1d26b9,2296d5b2ed,eb77a6db5e,2024-05-22 18:49:00,2024-05-22 23:49:00,8543,2509,50.0
24571caa4b,2296d5b2ed,db83e01d5f,2024-02-15 13:27:00,2024-02-16 09:27:00,1497,4812,200.0
a00b11ef73,b50ac97bb8,3ba9deb946,2024-02-15 03:39:00,2024-02-16 04:39:00,4040,9669,1250.0
a3bb218c89,b50ac97bb8,3626a7ca03,2024-05-18 03:46:00,2024-05-19 14:46:00,9182,6599,700.0
c055ed17c4,b50ac97bb8,03325d55fe,2024-03-02 05:03:00,2024-03-03 17:03:00,3225,9600,720.0
0d8b95311c,ad23a29d44,e68442344b,2024-05-26 06:30:00,2024-05-29 04:30:00,3887,3355,1400.0
ac1b275f9f,d90bf3161b,bf0f4c414d,2024-01-03 00:02:00,2024-01-04 21:02:00,8543,4510,900.0
b27d18a172,e753824338,f1fb2dfae1,2024-04-10 06:54:00,2024-04-11 03:54:00,5405,2390,420.0
3d18c01305,1ae105fc56,6ef627e9bf,2024-01-06 15:47:00,2024-01-07 09:47:00,9633,5510,180.0
66022b36ce,1ae105fc56,0d23f7ccf3,2024-05-12 09:30:00,2024-05-14 04:30:00,6822,2683,2150.0
b6cbf774eb,c697fc86de,63e029f451,2024-02-21 15:08:00,2024-02-21 23:08:00,1496,7147,80.0
77c966c5ba,c697fc86de,632631c671,2024-05-16 21:49:00,2024-05-19 21:49:00,1507,9853,720.0
5fb2c0374a,3d606ea0ff,dff8d0520e,2024-03-25 10:02:00,2024-03-25 11:02:00,6377,9384,20.0
4813849fda,3d606ea0ff,66722d71ae,2024-02-23 01:47:00,2024-02-25 07:47:00,7672,8462,540.0
b9ab491943,3d606ea0ff,8ad9690b39,2024-01-23 04:36:00,2024-01-23 10:36:00,7660,9619,120.0
5642bd8742,92431945e3,c5fb6b2423,2024-04-26 07:39:00,2024-04-26 15:39:00,2118,6001,160.0
05ce721d77,92431945e3,1f99e966a6,2024-02-06 07:15:00,2024-02-08 16:15:00,5345,7925,2850.0
4dc578372f,92431945e3,52321cf9fb,2024-01-22 21:19:00,2024-01-24 04:19:00,5886,8134,620.0
a6495298d9,7b758a09ca,e5857beb23,2024-05-24 00:30:00,2024-05-25 14:30:00,2732,4451,760.0
21911f2c9f,7b758a09ca,17c0c2cec0,2024-05-21 13:58:00,2024-05-23 02:58:00,8627,8667,740.0
06330150ef,9bba61f5c7,7cd463e127,2024-04-27 16:47:00,2024-04-30 10:47:00,7709,6131,1320.0
b97e7d4575,9bba61f5c7,7ccf24d043,2024-03-27 21:20:00,2024-03-30 18:20:00,2975,2390,690.0
286f6b4e00,9bba61f5c7,d21943a161,2024-03-21 12:14:00,2024-03-23 05:14:00,4238,9253,410.0
